RECORDING_SESSION_LABEL,sentence,word_complex,preview,condition,CURRENT_FIX_INDEX,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_X,,
05wyh,75,HC,ID,HC_ID,1,1,1,134.2,,0
05wyh,75,HC,ID,HC_ID,2,1,1,226.7,,1
05wyh,75,HC,ID,HC_ID,3,2,1,293.2,,1
05wyh,75,HC,ID,HC_ID,4,4,1,348.7,,1
05wyh,75,HC,ID,HC_ID,5,5,1,463.5,,0
05wyh,75,HC,ID,HC_ID,6,5,1,548.3,,0
05wyh,75,HC,ID,HC_ID,7,5,1,629.5,,0
05wyh,75,HC,ID,HC_ID,8,5,1,704.8,,0
05wyh,75,HC,ID,HC_ID,9,5,1,781,,1
05wyh,106,HC,JL,HC_JL,1,1,1,127.05,,0
05wyh,106,HC,JL,HC_JL,2,1,1,199.5,,1
05wyh,106,HC,JL,HC_JL,3,.,.,1053.7,,1
05wyh,106,HC,JL,HC_JL,4,1,2,258.5,,1
05wyh,106,HC,JL,HC_JL,5,2,1,332,,1
05wyh,106,HC,JL,HC_JL,6,1,3,278.6,,1
05wyh,106,HC,JL,HC_JL,7,4,1,387.2,,1
05wyh,106,HC,JL,HC_JL,8,5,1,455.6,,0
05wyh,106,HC,JL,HC_JL,9,5,1,599.2,,1
05wyh,106,HC,JL,HC_JL,10,4,2,398.4,,1
05wyh,106,HC,JL,HC_JL,11,3,1,346.6,,1
05wyh,106,HC,JL,HC_JL,12,5,2,418.5,,0
05wyh,106,HC,JL,HC_JL,13,5,2,622.1,,0
05wyh,106,HC,JL,HC_JL,14,5,2,544,,0
05wyh,106,HC,JL,HC_JL,15,5,2,656.1,,0
05wyh,106,HC,JL,HC_JL,16,5,2,664.1,,1
05wyh,106,HC,JL,HC_JL,17,.,.,961.1,,1
05wyh,48,LC,JL,LC_JL,1,1,1,137.4,,0
05wyh,48,LC,JL,LC_JL,2,1,1,212.6,,0
05wyh,48,LC,JL,LC_JL,3,1,1,259.8,,0
05wyh,48,LC,JL,LC_JL,4,1,1,349.3,,0
05wyh,48,LC,JL,LC_JL,5,1,1,419.9,,0
05wyh,48,LC,JL,LC_JL,6,1,1,374.8,,1
05wyh,48,LC,JL,LC_JL,7,3,1,478.6,,1
05wyh,48,LC,JL,LC_JL,8,2,1,446.4,,1
05wyh,48,LC,JL,LC_JL,9,3,2,502.7,,1
05wyh,48,LC,JL,LC_JL,10,5,1,608.3,,0
05wyh,48,LC,JL,LC_JL,11,5,1,687.8,,0
05wyh,48,LC,JL,LC_JL,12,5,1,701.2,,1
05wyh,12,LC,ID,LC_ID,1,1,1,131.1,,0
05wyh,12,LC,ID,LC_ID,2,1,1,200.4,,0
05wyh,12,LC,ID,LC_ID,3,1,1,264.7,,0
05wyh,12,LC,ID,LC_ID,4,1,1,340.2,,1
05wyh,12,LC,ID,LC_ID,5,4,1,438.8,,1
05wyh,12,LC,ID,LC_ID,6,5,1,491.7,,0
05wyh,12,LC,ID,LC_ID,7,5,1,559.9,,0
05wyh,12,LC,ID,LC_ID,8,5,1,648.6,,1
05wyh,12,LC,ID,LC_ID,9,1,2,238.6,,0
05wyh,12,LC,ID,LC_ID,10,1,2,207.7,,0
05wyh,118,HC,JH,HC_JH,1,1,1,129.1,,0
05wyh,118,HC,JH,HC_JH,2,1,1,214.6,,1
05wyh,118,HC,JH,HC_JH,3,2,1,311.2,,1
05wyh,118,HC,JH,HC_JH,4,4,1,392.4,,1
05wyh,118,HC,JH,HC_JH,5,3,1,344.2,,1
05wyh,118,HC,JH,HC_JH,6,5,1,498.9,,0
05wyh,118,HC,JH,HC_JH,7,5,1,580.6,,0
05wyh,118,HC,JH,HC_JH,8,5,1,605.9,,0
05wyh,118,HC,JH,HC_JH,9,5,1,652.5,,1
05wyh,118,HC,JH,HC_JH,10,1,2,308.7,,0
05wyh,127,HC,JH,HC_JH,1,1,1,140,,1
05wyh,127,HC,JH,HC_JH,2,2,1,232.1,,1
05wyh,127,HC,JH,HC_JH,3,4,1,287.8,,1
05wyh,127,HC,JH,HC_JH,4,5,1,349.5,,1
05wyh,127,HC,JH,HC_JH,5,3,1,268.3,,1
05wyh,127,HC,JH,HC_JH,6,5,2,424.5,,0
05wyh,127,HC,JH,HC_JH,7,5,2,353,,0
05wyh,127,HC,JH,HC_JH,8,5,2,479.7,,0
05wyh,127,HC,JH,HC_JH,9,5,2,423.6,,0
05wyh,127,HC,JH,HC_JH,10,5,2,594.5,,0
05wyh,127,HC,JH,HC_JH,11,5,2,489.2,,1
05wyh,98,HC,JL,HC_JL,1,1,1,122.1,,0
05wyh,98,HC,JL,HC_JL,2,1,1,209.7,,0
05wyh,98,HC,JL,HC_JL,3,1,1,273.8,,1
05wyh,98,HC,JL,HC_JL,4,3,1,377,,1
05wyh,98,HC,JL,HC_JL,5,4,1,427.1,,1
05wyh,98,HC,JL,HC_JL,6,2,1,342.1,,1
05wyh,98,HC,JL,HC_JL,7,5,1,519.9,,0
05wyh,98,HC,JL,HC_JL,8,5,1,457.3,,0
05wyh,98,HC,JL,HC_JL,9,5,1,565,,0
05wyh,98,HC,JL,HC_JL,10,5,1,643.3,,1
05wyh,46,LC,JL,LC_JL,1,1,1,140.1,,0
05wyh,46,LC,JL,LC_JL,2,1,1,317.8,,0
05wyh,46,LC,JL,LC_JL,3,1,1,404.2,,1
05wyh,46,LC,JL,LC_JL,4,3,1,508.4,,1
05wyh,46,LC,JL,LC_JL,5,4,1,561.5,,1
05wyh,46,LC,JL,LC_JL,6,5,1,666.7,,1
05wyh,56,LC,JH,LC_JH,1,1,1,133.7,,0
05wyh,56,LC,JH,LC_JH,2,1,1,278.4,,1
05wyh,56,LC,JH,LC_JH,3,2,1,376.3,,1
05wyh,56,LC,JH,LC_JH,4,4,1,445.2,,1
05wyh,56,LC,JH,LC_JH,5,1,2,324,,0
05wyh,56,LC,JH,LC_JH,6,1,2,283.1,,1
05wyh,56,LC,JH,LC_JH,7,2,2,396.7,,1
05wyh,56,LC,JH,LC_JH,8,5,1,500.6,,0
05wyh,56,LC,JH,LC_JH,9,5,1,586.5,,0
05wyh,56,LC,JH,LC_JH,10,5,1,486.6,,0
05wyh,56,LC,JH,LC_JH,11,5,1,648.1,,1
05wyh,24,LC,TP,LC_TP,1,1,1,128.3,,0
05wyh,24,LC,TP,LC_TP,2,1,1,230.5,,0
05wyh,24,LC,TP,LC_TP,3,1,1,286.5,,1
05wyh,24,LC,TP,LC_TP,4,3,1,388.1,,1
05wyh,24,LC,TP,LC_TP,5,5,1,493,,0
05wyh,24,LC,TP,LC_TP,6,5,1,452.2,,0
05wyh,24,LC,TP,LC_TP,7,5,1,622.1,,0
05wyh,24,LC,TP,LC_TP,8,5,1,571,,0
05wyh,24,LC,TP,LC_TP,9,5,1,658.3,,1
05wyh,24,LC,TP,LC_TP,10,1,2,284.1,,0
05wyh,40,LC,JL,LC_JL,1,1,1,132.4,,0
05wyh,40,LC,JL,LC_JL,2,1,1,207.6,,0
05wyh,40,LC,JL,LC_JL,3,1,1,301.4,,0
05wyh,40,LC,JL,LC_JL,4,1,1,382.4,,1
05wyh,40,LC,JL,LC_JL,5,4,1,479.8,,1
05wyh,40,LC,JL,LC_JL,6,5,1,532.5,,1
05wyh,40,LC,JL,LC_JL,7,3,1,441.8,,1
05wyh,40,LC,JL,LC_JL,8,5,2,621.4,,1
05wyh,40,LC,JL,LC_JL,9,1,2,197.6,,0
05wyh,16,LC,ID,LC_ID,1,1,1,106.8,,0
05wyh,16,LC,ID,LC_ID,2,1,1,176.8,,1
05wyh,16,LC,ID,LC_ID,3,2,1,283.7,,1
05wyh,16,LC,ID,LC_ID,4,5,1,376.1,,0
05wyh,16,LC,ID,LC_ID,5,5,1,454.6,,0
05wyh,16,LC,ID,LC_ID,6,5,1,597.2,,0
05wyh,16,LC,ID,LC_ID,7,5,1,466.5,,0
05wyh,16,LC,ID,LC_ID,8,5,1,675.9,,1
05wyh,8,LC,ID,LC_ID,1,1,1,120.6,,0
05wyh,8,LC,ID,LC_ID,2,1,1,203.8,,0
05wyh,8,LC,ID,LC_ID,3,1,1,292.1,,0
05wyh,8,LC,ID,LC_ID,4,1,1,373.4,,0
05wyh,8,LC,ID,LC_ID,5,1,1,460.9,,1
05wyh,8,LC,ID,LC_ID,6,4,1,574.8,,1
05wyh,8,LC,ID,LC_ID,7,2,1,531.9,,1
05wyh,8,LC,ID,LC_ID,8,5,1,670.5,,1
05wyh,8,LC,ID,LC_ID,9,4,2,599.7,,1
05wyh,8,LC,ID,LC_ID,10,5,2,704,,1
05wyh,8,LC,ID,LC_ID,11,1,2,153.1,,0
05wyh,8,LC,ID,LC_ID,12,1,2,274.5,,0
05wyh,8,LC,ID,LC_ID,13,1,2,374.7,,0
05wyh,102,HC,JL,HC_JL,1,1,1,128.95,,0
05wyh,102,HC,JL,HC_JL,2,1,1,242.5,,0
05wyh,102,HC,JL,HC_JL,3,1,1,213.9,,0
05wyh,102,HC,JL,HC_JL,4,1,1,268.9,,1
05wyh,102,HC,JL,HC_JL,5,3,1,338.8,,1
05wyh,102,HC,JL,HC_JL,6,5,1,424.3,,0
05wyh,102,HC,JL,HC_JL,7,5,1,513.7,,0
05wyh,102,HC,JL,HC_JL,8,5,1,633.9,,1
05wyh,93,HC,TP,HC_TP,1,1,1,113.9,,0
05wyh,93,HC,TP,HC_TP,2,1,1,209.4,,0
05wyh,93,HC,TP,HC_TP,3,1,1,282.1,,0
05wyh,93,HC,TP,HC_TP,4,1,1,314.1,,0
05wyh,93,HC,TP,HC_TP,5,1,1,431.1,,1
05wyh,93,HC,TP,HC_TP,6,4,1,550,,1
05wyh,93,HC,TP,HC_TP,7,5,1,639.9,,0
05wyh,93,HC,TP,HC_TP,8,5,1,711.5,,1
05wyh,15,LC,ID,LC_ID,1,1,1,131.4,,0
05wyh,15,LC,ID,LC_ID,2,1,1,223.8,,0
05wyh,15,LC,ID,LC_ID,3,1,1,289.3,,0
05wyh,15,LC,ID,LC_ID,4,1,1,243.3,,1
05wyh,15,LC,ID,LC_ID,5,2,1,339,,1
05wyh,15,LC,ID,LC_ID,6,5,1,496.5,,0
05wyh,15,LC,ID,LC_ID,7,5,1,552.5,,0
05wyh,15,LC,ID,LC_ID,8,5,1,462.8,,1
05wyh,15,LC,ID,LC_ID,9,3,1,369.9,,1
05wyh,15,LC,ID,LC_ID,10,5,2,473.2,,0
05wyh,15,LC,ID,LC_ID,11,5,2,519.6,,0
05wyh,15,LC,ID,LC_ID,12,5,2,442.2,,0
05wyh,15,LC,ID,LC_ID,13,5,2,496,,0
05wyh,15,LC,ID,LC_ID,14,5,2,548.7,,0
05wyh,15,LC,ID,LC_ID,15,5,2,511.5,,0
05wyh,15,LC,ID,LC_ID,16,5,2,641.8,,1
05wyh,4,LC,ID,LC_ID,1,1,1,123,,0
05wyh,4,LC,ID,LC_ID,2,1,1,212.5,,0
05wyh,4,LC,ID,LC_ID,3,1,1,282.4,,1
05wyh,4,LC,ID,LC_ID,4,2,1,368,,1
05wyh,4,LC,ID,LC_ID,5,1,2,285.1,,1
05wyh,4,LC,ID,LC_ID,6,3,1,392.1,,1
05wyh,4,LC,ID,LC_ID,7,5,1,511.9,,0
05wyh,4,LC,ID,LC_ID,8,5,1,565.1,,0
05wyh,4,LC,ID,LC_ID,9,5,1,630.7,,1
05wyh,57,LC,JH,LC_JH,1,1,1,132.5,,0
05wyh,57,LC,JH,LC_JH,2,1,1,213.9,,0
05wyh,57,LC,JH,LC_JH,3,1,1,273.4,,1
05wyh,57,LC,JH,LC_JH,4,2,1,349.5,,1
05wyh,57,LC,JH,LC_JH,5,3,1,394.9,,1
05wyh,57,LC,JH,LC_JH,6,1,2,340.6,,1
05wyh,57,LC,JH,LC_JH,7,3,2,401,,1
05wyh,57,LC,JH,LC_JH,8,5,1,489.2,,0
05wyh,57,LC,JH,LC_JH,9,5,1,541.5,,0
05wyh,57,LC,JH,LC_JH,10,5,1,597.6,,1
05wyh,38,LC,JL,LC_JL,1,1,1,134.9,,0
05wyh,38,LC,JL,LC_JL,2,1,1,210.3,,0
05wyh,38,LC,JL,LC_JL,3,1,1,281.5,,0
05wyh,38,LC,JL,LC_JL,4,1,1,366.5,,1
05wyh,38,LC,JL,LC_JL,5,2,1,467.1,,1
05wyh,38,LC,JL,LC_JL,6,5,1,542.1,,1
05wyh,38,LC,JL,LC_JL,7,3,1,498.6,,1
05wyh,38,LC,JL,LC_JL,8,5,2,607.4,,0
05wyh,38,LC,JL,LC_JL,9,5,2,635.5,,0
05wyh,38,LC,JL,LC_JL,10,5,2,569,,1
05wyh,38,LC,JL,LC_JL,11,2,2,471.4,,1
05wyh,38,LC,JL,LC_JL,12,1,2,400.1,,0
05wyh,90,HC,TP,HC_TP,1,1,1,115.9,,0
05wyh,90,HC,TP,HC_TP,2,1,1,197.1,,0
05wyh,90,HC,TP,HC_TP,3,1,1,287.6,,0
05wyh,90,HC,TP,HC_TP,4,1,1,347.9,,0
05wyh,90,HC,TP,HC_TP,5,1,1,332.9,,0
05wyh,90,HC,TP,HC_TP,6,1,1,355.3,,1
05wyh,90,HC,TP,HC_TP,7,2,1,387.2,,1
05wyh,90,HC,TP,HC_TP,8,4,1,450.9,,1
05wyh,90,HC,TP,HC_TP,9,5,1,492.9,,0
05wyh,90,HC,TP,HC_TP,10,5,1,586.8,,1
05wyh,117,HC,JH,HC_JH,1,1,1,134.6,,0
05wyh,117,HC,JH,HC_JH,2,1,1,280.6,,0
05wyh,117,HC,JH,HC_JH,3,1,1,221,,0
05wyh,117,HC,JH,HC_JH,4,1,1,327.8,,0
05wyh,117,HC,JH,HC_JH,5,1,1,379.8,,1
05wyh,117,HC,JH,HC_JH,6,2,1,451.1,,1
05wyh,117,HC,JH,HC_JH,7,4,1,510.5,,0
05wyh,117,HC,JH,HC_JH,8,4,1,520.8,,1
05wyh,117,HC,JH,HC_JH,9,5,1,676,,0
05wyh,117,HC,JH,HC_JH,10,5,1,558.7,,1
05wyh,117,HC,JH,HC_JH,11,1,2,257.9,,0
05wyh,104,HC,JL,HC_JL,1,1,1,121.6,,0
05wyh,104,HC,JL,HC_JL,2,1,1,220.2,,0
05wyh,104,HC,JL,HC_JL,3,1,1,321.7,,1
05wyh,104,HC,JL,HC_JL,4,2,1,456.1,,1
05wyh,104,HC,JL,HC_JL,5,4,1,522.6,,1
05wyh,104,HC,JL,HC_JL,6,3,1,496.5,,1
05wyh,104,HC,JL,HC_JL,7,5,1,614.5,,0
05wyh,104,HC,JL,HC_JL,8,5,1,685.8,,0
05wyh,104,HC,JL,HC_JL,9,5,1,718.2,,1
05wyh,104,HC,JL,HC_JL,10,1,2,319.4,,0
05wyh,100,HC,JL,HC_JL,1,1,1,137.3,,0
05wyh,100,HC,JL,HC_JL,2,1,1,254.2,,0
05wyh,100,HC,JL,HC_JL,3,1,1,205.9,,0
05wyh,100,HC,JL,HC_JL,4,1,1,260.1,,1
05wyh,100,HC,JL,HC_JL,5,4,1,341.6,,1
05wyh,100,HC,JL,HC_JL,6,5,1,401.4,,0
05wyh,100,HC,JL,HC_JL,7,5,1,506.8,,0
05wyh,100,HC,JL,HC_JL,8,5,1,415.8,,0
05wyh,100,HC,JL,HC_JL,9,5,1,521.3,,0
05wyh,100,HC,JL,HC_JL,10,5,1,667.1,,0
05wyh,100,HC,JL,HC_JL,11,5,1,602.8,,0
05wyh,100,HC,JL,HC_JL,12,5,1,715.1,,1
05wyh,64,LC,JH,LC_JH,1,1,1,144.6,,0
05wyh,64,LC,JH,LC_JH,2,1,1,224.4,,0
05wyh,64,LC,JH,LC_JH,3,1,1,307.3,,1
05wyh,64,LC,JH,LC_JH,4,2,1,358.6,,1
05wyh,64,LC,JH,LC_JH,5,4,1,425.4,,1
05wyh,64,LC,JH,LC_JH,6,2,2,357,,1
05wyh,64,LC,JH,LC_JH,7,5,1,558.7,,0
05wyh,64,LC,JH,LC_JH,8,5,1,587.2,,1
05wyh,64,LC,JH,LC_JH,9,1,2,248.7,,0
05wyh,79,HC,ID,HC_ID,1,1,1,111.3,,0
05wyh,79,HC,ID,HC_ID,2,1,1,221.2,,1
05wyh,79,HC,ID,HC_ID,3,4,1,312.5,,1
05wyh,79,HC,ID,HC_ID,4,5,1,408.9,,0
05wyh,79,HC,ID,HC_ID,5,5,1,534.5,,0
05wyh,79,HC,ID,HC_ID,6,5,1,449.3,,0
05wyh,79,HC,ID,HC_ID,7,5,1,629.4,,0
05wyh,79,HC,ID,HC_ID,8,5,1,669.2,,0
05wyh,79,HC,ID,HC_ID,9,5,1,723.7,,1
05wyh,10,LC,ID,LC_ID,1,1,1,135.6,,0
05wyh,10,LC,ID,LC_ID,2,1,1,230.4,,0
05wyh,10,LC,ID,LC_ID,3,1,1,321.5,,1
05wyh,10,LC,ID,LC_ID,4,2,1,414.1,,1
05wyh,10,LC,ID,LC_ID,5,1,2,377.4,,1
05wyh,10,LC,ID,LC_ID,6,4,1,479.3,,1
05wyh,10,LC,ID,LC_ID,7,5,1,547.5,,0
05wyh,10,LC,ID,LC_ID,8,5,1,636.3,,0
05wyh,10,LC,ID,LC_ID,9,5,1,687.3,,1
05wyh,113,HC,JH,HC_JH,1,1,1,128.2,,0
05wyh,113,HC,JH,HC_JH,2,1,1,121.9,,0
05wyh,113,HC,JH,HC_JH,3,1,1,235.35,,0
05wyh,113,HC,JH,HC_JH,4,1,1,214.65,,1
05wyh,113,HC,JH,HC_JH,5,5,1,345.7,,1
05wyh,113,HC,JH,HC_JH,6,3,1,304,,1
05wyh,113,HC,JH,HC_JH,7,5,2,427.2,,0
05wyh,113,HC,JH,HC_JH,8,5,2,514.9,,0
05wyh,113,HC,JH,HC_JH,9,5,2,465.3,,0
05wyh,113,HC,JH,HC_JH,10,5,2,514.5,,0
05wyh,113,HC,JH,HC_JH,11,5,2,589.5,,0
05wyh,113,HC,JH,HC_JH,12,5,2,637.8,,0
05wyh,113,HC,JH,HC_JH,13,5,2,425.8,,1
05wyh,113,HC,JH,HC_JH,14,1,2,186.2,,0
05wyh,29,LC,TP,LC_TP,1,1,1,117.4,,0
05wyh,29,LC,TP,LC_TP,2,1,1,187.5,,0
05wyh,29,LC,TP,LC_TP,3,1,1,164.3,,0
05wyh,29,LC,TP,LC_TP,4,1,1,324.5,,1
05wyh,29,LC,TP,LC_TP,5,2,1,406.9,,1
05wyh,29,LC,TP,LC_TP,6,5,1,488.9,,1
05wyh,29,LC,TP,LC_TP,7,3,1,421.8,,1
05wyh,29,LC,TP,LC_TP,8,5,2,565.2,,0
05wyh,29,LC,TP,LC_TP,9,5,2,608.4,,0
05wyh,29,LC,TP,LC_TP,10,5,2,486.8,,1
05wyh,29,LC,TP,LC_TP,11,1,2,209.1,,0
05wyh,18,LC,TP,LC_TP,1,1,1,118.4,,0
05wyh,18,LC,TP,LC_TP,2,1,1,153.4,,0
05wyh,18,LC,TP,LC_TP,3,1,1,251.4,,0
05wyh,18,LC,TP,LC_TP,4,1,1,345.5,,1
05wyh,18,LC,TP,LC_TP,5,3,1,436.4,,1
05wyh,18,LC,TP,LC_TP,6,5,1,506.1,,1
05wyh,18,LC,TP,LC_TP,7,2,1,402.2,,1
05wyh,18,LC,TP,LC_TP,8,4,1,463,,1
05wyh,18,LC,TP,LC_TP,9,5,2,534.4,,0
05wyh,18,LC,TP,LC_TP,10,5,2,600.2,,0
05wyh,18,LC,TP,LC_TP,11,5,2,538,,1
05wyh,77,HC,ID,HC_ID,1,1,1,116.5,,0
05wyh,77,HC,ID,HC_ID,2,1,1,197.3,,0
05wyh,77,HC,ID,HC_ID,3,1,1,268.6,,0
05wyh,77,HC,ID,HC_ID,4,1,1,363.5,,1
05wyh,77,HC,ID,HC_ID,5,3,1,437.7,,1
05wyh,77,HC,ID,HC_ID,6,5,1,514,,0
05wyh,77,HC,ID,HC_ID,7,5,1,575.4,,0
05wyh,77,HC,ID,HC_ID,8,5,1,671.6,,1
05wyh,23,LC,TP,LC_TP,1,1,1,122.6,,0
05wyh,23,LC,TP,LC_TP,2,1,1,205.8,,0
05wyh,23,LC,TP,LC_TP,3,1,1,239,,0
05wyh,23,LC,TP,LC_TP,4,1,1,165,,0
05wyh,23,LC,TP,LC_TP,5,1,1,239,,1
05wyh,23,LC,TP,LC_TP,6,2,1,335.6,,1
05wyh,23,LC,TP,LC_TP,7,1,2,304.1,,1
05wyh,23,LC,TP,LC_TP,8,3,1,364.1,,1
05wyh,23,LC,TP,LC_TP,9,1,3,298.3,,1
05wyh,23,LC,TP,LC_TP,10,3,2,346.2,,1
05wyh,23,LC,TP,LC_TP,11,1,4,259.1,,1
05wyh,23,LC,TP,LC_TP,12,4,1,402,,1
05wyh,23,LC,TP,LC_TP,13,5,1,475.6,,0
05wyh,23,LC,TP,LC_TP,14,5,1,563.7,,0
05wyh,23,LC,TP,LC_TP,15,5,1,469.9,,0
05wyh,23,LC,TP,LC_TP,16,5,1,664.2,,0
05wyh,23,LC,TP,LC_TP,17,5,1,750.5,,1
05wyh,108,HC,JL,HC_JL,1,1,1,129.7,,0
05wyh,108,HC,JL,HC_JL,2,1,1,214,,0
05wyh,108,HC,JL,HC_JL,3,1,1,188.8,,1
05wyh,108,HC,JL,HC_JL,4,2,1,318.8,,1
05wyh,108,HC,JL,HC_JL,5,4,1,395.7,,1
05wyh,108,HC,JL,HC_JL,6,3,1,341.5,,1
05wyh,108,HC,JL,HC_JL,7,5,1,464,,0
05wyh,108,HC,JL,HC_JL,8,5,1,559.9,,0
05wyh,108,HC,JL,HC_JL,9,5,1,632,,1
05wyh,108,HC,JL,HC_JL,10,1,2,177.9,,0
05wyh,31,LC,TP,LC_TP,1,1,1,127.3,,0
05wyh,31,LC,TP,LC_TP,2,1,1,201,,0
05wyh,31,LC,TP,LC_TP,3,1,1,189.7,,0
05wyh,31,LC,TP,LC_TP,4,1,1,250.4,,1
05wyh,31,LC,TP,LC_TP,5,3,1,357.2,,1
05wyh,31,LC,TP,LC_TP,6,5,1,454.7,,0
05wyh,31,LC,TP,LC_TP,7,5,1,542.4,,0
05wyh,31,LC,TP,LC_TP,8,5,1,608.8,,1
05wyh,111,HC,JL,HC_JL,1,1,1,122.1,,0
05wyh,111,HC,JL,HC_JL,2,1,1,215.1,,0
05wyh,111,HC,JL,HC_JL,3,1,1,308,,0
05wyh,111,HC,JL,HC_JL,4,1,1,352.6,,1
05wyh,111,HC,JL,HC_JL,5,3,1,446.5,,0
05wyh,111,HC,JL,HC_JL,6,3,1,470.7,,1
05wyh,111,HC,JL,HC_JL,7,5,1,568.6,,1
05wyh,111,HC,JL,HC_JL,8,1,2,381.3,,0
05wyh,111,HC,JL,HC_JL,9,1,2,317,,1
05wyh,111,HC,JL,HC_JL,10,3,2,454.7,,1
05wyh,111,HC,JL,HC_JL,11,5,2,574.4,,0
05wyh,111,HC,JL,HC_JL,12,5,2,645.8,,1
05wyh,111,HC,JL,HC_JL,13,1,3,121.1,,0
05wyh,120,HC,JH,HC_JH,1,1,1,124.4,,0
05wyh,120,HC,JH,HC_JH,2,1,1,236,,1
05wyh,120,HC,JH,HC_JH,3,3,1,290.9,,1
05wyh,120,HC,JH,HC_JH,4,4,1,317.3,,1
05wyh,120,HC,JH,HC_JH,5,5,1,405.8,,0
05wyh,120,HC,JH,HC_JH,6,5,1,519.6,,0
05wyh,120,HC,JH,HC_JH,7,5,1,617.8,,0
05wyh,120,HC,JH,HC_JH,8,5,1,681.9,,1
05wyh,80,HC,ID,HC_ID,1,1,1,118.9,,0
05wyh,80,HC,ID,HC_ID,2,1,1,201.3,,0
05wyh,80,HC,ID,HC_ID,3,1,1,281.2,,0
05wyh,80,HC,ID,HC_ID,4,1,1,187.5,,0
05wyh,80,HC,ID,HC_ID,5,1,1,326.8,,1
05wyh,80,HC,ID,HC_ID,6,4,1,456.9,,1
05wyh,80,HC,ID,HC_ID,7,5,1,561.3,,0
05wyh,80,HC,ID,HC_ID,8,5,1,628.9,,0
05wyh,80,HC,ID,HC_ID,9,5,1,682.7,,1
05wyh,47,LC,JL,LC_JL,1,1,1,129.8,,0
05wyh,47,LC,JL,LC_JL,2,1,1,233.5,,0
05wyh,47,LC,JL,LC_JL,3,1,1,182.4,,0
05wyh,47,LC,JL,LC_JL,4,1,1,281.4,,0
05wyh,47,LC,JL,LC_JL,5,1,1,355.9,,1
05wyh,47,LC,JL,LC_JL,6,4,1,448.1,,1
05wyh,47,LC,JL,LC_JL,7,5,1,565.2,,1
05wyh,47,LC,JL,LC_JL,8,3,1,429.7,,1
05wyh,121,HC,JH,HC_JH,1,1,1,133.6,,0
05wyh,121,HC,JH,HC_JH,2,1,1,239.1,,0
05wyh,121,HC,JH,HC_JH,3,1,1,296.6,,1
05wyh,121,HC,JH,HC_JH,4,2,1,415.1,,1
05wyh,121,HC,JH,HC_JH,5,4,1,478.2,,1
05wyh,121,HC,JH,HC_JH,6,5,1,619.9,,0
05wyh,121,HC,JH,HC_JH,7,5,1,659.2,,1
05wyh,76,HC,ID,HC_ID,1,1,1,119.9,,0
05wyh,76,HC,ID,HC_ID,2,1,1,218.9,,1
05wyh,76,HC,ID,HC_ID,3,2,1,302.5,,1
05wyh,76,HC,ID,HC_ID,4,5,1,446.2,,0
05wyh,76,HC,ID,HC_ID,5,5,1,486.8,,0
05wyh,76,HC,ID,HC_ID,6,5,1,566.4,,0
05wyh,76,HC,ID,HC_ID,7,5,1,459.9,,0
05wyh,76,HC,ID,HC_ID,8,5,1,625.9,,1
05wyh,58,LC,JH,LC_JH,1,1,1,128.8,,0
05wyh,58,LC,JH,LC_JH,2,1,1,249.3,,0
05wyh,58,LC,JH,LC_JH,3,1,1,328.2,,1
05wyh,58,LC,JH,LC_JH,4,4,1,418,,1
05wyh,58,LC,JH,LC_JH,5,3,1,388.5,,1
05wyh,58,LC,JH,LC_JH,6,5,1,518.9,,0
05wyh,58,LC,JH,LC_JH,7,5,1,574.2,,0
05wyh,58,LC,JH,LC_JH,8,5,1,622.3,,1
05wyh,72,HC,ID,HC_ID,1,1,1,154.8,,0
05wyh,72,HC,ID,HC_ID,2,1,1,255.2,,1
05wyh,72,HC,ID,HC_ID,3,3,1,331.1,,1
05wyh,72,HC,ID,HC_ID,4,5,1,432.6,,0
05wyh,72,HC,ID,HC_ID,5,5,1,510.2,,0
05wyh,72,HC,ID,HC_ID,6,5,1,575.2,,0
05wyh,72,HC,ID,HC_ID,7,5,1,667.7,,0
05wyh,72,HC,ID,HC_ID,8,5,1,528.9,,0
05wyh,72,HC,ID,HC_ID,9,5,1,691.6,,1
05wyh,85,HC,TP,HC_TP,1,1,1,132.3,,0
05wyh,85,HC,TP,HC_TP,2,1,1,228.3,,1
05wyh,85,HC,TP,HC_TP,3,2,1,365.2,,1
05wyh,85,HC,TP,HC_TP,4,1,2,328.9,,1
05wyh,85,HC,TP,HC_TP,5,5,1,448.4,,1
05wyh,85,HC,TP,HC_TP,6,3,1,401.8,,1
05wyh,85,HC,TP,HC_TP,7,5,2,578.3,,0
05wyh,85,HC,TP,HC_TP,8,5,2,632.5,,0
05wyh,85,HC,TP,HC_TP,9,5,2,686.4,,1
05wyh,85,HC,TP,HC_TP,10,1,3,243.2,,0
05wyh,85,HC,TP,HC_TP,11,1,3,162.9,,0
05wyh,7,LC,ID,LC_ID,1,1,1,134.3,,0
05wyh,7,LC,ID,LC_ID,2,1,1,238.5,,0
05wyh,7,LC,ID,LC_ID,3,1,1,354.8,,0
05wyh,7,LC,ID,LC_ID,4,1,1,436.5,,1
05wyh,7,LC,ID,LC_ID,5,5,1,620.7,,0
05wyh,7,LC,ID,LC_ID,6,5,1,743.6,,1
05wyh,7,LC,ID,LC_ID,7,1,2,222.1,,0
