RECORDING_SESSION_LABEL,sentence,word_complex,preview,condition,CURRENT_FIX_INDEX,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_X,,
05wyh,43,LC,JL,LC_JL,1,1,1,127.9,,0
05wyh,43,LC,JL,LC_JL,2,1,1,205.1,,1
05wyh,43,LC,JL,LC_JL,3,3,1,287.3,,1
05wyh,43,LC,JL,LC_JL,4,5,1,383.8,,0
05wyh,43,LC,JL,LC_JL,5,5,1,475,,0
05wyh,43,LC,JL,LC_JL,6,5,1,560.6,,0
05wyh,43,LC,JL,LC_JL,7,5,1,660.9,,0
05wyh,43,LC,JL,LC_JL,8,5,1,595.9,,1
05wyh,17,LC,TP,LC_TP,1,1,1,121.7,,0
05wyh,17,LC,TP,LC_TP,2,1,1,211.6,,1
05wyh,17,LC,TP,LC_TP,3,2,1,308.1,,0
05wyh,17,LC,TP,LC_TP,4,2,1,339.2,,1
05wyh,17,LC,TP,LC_TP,5,5,1,414,,1
05wyh,17,LC,TP,LC_TP,6,3,1,345.8,,1
05wyh,17,LC,TP,LC_TP,7,4,1,378.1,,1
05wyh,17,LC,TP,LC_TP,8,5,2,467.3,,0
05wyh,17,LC,TP,LC_TP,9,5,2,539.6,,0
05wyh,17,LC,TP,LC_TP,10,5,2,442.5,,0
05wyh,17,LC,TP,LC_TP,11,5,2,601,,1
05wyh,17,LC,TP,LC_TP,12,1,2,228,,0
05wyh,17,LC,TP,LC_TP,13,1,2,177.5,,0
05wyh,19,LC,TP,LC_TP,1,1,1,120.9,,0
05wyh,19,LC,TP,LC_TP,2,1,1,192.3,,0
05wyh,19,LC,TP,LC_TP,3,1,1,278.5,,0
05wyh,19,LC,TP,LC_TP,4,1,1,339.4,,0
05wyh,19,LC,TP,LC_TP,5,1,1,452.9,,1
05wyh,19,LC,TP,LC_TP,6,4,1,543.8,,1
05wyh,19,LC,TP,LC_TP,7,5,1,638.7,,0
05wyh,19,LC,TP,LC_TP,8,5,1,697.7,,1
05wyh,6,LC,ID,LC_ID,1,1,1,144.9,,1
05wyh,6,LC,ID,LC_ID,2,2,1,251.7,,1
05wyh,6,LC,ID,LC_ID,3,5,1,345.5,,1
05wyh,6,LC,ID,LC_ID,4,3,1,300.7,,1
05wyh,6,LC,ID,LC_ID,5,5,2,381.2,,1
05wyh,6,LC,ID,LC_ID,6,4,1,316.4,,1
05wyh,6,LC,ID,LC_ID,7,5,3,360.1,,0
05wyh,6,LC,ID,LC_ID,8,5,3,433.7,,0
05wyh,6,LC,ID,LC_ID,9,5,3,537.1,,0
05wyh,6,LC,ID,LC_ID,10,5,3,597.5,,0
05wyh,6,LC,ID,LC_ID,11,5,3,442.4,,0
05wyh,6,LC,ID,LC_ID,12,5,3,669.9,,1
05wyh,27,LC,TP,LC_TP,1,1,1,127.9,,0
05wyh,27,LC,TP,LC_TP,2,1,1,220.5,,1
05wyh,27,LC,TP,LC_TP,3,4,1,349.6,,1
05wyh,27,LC,TP,LC_TP,4,5,1,443.8,,1
05wyh,27,LC,TP,LC_TP,5,3,1,318.5,,1
05wyh,27,LC,TP,LC_TP,6,5,2,469.5,,0
05wyh,27,LC,TP,LC_TP,7,5,2,556,,0
05wyh,27,LC,TP,LC_TP,8,5,2,629.3,,0
05wyh,27,LC,TP,LC_TP,9,5,2,540.3,,0
05wyh,27,LC,TP,LC_TP,10,5,2,657.4,,1
05wyh,21,LC,TP,LC_TP,1,1,1,124.4,,0
05wyh,21,LC,TP,LC_TP,2,1,1,255.2,,1
05wyh,21,LC,TP,LC_TP,3,2,1,311.7,,1
05wyh,21,LC,TP,LC_TP,4,3,1,345.1,,1
05wyh,21,LC,TP,LC_TP,5,5,1,482.4,,0
05wyh,21,LC,TP,LC_TP,6,5,1,559.4,,0
05wyh,21,LC,TP,LC_TP,7,5,1,646.6,,1
05wyh,21,LC,TP,LC_TP,8,2,2,327.5,,1
05wyh,21,LC,TP,LC_TP,9,1,2,261.7,,1
05wyh,21,LC,TP,LC_TP,10,2,3,314.4,,1
05wyh,62,LC,JH,LC_JH,1,1,1,125.9,,0
05wyh,62,LC,JH,LC_JH,2,1,1,170.2,,0
05wyh,62,LC,JH,LC_JH,3,1,1,268.4,,0
05wyh,62,LC,JH,LC_JH,4,1,1,358.4,,1
05wyh,62,LC,JH,LC_JH,5,2,1,437.5,,1
05wyh,62,LC,JH,LC_JH,6,1,2,370.7,,0
05wyh,62,LC,JH,LC_JH,7,1,2,406.7,,1
05wyh,62,LC,JH,LC_JH,8,3,1,455.6,,1
05wyh,62,LC,JH,LC_JH,9,5,1,546.1,,0
05wyh,62,LC,JH,LC_JH,10,5,1,609.6,,1
05wyh,62,LC,JH,LC_JH,11,1,3,299.1,,0
05wyh,41,LC,JL,LC_JL,1,1,1,136.8,,0
05wyh,41,LC,JL,LC_JL,2,1,1,227.3,,0
05wyh,41,LC,JL,LC_JL,3,1,1,326.9,,1
05wyh,41,LC,JL,LC_JL,4,2,1,417.3,,1
05wyh,41,LC,JL,LC_JL,5,4,1,502.5,,1
05wyh,41,LC,JL,LC_JL,6,1,2,385.9,,1
05wyh,41,LC,JL,LC_JL,7,5,1,511.2,,0
05wyh,41,LC,JL,LC_JL,8,5,1,577.1,,0
05wyh,41,LC,JL,LC_JL,9,5,1,650,,0
05wyh,41,LC,JL,LC_JL,10,5,1,703.2,,1
05wyh,41,LC,JL,LC_JL,11,4,2,495.3,,1
05wyh,41,LC,JL,LC_JL,12,2,2,433.3,,1
05wyh,41,LC,JL,LC_JL,13,5,2,565.8,,0
05wyh,41,LC,JL,LC_JL,14,5,2,689.8,,1
05wyh,9,LC,ID,LC_ID,1,1,1,122,,0
05wyh,9,LC,ID,LC_ID,2,1,1,217,,0
05wyh,9,LC,ID,LC_ID,3,1,1,324.6,,1
05wyh,9,LC,ID,LC_ID,4,2,1,436,,1
05wyh,9,LC,ID,LC_ID,5,5,1,557.9,,0
05wyh,9,LC,ID,LC_ID,6,5,1,662.3,,0
05wyh,9,LC,ID,LC_ID,7,5,1,571,,0
05wyh,9,LC,ID,LC_ID,8,5,1,688.6,,1
05wyh,9,LC,ID,LC_ID,9,1,2,209.6,,0
05wyh,125,HC,JH,HC_JH,1,1,1,133.1,,0
05wyh,125,HC,JH,HC_JH,2,1,1,230.6,,1
05wyh,125,HC,JH,HC_JH,3,2,1,331.6,,1
05wyh,125,HC,JH,HC_JH,4,4,1,376.7,,1
05wyh,125,HC,JH,HC_JH,5,3,1,348.5,,1
05wyh,125,HC,JH,HC_JH,6,5,1,520.7,,0
05wyh,125,HC,JH,HC_JH,7,5,1,623.3,,0
05wyh,125,HC,JH,HC_JH,8,5,1,708.6,,0
05wyh,125,HC,JH,HC_JH,9,5,1,769.9,,0
05wyh,125,HC,JH,HC_JH,10,5,1,608.7,,0
05wyh,125,HC,JH,HC_JH,11,5,1,745.1,,1
05wyh,54,LC,JH,LC_JH,1,1,1,125.2,,0
05wyh,54,LC,JH,LC_JH,2,1,1,218.7,,0
05wyh,54,LC,JH,LC_JH,3,1,1,267.1,,0
05wyh,54,LC,JH,LC_JH,4,1,1,151.5,,0
05wyh,54,LC,JH,LC_JH,5,1,1,161,,0
05wyh,54,LC,JH,LC_JH,6,1,1,227.8,,1
05wyh,54,LC,JH,LC_JH,7,2,1,308.2,,1
05wyh,54,LC,JH,LC_JH,8,4,1,389.1,,1
05wyh,54,LC,JH,LC_JH,9,2,2,319.1,,1
05wyh,54,LC,JH,LC_JH,10,4,2,385.6,,1
05wyh,54,LC,JH,LC_JH,11,5,1,475,,0
05wyh,54,LC,JH,LC_JH,12,5,1,428.4,,0
05wyh,54,LC,JH,LC_JH,13,5,1,557.7,,0
05wyh,54,LC,JH,LC_JH,14,5,1,634.8,,0
05wyh,54,LC,JH,LC_JH,15,5,1,537.9,,0
05wyh,54,LC,JH,LC_JH,16,5,1,684.2,,1
05wyh,54,LC,JH,LC_JH,17,1,2,264.1,,0
05wyh,54,LC,JH,LC_JH,18,1,2,199.3,,0
05wyh,116,HC,JH,HC_JH,1,1,1,134.6,,0
05wyh,116,HC,JH,HC_JH,2,1,1,237.9,,0
05wyh,116,HC,JH,HC_JH,3,1,1,313.4,,0
05wyh,116,HC,JH,HC_JH,4,1,1,383.9,,1
05wyh,116,HC,JH,HC_JH,5,3,1,462.5,,1
05wyh,116,HC,JH,HC_JH,6,5,1,584.1,,0
05wyh,116,HC,JH,HC_JH,7,5,1,660.3,,1
05wyh,116,HC,JH,HC_JH,8,1,2,220.3,,0
05wyh,116,HC,JH,HC_JH,9,1,2,160.8,,0
05wyh,87,HC,TP,HC_TP,1,1,1,131,,0
05wyh,87,HC,TP,HC_TP,2,1,1,211.9,,0
05wyh,87,HC,TP,HC_TP,3,1,1,258.6,,0
05wyh,87,HC,TP,HC_TP,4,1,1,345.9,,1
05wyh,87,HC,TP,HC_TP,5,3,1,419,,1
05wyh,87,HC,TP,HC_TP,6,4,1,459.6,,1
05wyh,87,HC,TP,HC_TP,7,2,1,394,,1
05wyh,87,HC,TP,HC_TP,8,4,2,454.8,,1
05wyh,87,HC,TP,HC_TP,9,5,1,552,,0
05wyh,87,HC,TP,HC_TP,10,5,1,628.2,,1
05wyh,87,HC,TP,HC_TP,11,1,2,266.8,,0
05wyh,87,HC,TP,HC_TP,12,1,2,191.4,,0
05wyh,60,LC,JH,LC_JH,1,1,1,119.9,,0
05wyh,60,LC,JH,LC_JH,2,1,1,206.3,,0
05wyh,60,LC,JH,LC_JH,3,1,1,216.5,,0
05wyh,60,LC,JH,LC_JH,4,1,1,272.5,,0
05wyh,60,LC,JH,LC_JH,5,1,1,343.1,,1
05wyh,60,LC,JH,LC_JH,6,3,1,453.6,,1
05wyh,60,LC,JH,LC_JH,7,5,1,524.8,,0
05wyh,60,LC,JH,LC_JH,8,5,1,551.4,,0
05wyh,60,LC,JH,LC_JH,9,5,1,649.2,,1
05wyh,60,LC,JH,LC_JH,10,1,2,313.8,,0
05wyh,60,LC,JH,LC_JH,11,1,2,233.6,,0
05wyh,3,LC,ID,LC_ID,1,1,1,121.6,,0
05wyh,3,LC,ID,LC_ID,2,1,1,205.2,,0
05wyh,3,LC,ID,LC_ID,3,1,1,299,,0
05wyh,3,LC,ID,LC_ID,4,1,1,379.3,,1
05wyh,3,LC,ID,LC_ID,5,2,1,450.5,,1
05wyh,3,LC,ID,LC_ID,6,4,1,532.9,,1
05wyh,3,LC,ID,LC_ID,7,5,1,641.6,,1
05wyh,3,LC,ID,LC_ID,8,1,2,229,,0
05wyh,26,LC,TP,LC_TP,1,1,1,131.9,,0
05wyh,26,LC,TP,LC_TP,2,1,1,230.3,,0
05wyh,26,LC,TP,LC_TP,3,1,1,308.3,,1
05wyh,26,LC,TP,LC_TP,4,2,1,380.8,,1
05wyh,26,LC,TP,LC_TP,5,3,1,429.1,,1
05wyh,26,LC,TP,LC_TP,6,4,1,450.4,,1
05wyh,26,LC,TP,LC_TP,7,2,2,403.9,,1
05wyh,26,LC,TP,LC_TP,8,5,1,486.7,,0
05wyh,26,LC,TP,LC_TP,9,5,1,536.1,,0
05wyh,26,LC,TP,LC_TP,10,5,1,654.6,,1
05wyh,69,HC,ID,HC_ID,1,1,1,179.2,,0
05wyh,69,HC,ID,HC_ID,2,1,1,280.3,,0
05wyh,69,HC,ID,HC_ID,3,1,1,217.3,,0
05wyh,69,HC,ID,HC_ID,4,1,1,292,,1
05wyh,69,HC,ID,HC_ID,5,4,1,383.1,,1
05wyh,69,HC,ID,HC_ID,6,5,1,472.6,,0
05wyh,69,HC,ID,HC_ID,7,5,1,552.4,,0
05wyh,69,HC,ID,HC_ID,8,5,1,615.8,,0
05wyh,69,HC,ID,HC_ID,9,5,1,676.1,,1
05wyh,69,HC,ID,HC_ID,10,1,2,202.7,,0
05wyh,61,LC,JH,LC_JH,1,1,1,132.3,,0
05wyh,61,LC,JH,LC_JH,2,1,1,223.3,,0
05wyh,61,LC,JH,LC_JH,3,1,1,294.1,,0
05wyh,61,LC,JH,LC_JH,4,1,1,376.3,,0
05wyh,61,LC,JH,LC_JH,5,1,1,308.4,,0
05wyh,61,LC,JH,LC_JH,6,1,1,332.9,,0
05wyh,61,LC,JH,LC_JH,7,1,1,391.9,,1
05wyh,61,LC,JH,LC_JH,8,3,1,463,,1
05wyh,61,LC,JH,LC_JH,9,2,1,440.8,,1
05wyh,61,LC,JH,LC_JH,10,4,1,476.3,,1
05wyh,61,LC,JH,LC_JH,11,5,1,578.1,,0
05wyh,61,LC,JH,LC_JH,12,5,1,645.9,,0
05wyh,61,LC,JH,LC_JH,13,5,1,690.7,,1
05wyh,123,HC,JH,HC_JH,1,1,1,129.6,,0
05wyh,123,HC,JH,HC_JH,2,1,1,268.6,,0
05wyh,123,HC,JH,HC_JH,3,1,1,357.2,,0
05wyh,123,HC,JH,HC_JH,4,1,1,308,,0
05wyh,123,HC,JH,HC_JH,5,1,1,269.9,,0
05wyh,123,HC,JH,HC_JH,6,1,1,339.9,,0
05wyh,123,HC,JH,HC_JH,7,1,1,430.5,,1
05wyh,123,HC,JH,HC_JH,8,4,1,507.6,,1
05wyh,123,HC,JH,HC_JH,9,2,1,465.3,,1
05wyh,123,HC,JH,HC_JH,10,5,1,640,,0
05wyh,123,HC,JH,HC_JH,11,5,1,583.8,,0
05wyh,123,HC,JH,HC_JH,12,5,1,681.2,,1
05wyh,123,HC,JH,HC_JH,13,1,2,177.3,,0
05wyh,97,HC,JL,HC_JL,1,1,1,109.5,,0
05wyh,97,HC,JL,HC_JL,2,1,1,212.8,,0
05wyh,97,HC,JL,HC_JL,3,1,1,270.3,,1
05wyh,97,HC,JL,HC_JL,4,2,1,352.4,,0
05wyh,97,HC,JL,HC_JL,5,2,1,365,,0
05wyh,97,HC,JL,HC_JL,6,2,1,356.5,,1
05wyh,97,HC,JL,HC_JL,7,4,1,428.1,,1
05wyh,97,HC,JL,HC_JL,8,2,2,365.4,,1
05wyh,97,HC,JL,HC_JL,9,5,1,460.7,,0
05wyh,97,HC,JL,HC_JL,10,5,1,563.7,,0
05wyh,97,HC,JL,HC_JL,11,5,1,624.9,,0
05wyh,97,HC,JL,HC_JL,12,5,1,668.3,,0
05wyh,97,HC,JL,HC_JL,13,5,1,543.3,,0
05wyh,97,HC,JL,HC_JL,14,5,1,613.8,,0
05wyh,97,HC,JL,HC_JL,15,5,1,660.4,,1
05wyh,103,HC,JL,HC_JL,1,1,1,122.4,,0
05wyh,103,HC,JL,HC_JL,2,1,1,224.5,,0
05wyh,103,HC,JL,HC_JL,3,1,1,348,,0
05wyh,103,HC,JL,HC_JL,4,1,1,417.4,,0
05wyh,103,HC,JL,HC_JL,5,1,1,264.6,,0
05wyh,103,HC,JL,HC_JL,6,1,1,366.2,,1
05wyh,103,HC,JL,HC_JL,7,2,1,481.6,,1
05wyh,103,HC,JL,HC_JL,8,5,1,585.4,,1
05wyh,103,HC,JL,HC_JL,9,3,1,529.3,,1
05wyh,103,HC,JL,HC_JL,10,5,2,698.3,,1
05wyh,2,LC,ID,LC_ID,1,1,1,116.2,,0
05wyh,2,LC,ID,LC_ID,2,1,1,244.8,,0
05wyh,2,LC,ID,LC_ID,3,1,1,209.8,,0
05wyh,2,LC,ID,LC_ID,4,1,1,276.4,,0
05wyh,2,LC,ID,LC_ID,5,1,1,365.5,,1
05wyh,2,LC,ID,LC_ID,6,3,1,441.3,,1
05wyh,2,LC,ID,LC_ID,7,5,1,511.9,,0
05wyh,2,LC,ID,LC_ID,8,5,1,552.3,,1
05wyh,2,LC,ID,LC_ID,9,2,1,433.6,,1
05wyh,2,LC,ID,LC_ID,10,5,2,528.9,,0
05wyh,2,LC,ID,LC_ID,11,5,2,600.2,,1
05wyh,2,LC,ID,LC_ID,12,4,1,486.9,,1
05wyh,2,LC,ID,LC_ID,13,5,3,636.5,,1
05wyh,82,HC,TP,HC_TP,1,1,1,128,,0
05wyh,82,HC,TP,HC_TP,2,1,1,224.1,,1
05wyh,82,HC,TP,HC_TP,3,3,1,377.9,,1
05wyh,82,HC,TP,HC_TP,4,1,2,299.8,,1
05wyh,82,HC,TP,HC_TP,5,3,2,382.7,,1
05wyh,82,HC,TP,HC_TP,6,5,1,553.1,,0
05wyh,82,HC,TP,HC_TP,7,5,1,443.3,,0
05wyh,82,HC,TP,HC_TP,8,5,1,676,,0
05wyh,82,HC,TP,HC_TP,9,5,1,729.7,,1
05wyh,82,HC,TP,HC_TP,10,1,3,251.9,,0
05wyh,82,HC,TP,HC_TP,11,1,3,206.1,,0
05wyh,82,HC,TP,HC_TP,12,1,3,321.6,,1
05wyh,82,HC,TP,HC_TP,13,5,2,457,,1
05wyh,22,LC,TP,LC_TP,1,1,1,117.2,,0
05wyh,22,LC,TP,LC_TP,2,1,1,236.9,,1
05wyh,22,LC,TP,LC_TP,3,2,1,325,,1
05wyh,22,LC,TP,LC_TP,4,3,1,359.8,,1
05wyh,22,LC,TP,LC_TP,5,5,1,456.9,,0
05wyh,22,LC,TP,LC_TP,6,5,1,545.1,,0
05wyh,22,LC,TP,LC_TP,7,5,1,612,,0
05wyh,22,LC,TP,LC_TP,8,5,1,647.3,,1
05wyh,22,LC,TP,LC_TP,9,1,2,243.3,,0
05wyh,112,HC,JL,HC_JL,1,1,1,117.5,,0
05wyh,112,HC,JL,HC_JL,2,1,1,214.5,,0
05wyh,112,HC,JL,HC_JL,3,1,1,264.3,,1
05wyh,112,HC,JL,HC_JL,4,2,1,334.3,,1
05wyh,112,HC,JL,HC_JL,5,1,2,251.3,,1
05wyh,112,HC,JL,HC_JL,6,3,1,341.3,,1
05wyh,112,HC,JL,HC_JL,7,4,1,383.5,,1
05wyh,112,HC,JL,HC_JL,8,5,1,493.3,,0
05wyh,112,HC,JL,HC_JL,9,5,1,560.1,,0
05wyh,112,HC,JL,HC_JL,10,5,1,661.6,,1
05wyh,92,HC,TP,HC_TP,1,1,1,110.3,,0
05wyh,92,HC,TP,HC_TP,2,1,1,196.3,,0
05wyh,92,HC,TP,HC_TP,3,1,1,263.9,,1
05wyh,92,HC,TP,HC_TP,4,3,1,347.5,,1
05wyh,92,HC,TP,HC_TP,5,4,1,404.1,,1
05wyh,92,HC,TP,HC_TP,6,5,1,475.6,,0
05wyh,92,HC,TP,HC_TP,7,5,1,519.3,,0
05wyh,92,HC,TP,HC_TP,8,5,1,594.5,,0
05wyh,92,HC,TP,HC_TP,9,5,1,570.1,,0
05wyh,92,HC,TP,HC_TP,10,5,1,700.4,,0
05wyh,92,HC,TP,HC_TP,11,5,1,752.5,,1
05wyh,92,HC,TP,HC_TP,12,1,2,227.4,,0
05wyh,71,HC,ID,HC_ID,1,1,1,176.2,,0
05wyh,71,HC,ID,HC_ID,2,1,1,266,,0
05wyh,71,HC,ID,HC_ID,3,1,1,242.3,,0
05wyh,71,HC,ID,HC_ID,4,1,1,324.8,,0
05wyh,71,HC,ID,HC_ID,5,1,1,420.9,,1
05wyh,71,HC,ID,HC_ID,6,3,1,494.7,,1
05wyh,71,HC,ID,HC_ID,7,5,1,576.8,,0
05wyh,71,HC,ID,HC_ID,8,5,1,620.9,,1
05wyh,67,HC,ID,HC_ID,1,1,1,121.9,,0
05wyh,67,HC,ID,HC_ID,2,1,1,227.4,,0
05wyh,67,HC,ID,HC_ID,3,1,1,193,,0
05wyh,67,HC,ID,HC_ID,4,1,1,305.3,,1
05wyh,67,HC,ID,HC_ID,5,2,1,372.3,,1
05wyh,67,HC,ID,HC_ID,6,4,1,425.4,,1
05wyh,67,HC,ID,HC_ID,7,5,1,538.3,,0
05wyh,67,HC,ID,HC_ID,8,5,1,604.4,,0
05wyh,67,HC,ID,HC_ID,9,5,1,650.5,,0
05wyh,67,HC,ID,HC_ID,10,5,1,709.1,,1
05wyh,67,HC,ID,HC_ID,11,1,2,299.6,,0
05wyh,67,HC,ID,HC_ID,12,1,2,218.8,,0
05wyh,81,HC,TP,HC_TP,1,1,1,125.1,,0
05wyh,81,HC,TP,HC_TP,2,1,1,215.1,,0
05wyh,81,HC,TP,HC_TP,3,1,1,300.8,,0
05wyh,81,HC,TP,HC_TP,4,1,1,357.3,,1
05wyh,81,HC,TP,HC_TP,5,3,1,425,,1
05wyh,81,HC,TP,HC_TP,6,5,1,538.1,,0
05wyh,81,HC,TP,HC_TP,7,5,1,608.1,,0
05wyh,81,HC,TP,HC_TP,8,5,1,647.8,,1
05wyh,81,HC,TP,HC_TP,9,1,2,229.2,,0
05wyh,94,HC,TP,HC_TP,1,1,1,120.3,,0
05wyh,94,HC,TP,HC_TP,2,1,1,197.6,,0
05wyh,94,HC,TP,HC_TP,3,1,1,271.1,,0
05wyh,94,HC,TP,HC_TP,4,1,1,335.7,,1
05wyh,94,HC,TP,HC_TP,5,2,1,414.3,,1
05wyh,94,HC,TP,HC_TP,6,1,2,342.3,,0
05wyh,94,HC,TP,HC_TP,7,1,2,395.7,,1
05wyh,94,HC,TP,HC_TP,8,3,1,469.3,,1
05wyh,94,HC,TP,HC_TP,9,2,2,436.8,,1
05wyh,94,HC,TP,HC_TP,10,4,1,477.5,,1
05wyh,94,HC,TP,HC_TP,11,5,1,525,,0
05wyh,94,HC,TP,HC_TP,12,5,1,617.8,,1
05wyh,94,HC,TP,HC_TP,13,1,3,209.5,,0
05wyh,49,LC,JH,LC_JH,1,1,1,139.9,,0
05wyh,49,LC,JH,LC_JH,2,1,1,223.6,,0
05wyh,49,LC,JH,LC_JH,3,1,1,298,,0
05wyh,49,LC,JH,LC_JH,4,1,1,371.8,,1
05wyh,49,LC,JH,LC_JH,5,2,1,455.2,,1
05wyh,49,LC,JH,LC_JH,6,4,1,523.7,,1
05wyh,49,LC,JH,LC_JH,7,3,1,494.3,,1
05wyh,49,LC,JH,LC_JH,8,5,1,627.2,,1
05wyh,91,HC,TP,HC_TP,1,1,1,129.7,,0
05wyh,91,HC,TP,HC_TP,2,1,1,216.5,,0
05wyh,91,HC,TP,HC_TP,3,1,1,262.3,,0
05wyh,91,HC,TP,HC_TP,4,1,1,345.8,,0
05wyh,91,HC,TP,HC_TP,5,1,1,411.9,,1
05wyh,91,HC,TP,HC_TP,6,2,1,494.5,,1
05wyh,91,HC,TP,HC_TP,7,5,1,593.7,,1
05wyh,91,HC,TP,HC_TP,8,2,2,495.7,,1
05wyh,91,HC,TP,HC_TP,9,4,1,556.5,,1
05wyh,91,HC,TP,HC_TP,10,5,2,679.8,,1
05wyh,91,HC,TP,HC_TP,11,1,2,206.2,,0
05wyh,91,HC,TP,HC_TP,12,1,2,272,,0
05wyh,95,HC,TP,HC_TP,1,1,1,185.2,,0
05wyh,95,HC,TP,HC_TP,2,1,1,257.1,,1
05wyh,95,HC,TP,HC_TP,3,3,1,325.7,,1
05wyh,95,HC,TP,HC_TP,4,5,1,434.1,,0
05wyh,95,HC,TP,HC_TP,5,5,1,536.4,,0
05wyh,95,HC,TP,HC_TP,6,5,1,595.2,,0
05wyh,95,HC,TP,HC_TP,7,5,1,662.7,,1
05wyh,95,HC,TP,HC_TP,8,1,2,243.7,,0
05wyh,122,HC,JH,HC_JH,1,1,1,123.8,,0
05wyh,122,HC,JH,HC_JH,2,1,1,202.7,,0
05wyh,122,HC,JH,HC_JH,3,1,1,285,,0
05wyh,122,HC,JH,HC_JH,4,1,1,343.85,,0
05wyh,122,HC,JH,HC_JH,5,1,1,371.7,,0
05wyh,122,HC,JH,HC_JH,6,1,1,467.7,,1
05wyh,122,HC,JH,HC_JH,7,3,1,539.1,,1
05wyh,122,HC,JH,HC_JH,8,5,1,642,,0
05wyh,122,HC,JH,HC_JH,9,5,1,694.8,,1
05wyh,122,HC,JH,HC_JH,10,1,2,207.2,,0
05wyh,34,LC,JL,LC_JL,1,1,1,119.6,,0
05wyh,34,LC,JL,LC_JL,2,1,1,195.6,,0
05wyh,34,LC,JL,LC_JL,3,1,1,244.1,,0
05wyh,34,LC,JL,LC_JL,4,1,1,340.3,,1
05wyh,34,LC,JL,LC_JL,5,3,1,403.6,,0
05wyh,34,LC,JL,LC_JL,6,3,1,386.8,,1
05wyh,34,LC,JL,LC_JL,7,5,1,455.5,,0
05wyh,34,LC,JL,LC_JL,8,5,1,571,,0
05wyh,34,LC,JL,LC_JL,9,5,1,608.2,,0
05wyh,34,LC,JL,LC_JL,10,5,1,706.6,,1
05wyh,34,LC,JL,LC_JL,11,1,2,205.8,,0
05wyh,53,LC,JH,LC_JH,1,1,1,135.2,,0
05wyh,53,LC,JH,LC_JH,2,1,1,215.4,,0
05wyh,53,LC,JH,LC_JH,3,1,1,352,,1
05wyh,53,LC,JH,LC_JH,4,3,1,454.6,,1
05wyh,53,LC,JH,LC_JH,5,5,1,516.7,,0
05wyh,53,LC,JH,LC_JH,6,5,1,613.6,,0
05wyh,53,LC,JH,LC_JH,7,5,1,632.7,,0
05wyh,53,LC,JH,LC_JH,8,5,1,539.2,,0
05wyh,53,LC,JH,LC_JH,9,5,1,649.5,,1
05wyh,53,LC,JH,LC_JH,10,1,2,194.8,,0
05wyh,124,HC,JH,HC_JH,1,1,1,124.6,,0
05wyh,124,HC,JH,HC_JH,2,1,1,211.2,,1
05wyh,124,HC,JH,HC_JH,3,2,1,284.1,,1
05wyh,124,HC,JH,HC_JH,4,3,1,328.7,,0
05wyh,124,HC,JH,HC_JH,5,3,1,328.1,,1
05wyh,124,HC,JH,HC_JH,6,5,1,433.4,,0
05wyh,124,HC,JH,HC_JH,7,5,1,524.9,,0
05wyh,124,HC,JH,HC_JH,8,5,1,593,,0
05wyh,124,HC,JH,HC_JH,9,5,1,696.1,,0
05wyh,124,HC,JH,HC_JH,10,5,1,732,,0
05wyh,124,HC,JH,HC_JH,11,5,1,604.2,,1
05wyh,124,HC,JH,HC_JH,12,1,2,193.6,,1
05wyh,124,HC,JH,HC_JH,13,2,2,294.3,,1
05wyh,83,HC,TP,HC_TP,1,1,1,122.7,,0
05wyh,83,HC,TP,HC_TP,2,1,1,200,,0
05wyh,83,HC,TP,HC_TP,3,1,1,282.8,,0
05wyh,83,HC,TP,HC_TP,4,1,1,190.5,,0
05wyh,83,HC,TP,HC_TP,5,1,1,319.2,,0
05wyh,83,HC,TP,HC_TP,6,1,1,406.3,,1
05wyh,83,HC,TP,HC_TP,7,2,1,490,,1
05wyh,83,HC,TP,HC_TP,8,1,2,401.6,,0
05wyh,83,HC,TP,HC_TP,9,1,2,448.9,,1
05wyh,83,HC,TP,HC_TP,10,3,1,529.6,,1
05wyh,83,HC,TP,HC_TP,11,5,1,672.2,,0
05wyh,83,HC,TP,HC_TP,12,5,1,722.3,,1
05wyh,65,HC,ID,HC_ID,1,1,1,123,,0
05wyh,65,HC,ID,HC_ID,2,1,1,225.4,,0
05wyh,65,HC,ID,HC_ID,3,1,1,297.7,,0
05wyh,65,HC,ID,HC_ID,4,1,1,353.2,,0
05wyh,65,HC,ID,HC_ID,5,1,1,414.9,,1
05wyh,65,HC,ID,HC_ID,6,2,1,521.2,,1
05wyh,65,HC,ID,HC_ID,7,3,1,568.6,,1
05wyh,65,HC,ID,HC_ID,8,5,1,682.8,,1
05wyh,65,HC,ID,HC_ID,9,1,2,219.5,,0
05wyh,89,HC,TP,HC_TP,1,1,1,120.1,,0
05wyh,89,HC,TP,HC_TP,2,1,1,202.8,,0
05wyh,89,HC,TP,HC_TP,3,1,1,278.9,,0
05wyh,89,HC,TP,HC_TP,4,1,1,351.3,,1
05wyh,89,HC,TP,HC_TP,5,2,1,420.2,,1
05wyh,89,HC,TP,HC_TP,6,4,1,502.9,,1
05wyh,89,HC,TP,HC_TP,7,5,1,598.5,,0
05wyh,89,HC,TP,HC_TP,8,5,1,662.5,,1
05wyh,89,HC,TP,HC_TP,9,2,2,417.9,,1
