"","RECORDING_SESSION_LABEL","sentence","word_complex","preview","condition","CURRENT_FIX_INDEX","CURRENT_FIX_INTEREST_AREA_ID","CURRENT_FIX_INTEREST_AREA_RUN_ID","CURRENT_FIX_X","X","X.1","index"
"889","05wyh",19,"LC","TP","LC_TP",2,"1","1",192.3,NA,0,889
"890","05wyh",19,"LC","TP","LC_TP",3,"1","1",278.5,NA,0,890
"891","05wyh",19,"LC","TP","LC_TP",4,"1","1",339.4,NA,0,891
"892","05wyh",19,"LC","TP","LC_TP",5,"1","1",452.9,NA,1,892
"893","05wyh",19,"LC","TP","LC_TP",6,"4","1",543.8,NA,1,893
"894","05wyh",19,"LC","TP","LC_TP",7,"5","1",638.7,NA,0,894
"895","05wyh",19,"LC","TP","LC_TP",8,"5","1",697.7,NA,1,895
"896","05wyh",6,"LC","ID","LC_ID",1,"1","1",144.9,NA,1,896
"897","05wyh",6,"LC","ID","LC_ID",2,"2","1",251.7,NA,1,897
"898","05wyh",6,"LC","ID","LC_ID",3,"5","1",345.5,NA,1,898
"899","05wyh",6,"LC","ID","LC_ID",4,"3","1",300.7,NA,1,899
"900","05wyh",6,"LC","ID","LC_ID",5,"5","2",381.2,NA,1,900
"901","05wyh",6,"LC","ID","LC_ID",6,"4","1",316.4,NA,1,901
"902","05wyh",6,"LC","ID","LC_ID",7,"5","3",360.1,NA,0,902
"903","05wyh",6,"LC","ID","LC_ID",8,"5","3",433.7,NA,0,903
"904","05wyh",6,"LC","ID","LC_ID",9,"5","3",537.1,NA,0,904
"905","05wyh",6,"LC","ID","LC_ID",10,"5","3",597.5,NA,0,905
"906","05wyh",6,"LC","ID","LC_ID",11,"5","3",442.4,NA,0,906
"907","05wyh",6,"LC","ID","LC_ID",12,"5","3",669.9,NA,1,907
"908","05wyh",27,"LC","TP","LC_TP",1,"1","1",127.9,NA,0,908
"909","05wyh",27,"LC","TP","LC_TP",2,"1","1",220.5,NA,1,909
"910","05wyh",27,"LC","TP","LC_TP",3,"4","1",349.6,NA,1,910
"911","05wyh",27,"LC","TP","LC_TP",4,"5","1",443.8,NA,1,911
"912","05wyh",27,"LC","TP","LC_TP",5,"3","1",318.5,NA,1,912
"913","05wyh",27,"LC","TP","LC_TP",6,"5","2",469.5,NA,0,913
"914","05wyh",27,"LC","TP","LC_TP",7,"5","2",556,NA,0,914
"915","05wyh",27,"LC","TP","LC_TP",8,"5","2",629.3,NA,0,915
"916","05wyh",27,"LC","TP","LC_TP",9,"5","2",540.3,NA,0,916
"917","05wyh",27,"LC","TP","LC_TP",10,"5","2",657.4,NA,1,917
"918","05wyh",21,"LC","TP","LC_TP",1,"1","1",124.4,NA,0,918
"919","05wyh",21,"LC","TP","LC_TP",2,"1","1",255.2,NA,1,919
"920","05wyh",21,"LC","TP","LC_TP",3,"2","1",311.7,NA,1,920
"921","05wyh",21,"LC","TP","LC_TP",4,"3","1",345.1,NA,1,921
"922","05wyh",21,"LC","TP","LC_TP",5,"5","1",482.4,NA,0,922
"923","05wyh",21,"LC","TP","LC_TP",6,"5","1",559.4,NA,0,923
"924","05wyh",21,"LC","TP","LC_TP",7,"5","1",646.6,NA,1,924
"925","05wyh",21,"LC","TP","LC_TP",8,"2","2",327.5,NA,1,925
"926","05wyh",21,"LC","TP","LC_TP",9,"1","2",261.7,NA,1,926
"927","05wyh",21,"LC","TP","LC_TP",10,"2","3",314.4,NA,1,927
"928","05wyh",62,"LC","JH","LC_JH",1,"1","1",125.9,NA,0,928
"929","05wyh",62,"LC","JH","LC_JH",2,"1","1",170.2,NA,0,929
"930","05wyh",62,"LC","JH","LC_JH",3,"1","1",268.4,NA,0,930
"931","05wyh",62,"LC","JH","LC_JH",4,"1","1",358.4,NA,1,931
"932","05wyh",62,"LC","JH","LC_JH",5,"2","1",437.5,NA,1,932
"933","05wyh",62,"LC","JH","LC_JH",6,"1","2",370.7,NA,0,933
"934","05wyh",62,"LC","JH","LC_JH",7,"1","2",406.7,NA,1,934
"935","05wyh",62,"LC","JH","LC_JH",8,"3","1",455.6,NA,1,935
"936","05wyh",62,"LC","JH","LC_JH",9,"5","1",546.1,NA,0,936
"937","05wyh",62,"LC","JH","LC_JH",10,"5","1",609.6,NA,1,937
"938","05wyh",62,"LC","JH","LC_JH",11,"1","3",299.1,NA,0,938
"939","05wyh",41,"LC","JL","LC_JL",1,"1","1",136.8,NA,0,939
"940","05wyh",41,"LC","JL","LC_JL",2,"1","1",227.3,NA,0,940
"941","05wyh",41,"LC","JL","LC_JL",3,"1","1",326.9,NA,1,941
"942","05wyh",41,"LC","JL","LC_JL",4,"2","1",417.3,NA,1,942
"943","05wyh",41,"LC","JL","LC_JL",5,"4","1",502.5,NA,1,943
"944","05wyh",41,"LC","JL","LC_JL",6,"1","2",385.9,NA,1,944
"945","05wyh",41,"LC","JL","LC_JL",7,"5","1",511.2,NA,0,945
"946","05wyh",41,"LC","JL","LC_JL",8,"5","1",577.1,NA,0,946
"947","05wyh",41,"LC","JL","LC_JL",9,"5","1",650,NA,0,947
"948","05wyh",41,"LC","JL","LC_JL",10,"5","1",703.2,NA,1,948
"949","05wyh",41,"LC","JL","LC_JL",11,"4","2",495.3,NA,1,949
"950","05wyh",41,"LC","JL","LC_JL",12,"2","2",433.3,NA,1,950
"951","05wyh",41,"LC","JL","LC_JL",13,"5","2",565.8,NA,0,951
"952","05wyh",41,"LC","JL","LC_JL",14,"5","2",689.8,NA,1,952
"953","05wyh",9,"LC","ID","LC_ID",1,"1","1",122,NA,0,953
"954","05wyh",9,"LC","ID","LC_ID",2,"1","1",217,NA,0,954
"955","05wyh",9,"LC","ID","LC_ID",3,"1","1",324.6,NA,1,955
"956","05wyh",9,"LC","ID","LC_ID",4,"2","1",436,NA,1,956
"957","05wyh",9,"LC","ID","LC_ID",5,"5","1",557.9,NA,0,957
"958","05wyh",9,"LC","ID","LC_ID",6,"5","1",662.3,NA,0,958
"959","05wyh",9,"LC","ID","LC_ID",7,"5","1",571,NA,0,959
"960","05wyh",9,"LC","ID","LC_ID",8,"5","1",688.6,NA,1,960
"961","05wyh",9,"LC","ID","LC_ID",9,"1","2",209.6,NA,0,961
"962","05wyh",125,"HC","JH","HC_JH",1,"1","1",133.1,NA,0,962
"963","05wyh",125,"HC","JH","HC_JH",2,"1","1",230.6,NA,1,963
"964","05wyh",125,"HC","JH","HC_JH",3,"2","1",331.6,NA,1,964
"965","05wyh",125,"HC","JH","HC_JH",4,"4","1",376.7,NA,1,965
"966","05wyh",125,"HC","JH","HC_JH",5,"3","1",348.5,NA,1,966
"967","05wyh",125,"HC","JH","HC_JH",6,"5","1",520.7,NA,0,967
"968","05wyh",125,"HC","JH","HC_JH",7,"5","1",623.3,NA,0,968
"969","05wyh",125,"HC","JH","HC_JH",8,"5","1",708.6,NA,0,969
"970","05wyh",125,"HC","JH","HC_JH",9,"5","1",769.9,NA,0,970
"971","05wyh",125,"HC","JH","HC_JH",10,"5","1",608.7,NA,0,971
"972","05wyh",125,"HC","JH","HC_JH",11,"5","1",745.1,NA,1,972
"973","05wyh",54,"LC","JH","LC_JH",1,"1","1",125.2,NA,0,973
"974","05wyh",54,"LC","JH","LC_JH",2,"1","1",218.7,NA,0,974
"975","05wyh",54,"LC","JH","LC_JH",3,"1","1",267.1,NA,0,975
"976","05wyh",54,"LC","JH","LC_JH",4,"1","1",151.5,NA,0,976
"977","05wyh",54,"LC","JH","LC_JH",5,"1","1",161,NA,0,977
"978","05wyh",54,"LC","JH","LC_JH",6,"1","1",227.8,NA,1,978
"979","05wyh",54,"LC","JH","LC_JH",7,"2","1",308.2,NA,1,979
"980","05wyh",54,"LC","JH","LC_JH",8,"4","1",389.1,NA,1,980
"981","05wyh",54,"LC","JH","LC_JH",9,"2","2",319.1,NA,1,981
"982","05wyh",54,"LC","JH","LC_JH",10,"4","2",385.6,NA,1,982
"983","05wyh",54,"LC","JH","LC_JH",11,"5","1",475,NA,0,983
"984","05wyh",54,"LC","JH","LC_JH",12,"5","1",428.4,NA,0,984
"985","05wyh",54,"LC","JH","LC_JH",13,"5","1",557.7,NA,0,985
"986","05wyh",54,"LC","JH","LC_JH",14,"5","1",634.8,NA,0,986
"987","05wyh",54,"LC","JH","LC_JH",15,"5","1",537.9,NA,0,987
"988","05wyh",54,"LC","JH","LC_JH",16,"5","1",684.2,NA,1,988
"989","05wyh",54,"LC","JH","LC_JH",17,"1","2",264.1,NA,0,989
"990","05wyh",54,"LC","JH","LC_JH",18,"1","2",199.3,NA,0,990
"991","05wyh",116,"HC","JH","HC_JH",1,"1","1",134.6,NA,0,991
"992","05wyh",116,"HC","JH","HC_JH",2,"1","1",237.9,NA,0,992
"993","05wyh",116,"HC","JH","HC_JH",3,"1","1",313.4,NA,0,993
"994","05wyh",116,"HC","JH","HC_JH",4,"1","1",383.9,NA,1,994
"995","05wyh",116,"HC","JH","HC_JH",5,"3","1",462.5,NA,1,995
"996","05wyh",116,"HC","JH","HC_JH",6,"5","1",584.1,NA,0,996
"997","05wyh",116,"HC","JH","HC_JH",7,"5","1",660.3,NA,1,997
"998","05wyh",116,"HC","JH","HC_JH",8,"1","2",220.3,NA,0,998
"999","05wyh",116,"HC","JH","HC_JH",9,"1","2",160.8,NA,0,999
"1000","05wyh",87,"HC","TP","HC_TP",1,"1","1",131,NA,0,1000
"1001","05wyh",87,"HC","TP","HC_TP",2,"1","1",211.9,NA,0,1001
"1002","05wyh",87,"HC","TP","HC_TP",3,"1","1",258.6,NA,0,1002
"1003","05wyh",87,"HC","TP","HC_TP",4,"1","1",345.9,NA,1,1003
"1004","05wyh",87,"HC","TP","HC_TP",5,"3","1",419,NA,1,1004
"1005","05wyh",87,"HC","TP","HC_TP",6,"4","1",459.6,NA,1,1005
"1006","05wyh",87,"HC","TP","HC_TP",7,"2","1",394,NA,1,1006
"1007","05wyh",87,"HC","TP","HC_TP",8,"4","2",454.8,NA,1,1007
"1008","05wyh",87,"HC","TP","HC_TP",9,"5","1",552,NA,0,1008
"1009","05wyh",87,"HC","TP","HC_TP",10,"5","1",628.2,NA,1,1009
"1010","05wyh",87,"HC","TP","HC_TP",11,"1","2",266.8,NA,0,1010
"1011","05wyh",87,"HC","TP","HC_TP",12,"1","2",191.4,NA,0,1011
"1012","05wyh",60,"LC","JH","LC_JH",1,"1","1",119.9,NA,0,1012
"1013","05wyh",60,"LC","JH","LC_JH",2,"1","1",206.3,NA,0,1013
"1014","05wyh",60,"LC","JH","LC_JH",3,"1","1",216.5,NA,0,1014
"1015","05wyh",60,"LC","JH","LC_JH",4,"1","1",272.5,NA,0,1015
"1016","05wyh",60,"LC","JH","LC_JH",5,"1","1",343.1,NA,1,1016
"1017","05wyh",60,"LC","JH","LC_JH",6,"3","1",453.6,NA,1,1017
"1018","05wyh",60,"LC","JH","LC_JH",7,"5","1",524.8,NA,0,1018
"1019","05wyh",60,"LC","JH","LC_JH",8,"5","1",551.4,NA,0,1019
"1020","05wyh",60,"LC","JH","LC_JH",9,"5","1",649.2,NA,1,1020
"1021","05wyh",60,"LC","JH","LC_JH",10,"1","2",313.8,NA,0,1021
"1022","05wyh",60,"LC","JH","LC_JH",11,"1","2",233.6,NA,0,1022
"1023","05wyh",3,"LC","ID","LC_ID",1,"1","1",121.6,NA,0,1023
"1024","05wyh",3,"LC","ID","LC_ID",2,"1","1",205.2,NA,0,1024
"1025","05wyh",3,"LC","ID","LC_ID",3,"1","1",299,NA,0,1025
"1026","05wyh",3,"LC","ID","LC_ID",4,"1","1",379.3,NA,1,1026
"1027","05wyh",3,"LC","ID","LC_ID",5,"2","1",450.5,NA,1,1027
"1028","05wyh",3,"LC","ID","LC_ID",6,"4","1",532.9,NA,1,1028
"1029","05wyh",3,"LC","ID","LC_ID",7,"5","1",641.6,NA,1,1029
"1030","05wyh",3,"LC","ID","LC_ID",8,"1","2",229,NA,0,1030
"1031","05wyh",26,"LC","TP","LC_TP",1,"1","1",131.9,NA,0,1031
"1032","05wyh",26,"LC","TP","LC_TP",2,"1","1",230.3,NA,0,1032
"1033","05wyh",26,"LC","TP","LC_TP",3,"1","1",308.3,NA,1,1033
"1034","05wyh",26,"LC","TP","LC_TP",4,"2","1",380.8,NA,1,1034
"1035","05wyh",26,"LC","TP","LC_TP",5,"3","1",429.1,NA,1,1035
"1036","05wyh",26,"LC","TP","LC_TP",6,"4","1",450.4,NA,1,1036
"1037","05wyh",26,"LC","TP","LC_TP",7,"2","2",403.9,NA,1,1037
"1038","05wyh",26,"LC","TP","LC_TP",8,"5","1",486.7,NA,0,1038
"1039","05wyh",26,"LC","TP","LC_TP",9,"5","1",536.1,NA,0,1039
"1040","05wyh",26,"LC","TP","LC_TP",10,"5","1",654.6,NA,1,1040
"1041","05wyh",69,"HC","ID","HC_ID",1,"1","1",179.2,NA,0,1041
"1042","05wyh",69,"HC","ID","HC_ID",2,"1","1",280.3,NA,0,1042
"1043","05wyh",69,"HC","ID","HC_ID",3,"1","1",217.3,NA,0,1043
"1044","05wyh",69,"HC","ID","HC_ID",4,"1","1",292,NA,1,1044
"1045","05wyh",69,"HC","ID","HC_ID",5,"4","1",383.1,NA,1,1045
"1046","05wyh",69,"HC","ID","HC_ID",6,"5","1",472.6,NA,0,1046
"1047","05wyh",69,"HC","ID","HC_ID",7,"5","1",552.4,NA,0,1047
"1048","05wyh",69,"HC","ID","HC_ID",8,"5","1",615.8,NA,0,1048
"1049","05wyh",69,"HC","ID","HC_ID",9,"5","1",676.1,NA,1,1049
"1050","05wyh",69,"HC","ID","HC_ID",10,"1","2",202.7,NA,0,1050
"1051","05wyh",61,"LC","JH","LC_JH",1,"1","1",132.3,NA,0,1051
"1052","05wyh",61,"LC","JH","LC_JH",2,"1","1",223.3,NA,0,1052
"1053","05wyh",61,"LC","JH","LC_JH",3,"1","1",294.1,NA,0,1053
"1054","05wyh",61,"LC","JH","LC_JH",4,"1","1",376.3,NA,0,1054
"1055","05wyh",61,"LC","JH","LC_JH",5,"1","1",308.4,NA,0,1055
"1056","05wyh",61,"LC","JH","LC_JH",6,"1","1",332.9,NA,0,1056
"1057","05wyh",61,"LC","JH","LC_JH",7,"1","1",391.9,NA,1,1057
"1058","05wyh",61,"LC","JH","LC_JH",8,"3","1",463,NA,1,1058
"1059","05wyh",61,"LC","JH","LC_JH",9,"2","1",440.8,NA,1,1059
"1060","05wyh",61,"LC","JH","LC_JH",10,"4","1",476.3,NA,1,1060
"1061","05wyh",61,"LC","JH","LC_JH",11,"5","1",578.1,NA,0,1061
"1062","05wyh",61,"LC","JH","LC_JH",12,"5","1",645.9,NA,0,1062
"1063","05wyh",61,"LC","JH","LC_JH",13,"5","1",690.7,NA,1,1063
"1064","05wyh",123,"HC","JH","HC_JH",1,"1","1",129.6,NA,0,1064
"1065","05wyh",123,"HC","JH","HC_JH",2,"1","1",268.6,NA,0,1065
"1066","05wyh",123,"HC","JH","HC_JH",3,"1","1",357.2,NA,0,1066
"1067","05wyh",123,"HC","JH","HC_JH",4,"1","1",308,NA,0,1067
"1068","05wyh",123,"HC","JH","HC_JH",5,"1","1",269.9,NA,0,1068
"1069","05wyh",123,"HC","JH","HC_JH",6,"1","1",339.9,NA,0,1069
"1070","05wyh",123,"HC","JH","HC_JH",7,"1","1",430.5,NA,1,1070
"1071","05wyh",123,"HC","JH","HC_JH",8,"4","1",507.6,NA,1,1071
"1072","05wyh",123,"HC","JH","HC_JH",9,"2","1",465.3,NA,1,1072
"1073","05wyh",123,"HC","JH","HC_JH",10,"5","1",640,NA,0,1073
"1074","05wyh",123,"HC","JH","HC_JH",11,"5","1",583.8,NA,0,1074
"1075","05wyh",123,"HC","JH","HC_JH",12,"5","1",681.2,NA,1,1075
"1076","05wyh",123,"HC","JH","HC_JH",13,"1","2",177.3,NA,0,1076
"1077","05wyh",97,"HC","JL","HC_JL",1,"1","1",109.5,NA,0,1077
"1078","05wyh",97,"HC","JL","HC_JL",2,"1","1",212.8,NA,0,1078
"1079","05wyh",97,"HC","JL","HC_JL",3,"1","1",270.3,NA,1,1079
"1080","05wyh",97,"HC","JL","HC_JL",4,"2","1",352.4,NA,0,1080
"1081","05wyh",97,"HC","JL","HC_JL",5,"2","1",365,NA,0,1081
"1082","05wyh",97,"HC","JL","HC_JL",6,"2","1",356.5,NA,1,1082
"1083","05wyh",97,"HC","JL","HC_JL",7,"4","1",428.1,NA,1,1083
"1084","05wyh",97,"HC","JL","HC_JL",8,"2","2",365.4,NA,1,1084
"1085","05wyh",97,"HC","JL","HC_JL",9,"5","1",460.7,NA,0,1085
"1086","05wyh",97,"HC","JL","HC_JL",10,"5","1",563.7,NA,0,1086
"1087","05wyh",97,"HC","JL","HC_JL",11,"5","1",624.9,NA,0,1087
"1088","05wyh",97,"HC","JL","HC_JL",12,"5","1",668.3,NA,0,1088
"1089","05wyh",97,"HC","JL","HC_JL",13,"5","1",543.3,NA,0,1089
"1090","05wyh",97,"HC","JL","HC_JL",14,"5","1",613.8,NA,0,1090
"1091","05wyh",97,"HC","JL","HC_JL",15,"5","1",660.4,NA,1,1091
"1092","05wyh",103,"HC","JL","HC_JL",1,"1","1",122.4,NA,0,1092
"1093","05wyh",103,"HC","JL","HC_JL",2,"1","1",224.5,NA,0,1093
"1094","05wyh",103,"HC","JL","HC_JL",3,"1","1",348,NA,0,1094
"1095","05wyh",103,"HC","JL","HC_JL",4,"1","1",417.4,NA,0,1095
"1096","05wyh",103,"HC","JL","HC_JL",5,"1","1",264.6,NA,0,1096
"1097","05wyh",103,"HC","JL","HC_JL",6,"1","1",366.2,NA,1,1097
"1098","05wyh",103,"HC","JL","HC_JL",7,"2","1",481.6,NA,1,1098
"1099","05wyh",103,"HC","JL","HC_JL",8,"5","1",585.4,NA,1,1099
"1100","05wyh",103,"HC","JL","HC_JL",9,"3","1",529.3,NA,1,1100
"1101","05wyh",103,"HC","JL","HC_JL",10,"5","2",698.3,NA,1,1101
"1102","05wyh",2,"LC","ID","LC_ID",1,"1","1",116.2,NA,0,1102
"1103","05wyh",2,"LC","ID","LC_ID",2,"1","1",244.8,NA,0,1103
"1104","05wyh",2,"LC","ID","LC_ID",3,"1","1",209.8,NA,0,1104
"1105","05wyh",2,"LC","ID","LC_ID",4,"1","1",276.4,NA,0,1105
"1106","05wyh",2,"LC","ID","LC_ID",5,"1","1",365.5,NA,1,1106
"1107","05wyh",2,"LC","ID","LC_ID",6,"3","1",441.3,NA,1,1107
"1108","05wyh",2,"LC","ID","LC_ID",7,"5","1",511.9,NA,0,1108
"1109","05wyh",2,"LC","ID","LC_ID",8,"5","1",552.3,NA,1,1109
"1110","05wyh",2,"LC","ID","LC_ID",9,"2","1",433.6,NA,1,1110
"1111","05wyh",2,"LC","ID","LC_ID",10,"5","2",528.9,NA,0,1111
"1112","05wyh",2,"LC","ID","LC_ID",11,"5","2",600.2,NA,1,1112
"1113","05wyh",2,"LC","ID","LC_ID",12,"4","1",486.9,NA,1,1113
"1114","05wyh",2,"LC","ID","LC_ID",13,"5","3",636.5,NA,1,1114
"1115","05wyh",82,"HC","TP","HC_TP",1,"1","1",128,NA,0,1115
"1116","05wyh",82,"HC","TP","HC_TP",2,"1","1",224.1,NA,1,1116
"1117","05wyh",82,"HC","TP","HC_TP",3,"3","1",377.9,NA,1,1117
"1118","05wyh",82,"HC","TP","HC_TP",4,"1","2",299.8,NA,1,1118
"1119","05wyh",82,"HC","TP","HC_TP",5,"3","2",382.7,NA,1,1119
"1120","05wyh",82,"HC","TP","HC_TP",6,"5","1",553.1,NA,0,1120
"1121","05wyh",82,"HC","TP","HC_TP",7,"5","1",443.3,NA,0,1121
"1122","05wyh",82,"HC","TP","HC_TP",8,"5","1",676,NA,0,1122
"1123","05wyh",82,"HC","TP","HC_TP",9,"5","1",729.7,NA,1,1123
"1124","05wyh",82,"HC","TP","HC_TP",10,"1","3",251.9,NA,0,1124
"1125","05wyh",82,"HC","TP","HC_TP",11,"1","3",206.1,NA,0,1125
"1126","05wyh",82,"HC","TP","HC_TP",12,"1","3",321.6,NA,1,1126
"1127","05wyh",82,"HC","TP","HC_TP",13,"5","2",457,NA,1,1127
"1128","05wyh",22,"LC","TP","LC_TP",1,"1","1",117.2,NA,0,1128
"1129","05wyh",22,"LC","TP","LC_TP",2,"1","1",236.9,NA,1,1129
"1130","05wyh",22,"LC","TP","LC_TP",3,"2","1",325,NA,1,1130
"1131","05wyh",22,"LC","TP","LC_TP",4,"3","1",359.8,NA,1,1131
"1132","05wyh",22,"LC","TP","LC_TP",5,"5","1",456.9,NA,0,1132
"1133","05wyh",22,"LC","TP","LC_TP",6,"5","1",545.1,NA,0,1133
"1134","05wyh",22,"LC","TP","LC_TP",7,"5","1",612,NA,0,1134
"1135","05wyh",22,"LC","TP","LC_TP",8,"5","1",647.3,NA,1,1135
"1136","05wyh",22,"LC","TP","LC_TP",9,"1","2",243.3,NA,0,1136
"1137","05wyh",112,"HC","JL","HC_JL",1,"1","1",117.5,NA,0,1137
"1138","05wyh",112,"HC","JL","HC_JL",2,"1","1",214.5,NA,0,1138
"1139","05wyh",112,"HC","JL","HC_JL",3,"1","1",264.3,NA,1,1139
"1140","05wyh",112,"HC","JL","HC_JL",4,"2","1",334.3,NA,1,1140
"1141","05wyh",112,"HC","JL","HC_JL",5,"1","2",251.3,NA,1,1141
"1142","05wyh",112,"HC","JL","HC_JL",6,"3","1",341.3,NA,1,1142
"1143","05wyh",112,"HC","JL","HC_JL",7,"4","1",383.5,NA,1,1143
"1144","05wyh",112,"HC","JL","HC_JL",8,"5","1",493.3,NA,0,1144
"1145","05wyh",112,"HC","JL","HC_JL",9,"5","1",560.1,NA,0,1145
"1146","05wyh",112,"HC","JL","HC_JL",10,"5","1",661.6,NA,1,1146
"1147","05wyh",92,"HC","TP","HC_TP",1,"1","1",110.3,NA,0,1147
"1148","05wyh",92,"HC","TP","HC_TP",2,"1","1",196.3,NA,0,1148
"1149","05wyh",92,"HC","TP","HC_TP",3,"1","1",263.9,NA,1,1149
"1150","05wyh",92,"HC","TP","HC_TP",4,"3","1",347.5,NA,1,1150
"1151","05wyh",92,"HC","TP","HC_TP",5,"4","1",404.1,NA,1,1151
"1152","05wyh",92,"HC","TP","HC_TP",6,"5","1",475.6,NA,0,1152
"1153","05wyh",92,"HC","TP","HC_TP",7,"5","1",519.3,NA,0,1153
"1154","05wyh",92,"HC","TP","HC_TP",8,"5","1",594.5,NA,0,1154
"1155","05wyh",92,"HC","TP","HC_TP",9,"5","1",570.1,NA,0,1155
"1156","05wyh",92,"HC","TP","HC_TP",10,"5","1",700.4,NA,0,1156
"1157","05wyh",92,"HC","TP","HC_TP",11,"5","1",752.5,NA,1,1157
"1158","05wyh",92,"HC","TP","HC_TP",12,"1","2",227.4,NA,0,1158
"1159","05wyh",71,"HC","ID","HC_ID",1,"1","1",176.2,NA,0,1159
"1160","05wyh",71,"HC","ID","HC_ID",2,"1","1",266,NA,0,1160
"1161","05wyh",71,"HC","ID","HC_ID",3,"1","1",242.3,NA,0,1161
"1162","05wyh",71,"HC","ID","HC_ID",4,"1","1",324.8,NA,0,1162
"1163","05wyh",71,"HC","ID","HC_ID",5,"1","1",420.9,NA,1,1163
"1164","05wyh",71,"HC","ID","HC_ID",6,"3","1",494.7,NA,1,1164
"1165","05wyh",71,"HC","ID","HC_ID",7,"5","1",576.8,NA,0,1165
"1166","05wyh",71,"HC","ID","HC_ID",8,"5","1",620.9,NA,1,1166
"1167","05wyh",67,"HC","ID","HC_ID",1,"1","1",121.9,NA,0,1167
"1168","05wyh",67,"HC","ID","HC_ID",2,"1","1",227.4,NA,0,1168
"1169","05wyh",67,"HC","ID","HC_ID",3,"1","1",193,NA,0,1169
"1170","05wyh",67,"HC","ID","HC_ID",4,"1","1",305.3,NA,1,1170
"1171","05wyh",67,"HC","ID","HC_ID",5,"2","1",372.3,NA,1,1171
"1172","05wyh",67,"HC","ID","HC_ID",6,"4","1",425.4,NA,1,1172
"1173","05wyh",67,"HC","ID","HC_ID",7,"5","1",538.3,NA,0,1173
"1174","05wyh",67,"HC","ID","HC_ID",8,"5","1",604.4,NA,0,1174
"1175","05wyh",67,"HC","ID","HC_ID",9,"5","1",650.5,NA,0,1175
"1176","05wyh",67,"HC","ID","HC_ID",10,"5","1",709.1,NA,1,1176
"1177","05wyh",67,"HC","ID","HC_ID",11,"1","2",299.6,NA,0,1177
"1178","05wyh",67,"HC","ID","HC_ID",12,"1","2",218.8,NA,0,1178
"1179","05wyh",81,"HC","TP","HC_TP",1,"1","1",125.1,NA,0,1179
"1180","05wyh",81,"HC","TP","HC_TP",2,"1","1",215.1,NA,0,1180
"1181","05wyh",81,"HC","TP","HC_TP",3,"1","1",300.8,NA,0,1181
"1182","05wyh",81,"HC","TP","HC_TP",4,"1","1",357.3,NA,1,1182
"1183","05wyh",81,"HC","TP","HC_TP",5,"3","1",425,NA,1,1183
"1184","05wyh",81,"HC","TP","HC_TP",6,"5","1",538.1,NA,0,1184
"1185","05wyh",81,"HC","TP","HC_TP",7,"5","1",608.1,NA,0,1185
"1186","05wyh",81,"HC","TP","HC_TP",8,"5","1",647.8,NA,1,1186
"1187","05wyh",81,"HC","TP","HC_TP",9,"1","2",229.2,NA,0,1187
"1188","05wyh",94,"HC","TP","HC_TP",1,"1","1",120.3,NA,0,1188
"1189","05wyh",94,"HC","TP","HC_TP",2,"1","1",197.6,NA,0,1189
"1190","05wyh",94,"HC","TP","HC_TP",3,"1","1",271.1,NA,0,1190
"1191","05wyh",94,"HC","TP","HC_TP",4,"1","1",335.7,NA,1,1191
"1192","05wyh",94,"HC","TP","HC_TP",5,"2","1",414.3,NA,1,1192
"1193","05wyh",94,"HC","TP","HC_TP",6,"1","2",342.3,NA,0,1193
"1194","05wyh",94,"HC","TP","HC_TP",7,"1","2",395.7,NA,1,1194
"1195","05wyh",94,"HC","TP","HC_TP",8,"3","1",469.3,NA,1,1195
"1196","05wyh",94,"HC","TP","HC_TP",9,"2","2",436.8,NA,1,1196
"1197","05wyh",94,"HC","TP","HC_TP",10,"4","1",477.5,NA,1,1197
"1198","05wyh",94,"HC","TP","HC_TP",11,"5","1",525,NA,0,1198
"1199","05wyh",94,"HC","TP","HC_TP",12,"5","1",617.8,NA,1,1199
"1200","05wyh",94,"HC","TP","HC_TP",13,"1","3",209.5,NA,0,1200
"1201","05wyh",49,"LC","JH","LC_JH",1,"1","1",139.9,NA,0,1201
"1202","05wyh",49,"LC","JH","LC_JH",2,"1","1",223.6,NA,0,1202
"1203","05wyh",49,"LC","JH","LC_JH",3,"1","1",298,NA,0,1203
"1204","05wyh",49,"LC","JH","LC_JH",4,"1","1",371.8,NA,1,1204
"1205","05wyh",49,"LC","JH","LC_JH",5,"2","1",455.2,NA,1,1205
"1206","05wyh",49,"LC","JH","LC_JH",6,"4","1",523.7,NA,1,1206
"1207","05wyh",49,"LC","JH","LC_JH",7,"3","1",494.3,NA,1,1207
"1208","05wyh",49,"LC","JH","LC_JH",8,"5","1",627.2,NA,1,1208
"1209","05wyh",91,"HC","TP","HC_TP",1,"1","1",129.7,NA,0,1209
"1210","05wyh",91,"HC","TP","HC_TP",2,"1","1",216.5,NA,0,1210
"1211","05wyh",91,"HC","TP","HC_TP",3,"1","1",262.3,NA,0,1211
"1212","05wyh",91,"HC","TP","HC_TP",4,"1","1",345.8,NA,0,1212
"1213","05wyh",91,"HC","TP","HC_TP",5,"1","1",411.9,NA,1,1213
"1214","05wyh",91,"HC","TP","HC_TP",6,"2","1",494.5,NA,1,1214
"1215","05wyh",91,"HC","TP","HC_TP",7,"5","1",593.7,NA,1,1215
"1216","05wyh",91,"HC","TP","HC_TP",8,"2","2",495.7,NA,1,1216
"1217","05wyh",91,"HC","TP","HC_TP",9,"4","1",556.5,NA,1,1217
