"","RECORDING_SESSION_LABEL","sentence","CURRENT_FIX_INDEX","CURRENT_FIX_INTEREST_AREA_INDEX","CURRENT_FIX_INTEREST_AREA_RUN_ID","CURRENT_FIX_X","LaunchSite"
"1179","duanks",99,"4","2","1","354.8","29.2"
"1180","duanks",100,"4","1","1","344.1","74.9"
"1181","duanks",101,"2","1","1","239.8","75.2"
"1182","duanks",102,"4","1","1","239.6","76.4"
"1183","duanks",103,"6","2","1","349.7","35.3"
"1184","duanks",104,"3","2","1","355.3","27.7"
"1185","duanks",105,"4","2","1","299.9","50.1"
"1186","duanks",106,"9","1","1","396","92"
"1187","duanks",107,"7","2","1","344.9","39.1"
"1188","duanks",108,"5","2","1","468.1","54.9"
"1189","duanks",109,"3","2","1","337.7","48.3"
"1190","duanks",110,"6","2","2","376.1","9.89999999999998"
"1191","duanks",111,"3","1","1","337.9","81.1"
"1192","duanks",112,"6","2","1","479.7","9.30000000000001"
"1193","duanks",113,"6","2","1","399.5","18.5"
"1194","duanks",114,"4","2","1","371.9","47.1"
"1195","duanks",115,"7","2","1","480.8","8.19999999999999"
"1196","duanks",116,"3","2","1","275.1","5.89999999999998"
"1197","duanks",117,"4","2","1","333.9","50.1"
"1198","duanks",118,"6","1","1","307.1","76.9"
"1199","duanks",119,"4","2","1","434.9","20.1"
"1200","duanks",120,"3","2","1","295.8","53.2"
"1201","dupj",1,"2","1","1","231.3","188.7"
"1202","dupj",2,"4","2","1","375.5","9.5"
"1203","dupj",3,"2","2","1","311.3","3.69999999999999"
"1204","dupj",4,"5","2","1","296","18"
"1205","dupj",5,"4","1","1","316.3","138.7"
"1206","dupj",6,"2","1","1","263.4","121.6"
"1207","dupj",7,"3","2","1","280.2","35.8"
"1208","dupj",8,"3","2","1","355.9","29.1"
"1209","dupj",9,"3","2","1","331","54"
"1210","dupj",10,"3","2","1","318","68"
"1211","dupj",11,"3","1","1","300.2","84.8"
"1212","dupj",12,"3","2","1","280.2","35.8"
"1213","dupj",13,"3","1","1","360.1","128.9"
"1214","dupj",14,"2","2","1","327.1","22.9"
"1215","dupj",15,"4","1","1","437.5","85.5"
"1216","dupj",16,"4","2","1","407.9","47.1"
"1217","dupj",17,"4","1","1","413.8","74.2"
"1218","dupj",18,"6","2","1","533.7","24.3"
"1219","dupj",19,"3","2","1","307.1","6.89999999999998"
"1220","dupj",20,"4","2","1","351.9","68.1"
"1221","dupj",21,"3","1","1","303.1","81.9"
"1222","dupj",22,"4","2","1","434.7","54.3"
"1223","dupj",23,"3","1","1","281","103"
"1224","dupj",24,"4","2","1","432.7","56.3"
"1225","dupj",25,"4","2","1","335.4","48.6"
"1226","dupj",26,"6","2","1","477.8","11.2"
"1227","dupj",27,"5","1","1","265.7","188.3"
"1228","dupj",28,"4","2","1","347","3"
"1229","dupj",29,"2","1","1","309.3","75.7"
"1230","dupj",30,"1","1","1","188.2","91.8"
"1231","dupj",31,"2","1","1","189.3","89.7"
"1232","dupj",32,"8","2","2","550.6","7.39999999999998"
"1233","dupj",33,"3","2","1","369.2","49.8"
"1234","dupj",34,"4","1","1","488.9","68.1"
"1235","dupj",35,"3","2","1","303.9","46.1"
"1236","dupj",36,"2","1","1","265.6","154.4"
"1237","dupj",37,"4","1","1","372.1","81.9"
"1238","dupj",38,"2","1","1","313.6","140.4"
"1239","dupj",39,"1","2","1","184.2","62.8"
"1240","dupj",40,"3","1","1","292.5","91.5"
"1241","dupj",41,"4","2","1","452.9","2.10000000000002"
"1242","dupj",42,"4","2","1","487","36"
"1243","dupj",43,"2","1","1","293.3","91.7"
"1244","dupj",44,"2","1","1","263.9","86.1"
"1245","dupj",45,"5","2","2","414.7","39.3"
"1246","dupj",46,"6","1","1","437.9","84.1"
"1247","dupj",47,"3","2","1","290.8","61.2"
"1248","dupj",48,"3","1","1","418.8","70.2"
"1249","dupj",49,"3","2","1","313.6","1.39999999999998"
"1250","dupj",50,"4","1","1","378","77"
"1251","dupj",51,"8","2","1","515.9","43.1"
"1252","dupj",52,"3","1","1","384.3","104.7"
"1253","dupj",53,"5","2","1","388.2","62.8"
"1254","dupj",54,"4","2","1","400.2","54.8"
"1255","dupj",55,"6","2","2","325","25"
"1256","dupj",56,"5","2","1","491.3","31.7"
"1257","dupj",57,"4","2","1","362.9","56.1"
"1258","dupj",58,"4","2","1","278.6","37.4"
"1259","dupj",59,"2","2","1","321.6","28.4"
"1260","dupj",60,"5","2","1","416.2","3.80000000000001"
"1261","dupj",61,"3","1","1","376.1","78.9"
"1262","dupj",62,"5","2","1","430.9","58.1"
"1263","dupj",63,"3","1","1","348","107"
"1264","dupj",64,"3","1","1","378.4","74.6"
"1265","dupj",65,"6","2","1","481","8"
"1266","dupj",66,"2","1","1","230.5","86.5"
"1267","dupj",67,"3","1","1","311.1","71.9"
"1268","dupj",68,"2","1","1","230.3","119.7"
"1269","dupj",69,"2","1","1","246.7","68.3"
"1270","dupj",70,"4","1","1","342.2","78.8"
"1271","dupj",71,"4","1","1","354.7","133.3"
"1272","dupj",72,"4","2","1","398.3","21.7"
"1273","dupj",73,"4","1","1","431.3","125.7"
"1274","dupj",74,"3","1","2","186.4","127.6"
"1275","dupj",75,"6","2","1","460.9","61.1"
"1276","dupj",76,"2","2","1","413.6","41.4"
"1277","dupj",77,"6","1","1","416.7","106.3"
"1278","dupj",78,"4","2","1","439","16"
"1279","dupj",79,"3","1","1","337.2","116.8"
"1280","dupj",80,"3","1","1","337.4","79.6"
"1281","dupj",81,"5","1","1","363.3","159.7"
"1282","dupj",82,"3","2","1","387.9","66.1"
"1283","dupj",83,"3","1","1","270.3","114.7"
"1284","dupj",84,"5","1","1","421.3","101.7"
"1285","dupj",85,"5","2","1","518","5"
"1286","dupj",86,"3","2","1","477.2","45.8"
"1287","dupj",87,"3","2","1","261.6","53.4"
"1288","dupj",88,"3","2","1","278.5","1.5"
"1289","dupj",89,"3","2","1","349.6","71.4"
"1290","dupj",90,"5","2","1","502.4","19.6"
"1291","dupj",91,"4","2","1","351.4","33.6"
"1292","dupj",92,"3","2","1","315.3","34.7"
"1293","dupj",93,"3","1","1","418.4","103.6"
"1294","dupj",94,"3","2","1","274.6","6.39999999999998"
"1295","dupj",95,"4","2","1","473.6","13.4"
"1296","dupj",96,"2","2","1","295.2","20.8"
"1297","dupj",97,"2","1","1","251.5","98.5"
"1298","dupj",98,"4","2","1","338.2","46.8"
"1299","dupj",99,"3","1","1","292.7","91.3"
"1300","dupj",100,"3","1","1","347.8","71.2"
"1301","dupj",101,"2","1","1","226.6","88.4"
"1302","dupj",102,"2","2","1","262.2","53.8"
"1303","dupj",103,"4","1","1","296","89"
"1304","dupj",104,"2","1","1","211.5","171.5"
"1305","dupj",105,"1","1","1","177.1","172.9"
"1306","dupj",106,"5","2","1","429.7","58.3"
"1307","dupj",107,"5","2","1","321","63"
"1308","dupj",108,"4","1","1","420.8","102.2"
"1309","dupj",109,"4","1","1","223.7","162.3"
"1310","dupj",110,"3","1","2","243.6","142.4"
"1311","dupj",111,"3","1","1","326.1","92.9"
"1312","dupj",112,"3","1","1","223.5","265.5"
"1313","dupj",113,"4","2","1","392.2","25.8"
"1314","dupj",114,"2","1","1","275.4","143.6"
"1315","dupj",115,"3","1","1","389.1","99.9"
"1316","dupj",116,"2","2","1","236.1","44.9"
"1317","dupj",117,"3","1","1","190.5","193.5"
"1318","dupj",118,"4","1","1","303.2","80.8"
"1319","dupj",119,"4","1","1","380.3","74.7"
"1320","dupj",120,"3","2","1","321.7","27.3"
"1321","fjx",1,"3","1","1","344.9","75.1"
"1322","fjx",2,"7","1","2","298.6","86.4"
"1323","fjx",3,"2","2","1","253.8","61.2"
"1324","fjx",4,"2","1","1","208.3","105.7"
"1325","fjx",5,"4","2","1","387.5","67.5"
"1326","fjx",6,"3","2","1","325.8","59.2"
"1327","fjx",7,"2","1","1","230.2","85.8"
"1328","fjx",8,"4","2","1","365.9","19.1"
"1329","fjx",9,"4","2","1","376.1","8.89999999999998"
"1330","fjx",10,"4","2","1","374.6","11.4"
"1331","fjx",11,"3","2","1","340.6","44.4"
"1332","fjx",12,"3","2","1","298.7","17.3"
"1333","fjx",13,"5","3","1","489","0"
"1334","fjx",14,"2","1","1","231.5","118.5"
"1335","fjx",15,"5","2","1","488.7","34.3"
"1336","fjx",16,"4","2","1","404","51"
"1337","fjx",17,"4","2","1","466.9","21.1"
"1338","fjx",18,"5","1","1","425.6","132.4"
"1339","fjx",19,"3","2","1","304.4","9.60000000000002"
"1340","fjx",20,"3","2","1","399.2","20.8"
"1341","fjx",21,"4","2","1","365.4","19.6"
"1342","fjx",22,"7","2","1","459.8","29.2"
"1343","fjx",23,"4","2","1","349.4","34.6"
"1344","fjx",24,"4","2","1","457.7","31.3"
"1345","fjx",25,"3","1","1","309.4","74.6"
"1346","fjx",26,"4","2","1","426.9","62.1"
"1347","fjx",27,"6","2","1","406.3","47.7"
"1348","fjx",28,"3","2","1","329.4","20.6"
"1349","fjx",29,"3","2","1","314.6","70.4"
"1350","fjx",30,"2","1","1","162.8","117.2"
"1351","fjx",31,"2","1","1","197.8","81.2"
"1352","fjx",32,"5","2","1","506.3","51.7"
"1353","fjx",33,"3","2","1","359.4","59.6"
"1354","fjx",34,"4","1","1","458","99"
"1355","fjx",35,"4","2","1","338","12"
"1356","fjx",36,"3","1","1","286.5","133.5"
"1357","fjx",37,"4","2","1","386","68"
"1358","fjx",38,"5","2","1","399.6","54.4"
"1359","fjx",39,"2","2","1","218.3","28.7"
"1360","fjx",40,"3","2","1","366.9","17.1"
"1361","fjx",41,"4","2","1","434.6","20.4"
"1362","fjx",42,"4","2","1","464.2","58.8"
"1363","fjx",43,"3","1","1","296.9","88.1"
"1364","fjx",44,"3","2","1","315","35"
"1365","fjx",45,"5","2","1","439.7","14.3"
"1366","fjx",46,"5","2","1","504.5","17.5"
"1367","fjx",47,"3","2","1","295.4","56.6"
"1368","fjx",48,"5","2","1","441.7","47.3"
"1369","fjx",49,"2","2","1","307.4","7.60000000000002"
"1370","fjx",50,"3","1","1","368.8","86.2"
"1371","fjx",51,"7","1","1","463.7","95.3"
"1372","fjx",52,"4","1","1","400.7","88.3"
"1373","fjx",53,"3","1","1","314.5","136.5"
"1374","fjx",54,"7","2","1","426.5","28.5"
"1375","fjx",55,"4","2","1","284.3","65.7"
"1376","fjx",56,"5","2","1","464.4","58.6"
"1377","fjx",57,"3","2","1","367.5","51.5"
"1378","fjx",58,"3","2","1","275.7","40.3"
"1379","fjx",59,"3","1","1","250.2","99.8"
"1380","fjx",60,"3","1","1","311.4","108.6"
"1381","fjx",61,"3","1","1","334.4","120.6"
"1382","fjx",62,"4","2","1","421.1","67.9"
"1383","fjx",63,"4","2","1","401.2","53.8"
"1384","fjx",64,"3","2","1","424.3","28.7"
"1385","fjx",65,"4","1","1","413","76"
"1386","fjx",66,"2","1","1","208.1","108.9"
"1387","fjx",67,"6","2","1","324.2","58.8"
"1388","fjx",68,"3","2","1","320","30"
"1389","fjx",69,"3","1","1","246.8","68.2"
"1390","fjx",70,"3","1","1","316.6","104.4"
"1391","fjx",71,"4","2","1","487.8","0.199999999999989"
"1392","fjx",72,"5","2","1","380.3","39.7"
"1393","fjx",73,"7","1","1","466.3","90.7"
"1394","fjx",74,"2","1","1","233.6","80.4"
"1395","fjx",75,"4","2","1","477.1","44.9"
"1396","fjx",76,"3","1","1","363.1","91.9"
"1397","fjx",77,"5","1","1","421.3","101.7"
"1398","fjx",78,"6","2","2","397.8","57.2"
"1399","fjx",79,"4","2","1","398.4","55.6"
"1400","fjx",80,"4","2","1","402.2","14.8"
"1401","fjx",81,"5","2","1","495.7","27.3"
"1402","fjx",82,"4","2","1","424.8","29.2"
"1403","fjx",83,"3","2","1","378","7"
"1404","fjx",84,"5","2","1","487","36"
"1405","fjx",85,"5","2","1","461.6","61.4"
"1406","fjx",86,"4","1","1","452.6","70.4"
"1407","fjx",87,"5","2","2","296.6","18.4"
"1408","fjx",88,"3","2","1","275.8","4.19999999999999"
"1409","fjx",89,"7","2","2","392.7","28.3"
"1410","fjx",90,"3","1","1","452.4","69.6"
"1411","fjx",91,"3","1","1","311.7","73.3"
"1412","fjx",92,"3","1","1","281.2","68.8"
"1413","fjx",93,"4","2","1","514.7","7.29999999999995"
"1414","fjx",94,"3","2","1","234.6","46.4"
"1415","fjx",95,"5","2","1","481.8","5.19999999999999"
"1416","fjx",96,"3","2","1","303.1","12.9"
"1417","fjx",97,"3","1","1","255.3","94.7"
"1418","fjx",98,"3","2","1","322.6","62.4"
"1419","fjx",99,"3","1","1","313","71"
"1420","fjx",100,"5","2","1","411.3","7.69999999999999"
"1421","fjx",101,"2","1","1","198.3","116.7"
"1422","fjx",102,"5","2","2","312.6","3.39999999999998"
"1423","fjx",103,"4","2","1","376.9","8.10000000000002"
"1424","fjx",104,"4","2","1","333.4","49.6"
"1425","fjx",105,"2","1","1","227.5","122.5"
"1426","fjx",106,"13","1","2","417.2","70.8"
"1427","fjx",107,"3","2","1","317.6","66.4"
"1428","fjx",108,"9","2","2","507.3","15.7"
"1429","fjx",109,"3","2","1","359.5","26.5"
"1430","fjx",110,"3","2","1","373.1","12.9"
"1431","fjx",111,"3","1","1","322.4","96.6"
"1432","fjx",112,"6","1","1","342.7","146.3"
"1433","fjx",113,"3","1","1","343.5","74.5"
"1434","fjx",114,"2","1","1","258.2","160.8"
"1435","fjx",115,"4","2","1","481.2","7.80000000000001"
"1436","fjx",116,"2","1","1","185.8","95.2"
"1437","fjx",117,"3","1","1","295.3","88.7"
"1438","fjx",118,"3","2","1","319.4","64.6"
"1439","fjx",119,"5","2","1","427.6","27.4"
"1440","fjx",120,"2","2","1","289.5","59.5"
"1441","fpl",1,"5","2","1","356.9","63.1"
"1442","fpl",2,"7","2","1","332.8","52.2"
"1443","fpl",3,"4","2","1","292.7","22.3"
"1444","fpl",4,"3","2","1","271.1","42.9"
"1445","fpl",5,"6","2","1","420.6","34.4"
"1446","fpl",6,"7","2","1","374.4","10.6"
"1447","fpl",7,"6","2","1","298.6","17.4"
"1448","fpl",8,"5","2","1","342.6","42.4"
"1449","fpl",9,"7","2","1","364.4","20.6"
"1450","fpl",10,"5","2","1","345.8","40.2"
"1451","fpl",11,"6","2","1","374.9","10.1"
"1452","fpl",12,"8","2","1","295.4","20.6"
"1453","fpl",13,"7","2","1","443.7","45.3"
"1454","fpl",14,"4","2","1","280","70"
"1455","fpl",15,"6","2","1","498.2","24.8"
"1456","fpl",16,"9","2","2","451.5","3.5"
"1457","fpl",17,"7","2","1","427.6","60.4"
"1458","fpl",18,"9","2","1","532.9","25.1"
"1459","fpl",19,"5","2","1","283.1","30.9"
"1460","fpl",20,"7","2","1","400.9","19.1"
"1461","fpl",21,"7","2","1","381.7","3.30000000000001"
"1462","fpl",22,"10","2","1","461","28"
"1463","fpl",23,"5","2","1","329.2","54.8"
"1464","fpl",24,"8","2","1","462.4","26.6"
"1465","fpl",25,"5","2","1","320.9","63.1"
"1466","fpl",26,"11","2","1","419","70"
"1467","fpl",27,"5","1","1","336.4","117.6"
"1468","fpl",28,"4","1","1","274.9","75.1"
"1469","fpl",29,"6","2","1","358.4","26.6"
"1470","fpl",30,"9","2","2","232.2","47.8"
"1471","fpl",31,"3","2","1","266.6","12.4"
"1472","fpl",32,"12","1","2","481.8","76.2"
"1473","fpl",33,"10","2","1","372.5","46.5"
"1474","fpl",34,"6","1","1","469.9","87.1"
"1475","fpl",35,"4","2","1","319.5","30.5"
"1476","fpl",36,"7","2","1","354.9","65.1"
"1477","fpl",37,"6","2","1","386.9","67.1"
"1478","fpl",38,"4","1","1","380.3","73.7"
"1479","fpl",39,"2","2","1","205.1","41.9"
"1480","fpl",40,"5","2","1","315.3","68.7"
"1481","fpl",41,"7","2","1","442","13"
"1482","fpl",42,"9","2","1","488.3","34.7"
"1483","fpl",43,"8","2","1","344.5","40.5"
"1484","fpl",44,"4","2","1","320.3","29.7"
"1485","fpl",45,"10","2","1","440.8","13.2"
"1486","fpl",46,"9","2","2","466.2","55.8"
"1487","fpl",47,"6","2","1","348.3","3.69999999999999"
"1488","fpl",48,"8","2","1","474.5","14.5"
"1489","fpl",49,"4","2","1","309.1","5.89999999999998"
"1490","fpl",50,"10","2","1","395.9","59.1"
"1491","fpl",51,"7","1","1","474.6","84.4"
"1492","fpl",52,"10","2","1","473","16"
"1493","fpl",53,"11","2","2","448.8","2.19999999999999"
"1494","fpl",54,"7","2","1","429.1","25.9"
"1495","fpl",55,"6","2","1","294.8","55.2"
"1496","fpl",56,"12","2","2","485.8","37.2"
"1497","fpl",57,"9","2","1","407.5","11.5"
"1498","fpl",58,"4","2","1","304.5","11.5"
"1499","fpl",59,"5","2","1","339.9","10.1"
"1500","fpl",60,"5","2","1","390.3","29.7"
"1501","fpl",61,"7","2","1","452.8","2.19999999999999"
"1502","fpl",62,"8","2","1","480.2","8.80000000000001"
"1503","fpl",63,"7","2","1","444.3","10.7"
"1504","fpl",64,"7","2","1","411.5","41.5"
"1505","fpl",65,"8","1","1","414","75"
"1506","fpl",66,"5","2","1","271.8","45.2"
"1507","fpl",67,"7","2","1","359.8","23.2"
"1508","fpl",68,"4","2","1","332.8","17.2"
"1509","fpl",69,"7","2","2","290.9","24.1"
"1510","fpl",70,"10","2","1","356.8","64.2"
"1511","fpl",71,"9","2","1","441.1","46.9"
"1512","fpl",72,"10","2","2","389.2","30.8"
"1513","fpl",73,"11","2","1","493.3","63.7"
"1514","fpl",74,"5","2","1","262.8","51.2"
"1515","fpl",75,"10","2","1","466.3","55.7"
"1516","fpl",76,"7","2","1","402.9","52.1"
"1517","fpl",77,"10","1","2","455.2","67.8"
"1518","fpl",78,"6","2","1","396.1","58.9"
"1519","fpl",79,"8","1","1","371.2","82.8"
"1520","fpl",80,"6","2","1","396","21"
"1521","fpl",81,"8","2","1","474.6","48.4"
"1522","fpl",82,"5","2","1","435.4","18.6"
"1523","fpl",83,"7","2","1","384.5","0.5"
"1524","fpl",84,"10","2","1","516.3","6.70000000000005"
"1525","fpl",85,"10","2","1","474.3","48.7"
"1526","fpl",86,"11","2","1","503","20"
"1527","fpl",87,"4","2","1","295.3","19.7"
"1528","fpl",88,"8","2","2","265.7","14.3"
"1529","fpl",89,"9","2","1","403.3","17.7"
"1530","fpl",90,"13","2","2","477.7","44.3"
"1531","fpl",91,"5","2","1","378.3","6.69999999999999"
"1532","fpl",92,"3","2","1","345.1","4.89999999999998"
"1533","fpl",93,"10","2","1","510.7","11.3"
"1534","fpl",94,"4","2","1","271.8","9.19999999999999"
"1535","fpl",95,"8","2","1","486.7","0.300000000000011"
"1536","fpl",96,"4","2","1","304.4","11.6"
"1537","fpl",97,"4","2","1","333.2","16.8"
"1538","fpl",98,"4","2","1","346.7","38.3"
"1539","fpl",99,"6","2","1","363","21"
"1540","fpl",100,"5","2","1","407.4","11.6"
"1541","fpl",101,"3","2","1","249.1","65.9"
"1542","fpl",102,"6","2","1","313.1","2.89999999999998"
"1543","fpl",103,"6","2","1","358.8","26.2"
"1544","fpl",104,"8","2","1","356","27"
"1545","fpl",105,"7","2","1","317.1","32.9"
"1546","fpl",106,"8","2","1","419.9","68.1"
"1547","fpl",107,"7","2","1","380.6","3.39999999999998"
"1548","fpl",108,"13","2","1","493.6","29.4"
"1549","fpl",109,"4","2","1","369.4","16.6"
"1550","fpl",110,"5","2","1","336.5","49.5"
"1551","fpl",111,"5","2","1","368.3","50.7"
"1552","fpl",112,"7","2","1","465.8","23.2"
"1553","fpl",113,"4","1","1","350.4","67.6"
"1554","fpl",114,"5","2","1","413.6","5.39999999999998"
"1555","fpl",115,"11","2","1","445.7","43.3"
"1556","fpl",116,"3","2","1","273","8"
"1557","fpl",117,"6","2","1","342.9","41.1"
"1558","fpl",118,"6","1","1","313.2","70.8"
"1559","fpl",119,"6","2","1","438.4","16.6"
"1560","fpl",120,"5","2","1","313","36"
"1561","fzx",1,"4","2","1","393.7","26.3"
"1562","fzx",2,"6","2","1","383","2"
"1563","fzx",3,"2","1","1","210.7","104.3"
"1564","fzx",4,"3","2","1","266.5","47.5"
"1565","fzx",5,"4","2","1","426.6","28.4"
"1566","fzx",6,"2","1","1","234","151"
"1567","fzx",7,"3","2","1","281.7","34.3"
"1568","fzx",8,"4","2","1","372.9","12.1"
"1569","fzx",9,"4","2","1","327.7","57.3"
"1570","fzx",10,"6","2","1","364.2","21.8"
"1571","fzx",11,"4","1","1","299.6","85.4"
"1572","fzx",12,"3","2","1","252.2","63.8"
"1573","fzx",13,"6","2","1","426","63"
"1574","fzx",14,"4","2","1","328.3","21.7"
"1575","fzx",15,"6","1","1","408.4","114.6"
"1576","fzx",16,"4","1","1","366.3","88.7"
"1577","fzx",17,"7","2","1","475.5","12.5"
"1578","fzx",18,"3","1","1","178.8","379.2"
"1579","fzx",19,"3","2","1","294.4","19.6"
"1580","fzx",20,"5","2","1","404.1","15.9"
"1581","fzx",21,"4","2","1","368.7","16.3"
"1582","fzx",22,"11","1","1","416.5","72.5"
"1583","fzx",23,"4","1","1","295.5","88.5"
"1584","fzx",24,"4","2","1","464.5","24.5"
"1585","fzx",25,"7","2","1","350","34"
"1586","fzx",26,"4","2","1","429.2","59.8"
"1587","fzx",27,"3","1","1","339.4","114.6"
"1588","fzx",28,"2","1","1","257.3","92.7"
"1589","fzx",29,"4","2","1","367.3","17.7"
"1590","fzx",30,"2","1","1","174.1","105.9"
"1591","fzx",31,"2","1","1","208.9","70.1"
"1592","fzx",32,"5","2","1","531.5","26.5"
"1593","fzx",33,"4","2","1","401.2","17.8"
"1594","fzx",34,"4","1","1","468.7","88.3"
"1595","fzx",35,"3","1","1","243.8","106.2"
"1596","fzx",36,"2","1","1","153.6","266.4"
"1597","fzx",37,"5","2","1","412.4","41.6"
"1598","fzx",38,"5","2","1","392.5","61.5"
"1599","fzx",39,"1","2","1","181.6","65.4"
"1600","fzx",40,"5","2","1","380.1","3.89999999999998"
"1601","fzx",41,"3","1","1","310.9","144.1"
"1602","fzx",42,"5","1","1","411.7","111.3"
"1603","fzx",43,"6","2","1","328.8","56.2"
"1604","fzx",44,"2","2","1","334.8","15.2"
"1605","fzx",45,"3","1","1","296.6","157.4"
"1606","fzx",46,"2","2","1","481","41"
"1607","fzx",47,"3","1","1","281.5","70.5"
"1608","fzx",48,"7","2","1","471.5","17.5"
"1609","fzx",49,"3","2","1","309.2","5.80000000000001"
"1610","fzx",50,"9","2","2","414.5","40.5"
"1611","fzx",51,"5","2","1","513.3","45.7"
"1612","fzx",52,"NA","NA","NA","NA","NA"
"1613","fzx",53,"7","2","1","422.7","28.3"
"1614","fzx",54,"5","1","1","372.3","82.7"
"1615","fzx",55,"4","1","1","277.5","72.5"
"1616","fzx",56,"5","2","1","482.5","40.5"
"1617","fzx",57,"3","2","1","400.6","18.4"
"1618","fzx",58,"2","1","1","220.1","95.9"
"1619","fzx",59,"1","1","1","187.9","162.1"
"1620","fzx",60,"8","2","1","375.4","44.6"
"1621","fzx",61,"NA","NA","NA","NA","NA"
"1622","fzx",62,"6","2","1","437.8","51.2"
"1623","fzx",63,"9","2","1","398","57"
"1624","fzx",64,"9","2","1","451.9","1.10000000000002"
"1625","fzx",65,"5","1","1","421.4","67.6"
"1626","fzx",66,"3","1","1","245.1","71.9"
"1627","fzx",67,"3","1","1","266.9","116.1"
"1628","fzx",68,"4","2","1","296.4","53.6"
"1629","fzx",69,"3","2","1","279.3","35.7"
"1630","fzx",70,"7","2","2","402.1","18.9"
"1631","fzx",71,"2","1","1","350.6","137.4"
"1632","fzx",72,"5","2","1","388.2","31.8"
"1633","fzx",73,"4","1","1","410","147"
"1634","fzx",74,"4","2","1","275.3","38.7"
"1635","fzx",75,"4","2","1","458.9","63.1"
"1636","fzx",76,"4","2","1","421.8","33.2"
"1637","fzx",77,"10","2","1","459.2","63.8"
"1638","fzx",78,"5","2","1","399.7","55.3"
"1639","fzx",79,"5","1","1","360.6","93.4"
"1640","fzx",80,"3","1","1","295","122"
"1641","fzx",81,"8","1","2","411.2","111.8"
"1642","fzx",82,"3","2","1","389.1","64.9"
"1643","fzx",83,"3","1","1","263.9","121.1"
"1644","fzx",84,"5","2","1","488","35"
"1645","fzx",85,"6","2","1","461.2","61.8"
"1646","fzx",86,"5","1","1","435","88"
"1647","fzx",87,"5","2","1","271.9","43.1"
"1648","fzx",88,"1","1","1","187.8","92.2"
"1649","fzx",89,"5","1","1","326.3","94.7"
"1650","fzx",90,"5","2","1","499.9","22.1"
"1651","fzx",91,"6","2","1","357.3","27.7"
"1652","fzx",92,"2","2","1","314.5","35.5"
"1653","fzx",93,"5","2","1","480.3","41.7"
"1654","fzx",94,"2","1","1","169.8","111.2"
"1655","fzx",95,"5","2","1","439.6","47.4"
"1656","fzx",96,"4","2","1","291.4","24.6"
"1657","fzx",97,"5","2","1","308","42"
"1658","fzx",98,"3","2","1","327.6","57.4"
"1659","fzx",99,"3","1","1","277.8","106.2"
"1660","fzx",100,"7","1","1","288.1","130.9"
"1661","fzx",101,"3","1","1","241","74"
"1662","fzx",102,"2","1","1","144.6","171.4"
"1663","fzx",103,"3","1","1","189.5","195.5"
"1664","fzx",104,"3","1","1","307.3","75.7"
"1665","fzx",105,"2","1","1","185.6","164.4"
"1666","fzx",106,"11","2","2","427.4","60.6"
"1667","fzx",107,"4","1","1","257.9","126.1"
"1668","fzx",108,"3","1","1","351.7","171.3"
"1669","fzx",109,"5","2","1","332.4","53.6"
"1670","fzx",110,"4","2","1","335.8","50.2"
"1671","fzx",111,"3","1","1","338.4","80.6"
"1672","fzx",112,"2","1","1","334.9","154.1"
"1673","fzx",113,"3","2","1","363.5","54.5"
"1674","fzx",114,"2","1","1","265.3","153.7"
"1675","fzx",115,"9","2","1","482.2","6.80000000000001"
"1676","fzx",116,"2","1","1","173.1","107.9"
"1677","fzx",117,"5","2","1","334.8","49.2"
"1678","fzx",118,"3","1","1","292.5","91.5"
"1679","fzx",119,"5","1","1","375.9","79.1"
"1680","fzx",120,"4","2","1","316.8","32.2"
"1681","gcl",1,"4","1","1","303.8","116.2"
"1682","gcl",2,"7","2","1","342.8","42.2"
"1683","gcl",3,"4","2","1","257.4","57.6"
"1684","gcl",4,"6","2","3","257.5","56.5"
"1685","gcl",5,"5","1","1","365.8","89.2"
"1686","gcl",6,"4","2","1","371.1","13.9"
"1687","gcl",7,"4","2","1","279.7","36.3"
"1688","gcl",8,"4","2","1","348","37"
"1689","gcl",9,"5","2","1","340.9","44.1"
"1690","gcl",10,"6","2","1","332.5","53.5"
"1691","gcl",11,"2","1","1","213.7","171.3"
"1692","gcl",12,"4","2","1","253.2","62.8"
"1693","gcl",13,"6","2","1","449.8","39.2"
"1694","gcl",14,"4","2","1","304.2","45.8"
"1695","gcl",15,"5","1","1","431.8","91.2"
"1696","gcl",16,"6","2","1","420.8","34.2"
"1697","gcl",17,"7","2","1","429.1","58.9"
"1698","gcl",18,"8","2","1","547.4","10.6"
"1699","gcl",19,"5","2","2","307.4","6.60000000000002"
"1700","gcl",20,"6","2","1","359.4","60.6"
"1701","gcl",21,"4","2","1","365.1","19.9"
"1702","gcl",22,"7","1","1","365.3","123.7"
"1703","gcl",23,"4","2","1","329.9","54.1"
"1704","gcl",24,"7","2","1","435.9","53.1"
"1705","gcl",25,"7","2","2","362.4","21.6"
"1706","gcl",26,"6","2","1","473.6","15.4"
"1707","gcl",27,"4","2","1","404.2","49.8"
"1708","gcl",28,"3","2","1","308.8","41.2"
"1709","gcl",29,"7","2","1","362.9","22.1"
"1710","gcl",30,"2","2","1","233.2","46.8"
"1711","gcl",31,"2","2","1","212","67"
"1712","gcl",32,"6","2","1","536.3","21.7"
"1713","gcl",33,"4","1","1","339.7","79.3"
