"","RECORDING_SESSION_LABEL","sentence","CURRENT_FIX_INDEX","CURRENT_FIX_INTEREST_AREA_INDEX","CURRENT_FIX_INTEREST_AREA_RUN_ID","CURRENT_FIX_X","LaunchSite"
"259","chenxy",19,"4","2","2","262.8","51.2"
"260","chenxy",20,"3","2","1","365.5","54.5"
"261","chenxy",21,"5","2","1","368","17"
"262","chenxy",22,"6","2","1","436.4","52.6"
"263","chenxy",23,"4","2","1","342.3","41.7"
"264","chenxy",24,"6","2","1","469.3","19.7"
"265","chenxy",25,"8","2","2","377.6","6.39999999999998"
"266","chenxy",26,"6","2","1","462.6","26.4"
"267","chenxy",27,"3","1","1","310.9","143.1"
"268","chenxy",28,"3","2","1","306.5","43.5"
"269","chenxy",29,"5","1","2","313","72"
"270","chenxy",30,"3","2","2","279.4","0.600000000000023"
"271","chenxy",31,"3","2","1","233","46"
"272","chenxy",32,"6","2","2","526.9","31.1"
"273","chenxy",33,"7","2","2","378.3","40.7"
"274","chenxy",34,"8","2","1","550.8","6.20000000000005"
"275","chenxy",35,"9","2","2","349.5","0.5"
"276","chenxy",36,"13","2","1","416","4"
"277","chenxy",37,"4","1","1","344.7","109.3"
"278","chenxy",38,"8","2","2","437.7","16.3"
"279","chenxy",39,"2","2","1","188.7","58.3"
"280","chenxy",40,"4","1","2","298.8","85.2"
"281","chenxy",41,"5","2","1","444.8","10.2"
"282","chenxy",42,"7","2","1","521.6","1.39999999999998"
"283","chenxy",43,"5","2","1","362.9","22.1"
"284","chenxy",44,"7","2","1","349.4","0.600000000000023"
"285","chenxy",45,"6","2","1","398.3","55.7"
"286","chenxy",46,"5","1","1","430.4","91.6"
"287","chenxy",47,"15","2","1","286.6","65.4"
"288","chenxy",48,"6","1","1","416.9","72.1"
"289","chenxy",49,"2","1","1","180.4","134.6"
"290","chenxy",50,"4","2","1","401.5","53.5"
"291","chenxy",51,"7","1","1","456.7","102.3"
"292","chenxy",52,"5","2","1","444.8","44.2"
"293","chenxy",53,"5","2","1","397.1","53.9"
"294","chenxy",54,"7","2","1","438.9","16.1"
"295","chenxy",55,"4","2","1","334","16"
"296","chenxy",56,"7","1","1","444.5","78.5"
"297","chenxy",57,"5","2","1","362.35","56.65"
"298","chenxy",58,"NA","NA","NA","NA","NA"
"299","chenxy",59,"4","2","1","325.4","24.6"
"300","chenxy",60,"7","2","1","397.1","22.9"
"301","chenxy",61,"5","2","1","437.8","17.2"
"302","chenxy",62,"7","2","1","488.2","0.800000000000011"
"303","chenxy",63,"5","2","1","426.4","28.6"
"304","chenxy",64,"5","1","1","343.9","109.1"
"305","chenxy",65,"8","2","1","447.3","41.7"
"306","chenxy",66,"NA","NA","NA","NA","NA"
"307","chenxy",67,"12","2","2","337","46"
"308","chenxy",68,"3","1","1","258","92"
"309","chenxy",69,"NA","NA","NA","NA","NA"
"310","chenxy",70,"8","2","2","397.6","23.4"
"311","chenxy",71,"7","2","1","429.9","58.1"
"312","chenxy",72,"5","1","1","326.2","93.8"
"313","chenxy",73,"7","2","1","494.4","62.6"
"314","chenxy",74,"NA","NA","NA","NA","NA"
"315","chenxy",75,"4","1","1","409.4","112.6"
"316","chenxy",76,"3","1","1","347.1","107.9"
"317","chenxy",77,"9","1","1","444.2","78.8"
"318","chenxy",78,"6","2","2","424.5","30.5"
"319","chenxy",79,"5","1","1","367.8","86.2"
"320","chenxy",80,"8","2","2","409.9","7.10000000000002"
"321","chenxy",81,"5","1","1","387.2","135.8"
"322","chenxy",82,"4","2","1","405.2","48.8"
"323","chenxy",83,"4","2","2","376.3","8.69999999999999"
"324","chenxy",84,"7","2","1","502.3","20.7"
"325","chenxy",85,"5","1","1","395.7","127.3"
"326","chenxy",86,"5","2","1","496.5","26.5"
"327","chenxy",87,"NA","NA","NA","NA","NA"
"328","chenxy",88,"3","2","2","218.5","61.5"
"329","chenxy",89,"7","2","1","354.9","66.1"
"330","chenxy",90,"5","1","1","380.2","141.8"
"331","chenxy",91,"NA","NA","NA","NA","NA"
"332","chenxy",92,"4","1","1","146.8","203.2"
"333","chenxy",93,"4","1","1","416.2","105.8"
"334","chenxy",94,"2","1","1","197.1","83.9"
"335","chenxy",95,"7","2","1","480.8","6.19999999999999"
"336","chenxy",96,"3","2","1","303.05","12.95"
"337","chenxy",97,"5","2","2","332.6","17.4"
"338","chenxy",98,"7","2","1","334.4","50.6"
"339","chenxy",99,"4","2","1","356.1","27.9"
"340","chenxy",100,"3","2","1","354.1","64.9"
"341","chenxy",101,"1","2","1","270.7","44.3"
"342","chenxy",102,"NA","NA","NA","NA","NA"
"343","chenxy",103,"7","1","1","258.4","126.6"
"344","chenxy",104,"4","2","1","342","41"
"345","chenxy",105,"4","1","1","259.7","90.3"
"346","chenxy",106,"8","1","2","366.2","121.8"
"347","chenxy",107,"4","2","1","342.9","41.1"
"348","chenxy",108,"5","1","1","429.5","93.5"
"349","chenxy",109,"5","2","1","328.6","57.4"
"350","chenxy",110,"6","2","2","364.1","21.9"
"351","chenxy",111,"4","2","2","378.4","40.6"
"352","chenxy",112,"6","2","1","456.6","32.4"
"353","chenxy",113,"5","2","1","351.8","66.2"
"354","chenxy",114,"3","1","1","297","122"
"355","chenxy",115,"8","2","1","420.2","68.8"
"356","chenxy",116,"2","1","1","211.5","69.5"
"357","chenxy",117,"3","2","1","336.2","47.8"
"358","chenxy",118,"4","2","1","343.5","40.5"
"359","chenxy",119,"10","2","1","453.5","1.5"
"360","chenxy",120,"6","2","2","295.7","53.3"
"361","ck",1,"2","1","1","319.2","100.8"
"362","ck",2,"9","2","1","363.3","21.7"
"363","ck",3,"3","2","1","303.4","11.6"
"364","ck",4,"4","2","1","309.7","4.30000000000001"
"365","ck",5,"5","2","1","434.8","20.2"
"366","ck",6,"3","1","1","312.9","72.1"
"367","ck",7,"2","2","1","279.4","36.6"
"368","ck",8,"2","2","1","328.6","56.4"
"369","ck",9,"NA","NA","NA","NA","NA"
"370","ck",10,"4","2","1","339.7","46.3"
"371","ck",11,"4","2","1","351.2","33.8"
"372","ck",12,"NA","NA","NA","NA","NA"
"373","ck",13,"5","2","1","461","28"
"374","ck",14,"4","2","1","347.8","2.19999999999999"
"375","ck",15,"5","1","1","443.2","79.8"
"376","ck",16,"6","2","1","413.7","41.3"
"377","ck",17,"6","2","1","476.7","11.3"
"378","ck",18,"8","2","1","557.3","0.700000000000045"
"379","ck",19,"3","2","1","277.2","36.8"
"380","ck",20,"4","2","1","360.8","59.2"
"381","ck",21,"5","2","2","361.9","23.1"
"382","ck",22,"6","2","1","488.2","0.800000000000011"
"383","ck",23,"4","2","1","357.9","26.1"
"384","ck",24,"6","1","1","353.4","135.6"
"385","ck",25,"5","1","1","312.6","71.4"
"386","ck",26,"9","2","1","429.3","59.7"
"387","ck",27,"4","2","1","386.1","67.9"
"388","ck",28,"3","2","1","318.6","31.4"
"389","ck",29,"3","2","1","375","10"
"390","ck",30,"2","2","1","232.7","47.3"
"391","ck",31,"2","2","1","214.7","64.3"
"392","ck",32,"6","1","1","457.1","100.9"
"393","ck",33,"4","2","1","374.4","44.6"
"394","ck",34,"5","1","1","467","90"
"395","ck",35,"3","2","1","292.3","57.7"
"396","ck",36,"3","1","1","317.6","102.4"
"397","ck",37,"4","1","1","351.1","102.9"
"398","ck",38,"5","2","1","389.1","64.9"
"399","ck",39,"2","2","1","199.2","47.8"
"400","ck",40,"3","2","1","316.6","67.4"
"401","ck",41,"4","2","1","447.5","7.5"
"402","ck",42,"4","2","1","458.9","64.1"
"403","ck",43,"4","1","1","315.1","69.9"
"404","ck",44,"4","2","1","295.2","54.8"
"405","ck",45,"6","2","1","404.5","49.5"
"406","ck",46,"4","2","1","505.1","16.9"
"407","ck",47,"4","2","1","293.7","58.3"
"408","ck",48,"8","2","3","429","60"
"409","ck",49,"2","2","1","268.3","46.7"
"410","ck",50,"4","2","1","438.6","16.4"
"411","ck",51,"6","2","1","496.7","62.3"
"412","ck",52,"4","1","1","418.2","70.8"
"413","ck",53,"7","2","1","416.7","34.3"
"414","ck",54,"7","2","1","399.4","55.6"
"415","ck",55,"5","2","1","300.2","49.8"
"416","ck",56,"6","1","1","408.6","114.4"
"417","ck",57,"3","1","1","343.1","75.9"
"418","ck",58,"3","1","1","245","71"
"419","ck",59,"3","2","1","326.5","23.5"
"420","ck",60,"7","2","1","419.8","0.199999999999989"
"421","ck",61,"1","1","1","115.7","339.3"
"422","ck",62,"4","2","1","455.4","33.6"
"423","ck",63,"6","1","1","381.3","73.7"
"424","ck",64,"4","2","1","385.1","67.9"
"425","ck",65,"5","1","1","399.1","89.9"
"426","ck",66,"1","1","1","119.8","197.2"
"427","ck",67,"5","2","1","333.6","49.4"
"428","ck",68,"3","2","1","308.9","41.1"
"429","ck",69,"3","2","1","290","25"
"430","ck",70,"5","2","1","370","51"
"431","ck",71,"4","1","1","346.9","141.1"
"432","ck",72,"6","2","1","384.9","35.1"
"433","ck",73,"3","1","1","400.6","156.4"
"434","ck",74,"3","2","1","300.9","13.1"
"435","ck",75,"5","1","1","439.6","82.4"
"436","ck",76,"4","2","1","394.8","60.2"
"437","ck",77,"NA","NA","NA","NA","NA"
"438","ck",78,"6","2","2","444.8","10.2"
"439","ck",79,"7","2","1","416.2","37.8"
"440","ck",80,"4","2","1","381.2","35.8"
"441","ck",81,"5","2","1","470.6","52.4"
"442","ck",82,"4","2","1","437.7","16.3"
"443","ck",83,"3","1","1","315.6","69.4"
"444","ck",84,"5","2","1","490.6","32.4"
"445","ck",85,"5","2","1","458.5","64.5"
"446","ck",86,"8","2","1","491.7","31.3"
"447","ck",87,"5","2","1","280.9","34.1"
"448","ck",88,"2","2","1","236.3","43.7"
"449","ck",89,"8","2","2","412.8","8.19999999999999"
"450","ck",90,"5","1","1","452","70"
"451","ck",91,"3","2","1","341.9","43.1"
"452","ck",92,"3","2","1","321.7","28.3"
"453","ck",93,"13","2","2","465.7","56.3"
"454","ck",94,"3","2","1","234.7","46.3"
"455","ck",95,"4","1","2","399","88"
"456","ck",96,"3","2","1","270.4","45.6"
"457","ck",97,"1","1","1","118.4","231.6"
"458","ck",98,"3","2","1","358.4","26.6"
"459","ck",99,"3","2","1","378.1","5.89999999999998"
"460","ck",100,"4","2","1","357","62"
"461","ck",101,"3","1","1","244.6","70.4"
"462","ck",102,"4","2","2","263.1","52.9"
"463","ck",103,"NA","NA","NA","NA","NA"
"464","ck",104,"4","2","1","353.1","29.9"
"465","ck",105,"6","2","1","340.6","9.39999999999998"
"466","ck",106,"NA","NA","NA","NA","NA"
"467","ck",107,"3","1","1","283.6","100.4"
"468","ck",108,"5","2","1","508.6","14.4"
"469","ck",109,"3","1","1","294.7","91.3"
"470","ck",110,"4","1","1","279.8","106.2"
"471","ck",111,"6","1","1","322.3","96.7"
"472","ck",112,"5","2","1","488.1","0.899999999999977"
"473","ck",113,"4","2","1","413.7","4.30000000000001"
"474","ck",114,"4","2","1","401.6","17.4"
"475","ck",115,"6","1","1","404.6","84.4"
"476","ck",116,"5","2","2","270.8","10.2"
"477","ck",117,"3","1","1","294.7","89.3"
"478","ck",118,"7","2","1","378.2","5.80000000000001"
"479","ck",119,"6","2","1","414.6","40.4"
"480","ck",120,"5","2","2","290.3","58.7"
"481","cl",1,"6","2","1","380.4","39.6"
"482","cl",2,"8","2","1","356.6","28.4"
"483","cl",3,"4","2","1","305.5","9.5"
"484","cl",4,"4","2","1","304","10"
"485","cl",5,"8","2","1","447.9","7.10000000000002"
"486","cl",6,"6","2","1","347","38"
"487","cl",7,"4","2","1","298.3","17.7"
"488","cl",8,"5","2","1","331.5","53.5"
"489","cl",9,"4","1","1","300.5","84.5"
"490","cl",10,"5","2","1","328.8","57.2"
"491","cl",11,"6","2","1","348.6","36.4"
"492","cl",12,"4","2","1","305.6","10.4"
"493","cl",13,"7","2","1","466.3","22.7"
"494","cl",14,"4","2","1","322.1","27.9"
"495","cl",15,"6","1","1","444.7","78.3"
"496","cl",16,"6","2","1","434.7","20.3"
"497","cl",17,"7","2","1","481.6","6.39999999999998"
"498","cl",18,"8","2","1","524.3","33.7"
"499","cl",19,"4","2","1","264.6","49.4"
"500","cl",20,"10","2","1","403.1","16.9"
"501","cl",21,"5","2","1","345","40"
"502","cl",22,"10","2","1","475.5","13.5"
"503","cl",23,"6","2","1","361.4","22.6"
"504","cl",24,"11","2","1","449","40"
"505","cl",25,"7","3","1","384","0"
"506","cl",26,"6","2","1","470.6","18.4"
"507","cl",27,"7","2","1","418.5","35.5"
"508","cl",28,"4","2","1","303.7","46.3"
"509","cl",29,"6","2","1","373.6","11.4"
"510","cl",30,"4","2","1","214.6","65.4"
"511","cl",31,"3","2","1","236.3","42.7"
"512","cl",32,"10","2","1","504.5","53.5"
"513","cl",33,"5","2","1","395.9","23.1"
"514","cl",34,"7","2","1","552.5","4.5"
"515","cl",35,"5","2","1","337.8","12.2"
"516","cl",36,"7","1","1","341.1","78.9"
"517","cl",37,"6","1","1","352.2","101.8"
"518","cl",38,"7","2","1","398.2","55.8"
"519","cl",39,"3","2","1","244.9","2.09999999999999"
"520","cl",40,"4","1","1","298.4","85.6"
"521","cl",41,"7","2","1","446.5","8.5"
"522","cl",42,"7","2","1","511.4","11.6"
"523","cl",43,"6","2","1","379.5","5.5"
"524","cl",44,"7","2","1","313.6","36.4"
"525","cl",45,"7","2","1","419.4","34.6"
"526","cl",46,"6","2","1","490.7","31.3"
"527","cl",47,"5","2","1","347.7","4.30000000000001"
"528","cl",48,"6","2","1","470.2","18.8"
"529","cl",49,"3","2","1","281.7","33.3"
"530","cl",50,"6","2","1","407.2","47.8"
"531","cl",51,"9","2","1","557.4","1.60000000000002"
"532","cl",52,"7","2","1","479.7","9.30000000000001"
"533","cl",53,"5","1","1","381.1","69.9"
"534","cl",54,"6","2","1","426.7","28.3"
"535","cl",55,"5","2","1","339.1","10.9"
"536","cl",56,"8","2","1","517.4","5.60000000000002"
"537","cl",57,"5","2","1","389.9","29.1"
"538","cl",58,"5","2","1","289.6","26.4"
"539","cl",59,"4","2","1","332.8","17.2"
"540","cl",60,"6","2","1","401.9","18.1"
"541","cl",61,"5","2","1","402","53"
"542","cl",62,"6","2","1","442.1","46.9"
"543","cl",63,"6","2","1","449","6"
"544","cl",64,"6","2","1","403.8","49.2"
"545","cl",65,"8","1","1","417.3","71.7"
