"","RECORDING_SESSION_LABEL","sentence","word_complex","preview","condition","CURRENT_FIX_INDEX","CURRENT_FIX_INTEREST_AREA_ID","CURRENT_FIX_INTEREST_AREA_RUN_ID","CURRENT_FIX_X"
"1","01mwl",1,"LC","ID","LC_ID",4,"2","1",388.5
"2","01mwl",2,"LC","ID","LC_ID",6,"1","1",399.6
"3","01mwl",3,"LC","ID","LC_ID",8,"1","1",435.9
"4","01mwl",4,"LC","ID","LC_ID",4,"2","1",366.2
"5","01mwl",5,"LC","ID","LC_ID",5,"2","1",339.1
"6","01mwl",6,"LC","ID","LC_ID",4,"2","1",256.2
"7","01mwl",7,"LC","ID","LC_ID",9,"2","1",460.2
"8","01mwl",8,"LC","ID","LC_ID",4,"1","1",420.2
"9","01mwl",9,"LC","ID","LC_ID",7,"1","1",402.1
"10","01mwl",10,"LC","ID","LC_ID",5,"1","1",328.3
"11","01mwl",11,"LC","ID","LC_ID",6,"1","1",497.2
"12","01mwl",12,"LC","ID","LC_ID",5,"1","1",295.4
"13","01mwl",13,"LC","ID","LC_ID",4,"1","1",367.6
"14","01mwl",14,"LC","ID","LC_ID",8,"2","1",402.5
"15","01mwl",15,"LC","ID","LC_ID",4,"1","1",296.3
"16","01mwl",16,"LC","ID","LC_ID",3,"1","1",249
"17","01mwl",17,"LC","TP","LC_TP",4,"2","1",337.3
"18","01mwl",18,"LC","TP","LC_TP",7,"2","1",404.3
"19","01mwl",19,"LC","TP","LC_TP",6,"2","1",503.3
"20","01mwl",20,"LC","TP","LC_TP",5,"2","1",305.7
"21","01mwl",21,"LC","TP","LC_TP",5,"1","1",298.4
"22","01mwl",22,"LC","TP","LC_TP",3,"1","1",292.9
"23","01mwl",23,"LC","TP","LC_TP",12,"2","1",309.1
"24","01mwl",24,"LC","TP","LC_TP",4,"2","1",347.4
"25","01mwl",25,"LC","TP","LC_TP",5,"2","1",305.4
"26","01mwl",26,"LC","TP","LC_TP",12,"2","1",392.3
"27","01mwl",27,"LC","TP","LC_TP",3,"1","1",222.1
"28","01mwl",28,"LC","TP","LC_TP",3,"1","1",206.4
"29","01mwl",29,"LC","TP","LC_TP",5,"1","1",321.4
"30","01mwl",30,"LC","TP","LC_TP",3,"2","1",340.9
"31","01mwl",31,"LC","TP","LC_TP",5,"2","1",322.3
"32","01mwl",32,"LC","TP","LC_TP",5,"1","1",355.2
"33","01mwl",33,"LC","JL","LC_JL",3,"1","1",309.6
"34","01mwl",34,"LC","JL","LC_JL",8,"2","1",348.1
"35","01mwl",35,"LC","JL","LC_JL",6,"2","1",426
"36","01mwl",36,"LC","JL","LC_JL",5,"1","1",386.6
"37","01mwl",37,"LC","JL","LC_JL",5,"1","1",252.1
"38","01mwl",38,"LC","JL","LC_JL",4,"1","1",397.7
"39","01mwl",39,"LC","JL","LC_JL",6,"2","1",288.9
"40","01mwl",40,"LC","JL","LC_JL",6,"2","1",414
"41","01mwl",41,"LC","JL","LC_JL",5,"1","1",405.8
"42","01mwl",42,"LC","JL","LC_JL",3,"1","1",209.6
"43","01mwl",43,"LC","JL","LC_JL",3,"2","1",241.7
"44","01mwl",44,"LC","JL","LC_JL",6,"1","1",394.6
"45","01mwl",45,"LC","JL","LC_JL",4,"2","1",320.1
"46","01mwl",46,"LC","JL","LC_JL",14,"1","1",460.4
"47","01mwl",47,"LC","JL","LC_JL",7,"2","1",400.6
"48","01mwl",48,"LC","JL","LC_JL",8,"2","1",468.3
"49","01mwl",49,"LC","JH","LC_JH",5,"2","1",473.8
"50","01mwl",50,"LC","JH","LC_JH",3,"1","1",262
"51","01mwl",51,"LC","JH","LC_JH",5,"2","1",462.5
"52","01mwl",52,"LC","JH","LC_JH",6,"1","1",370
"53","01mwl",53,"LC","JH","LC_JH",5,"2","1",431.8
"54","01mwl",54,"LC","JH","LC_JH",4,"2","1",318.1
"55","01mwl",55,"LC","JH","LC_JH",3,"1","1",283.7
"56","01mwl",56,"LC","JH","LC_JH",4,"1","1",370.8
"57","01mwl",57,"LC","JH","LC_JH",8,"2","1",363.5
"58","01mwl",58,"LC","JH","LC_JH",4,"1","1",337.9
"59","01mwl",59,"LC","JH","LC_JH",5,"2","1",390.9
"60","01mwl",60,"LC","JH","LC_JH",5,"1","1",392.3
"61","01mwl",61,"LC","JH","LC_JH",7,"1","1",364
"62","01mwl",62,"LC","JH","LC_JH",8,"2","1",414.9
"63","01mwl",63,"LC","JH","LC_JH",4,"1","1",350.2
"64","01mwl",64,"LC","JH","LC_JH",5,"1","1",328.5
"65","01mwl",65,"HC","ID","HC_ID",8,"2","1",539.4
"66","01mwl",66,"HC","ID","HC_ID",3,"1","1",228.3
"67","01mwl",67,"HC","ID","HC_ID",5,"1","1",329.8
"68","01mwl",68,"HC","ID","HC_ID",12,"1","1",417.9
"69","01mwl",69,"HC","ID","HC_ID",6,"2","1",340.7
"70","01mwl",70,"HC","ID","HC_ID",5,"2","1",299.4
"71","01mwl",71,"HC","ID","HC_ID",8,"1","1",431.8
"72","01mwl",72,"HC","ID","HC_ID",4,"2","1",291.9
"73","01mwl",73,"HC","ID","HC_ID",5,"1","1",381.8
"74","01mwl",74,"HC","ID","HC_ID",8,"2","1",499.1
"75","01mwl",75,"HC","ID","HC_ID",4,"2","1",278.4
"76","01mwl",76,"HC","ID","HC_ID",5,"2","1",291.5
"77","01mwl",77,"HC","ID","HC_ID",5,"2","1",394.9
"78","01mwl",78,"HC","ID","HC_ID",3,"1","1",229.3
"79","01mwl",79,"HC","ID","HC_ID",3,"1","1",220
"80","01mwl",80,"HC","ID","HC_ID",4,"1","1",289.3
"81","01mwl",81,"HC","TP","HC_TP",6,"2","1",376.9
"82","01mwl",82,"HC","TP","HC_TP",4,"1","1",327.1
"83","01mwl",83,"HC","TP","HC_TP",11,"2","1",489.9
"84","01mwl",84,"HC","TP","HC_TP",8,"1","1",272.4
"85","01mwl",85,"HC","TP","HC_TP",13,"1","1",315.4
"86","01mwl",86,"HC","TP","HC_TP",7,"2","1",496.4
"87","01mwl",87,"HC","TP","HC_TP",7,"2","1",392.3
"88","01mwl",88,"HC","TP","HC_TP",4,"1","1",329.2
"89","01mwl",89,"HC","TP","HC_TP",5,"1","1",347
"90","01mwl",90,"HC","TP","HC_TP",5,"1","1",373.3
"91","01mwl",91,"HC","TP","HC_TP",7,"1","1",463.4
"92","01mwl",92,"HC","TP","HC_TP",5,"1","1",284.6
"93","01mwl",93,"HC","TP","HC_TP",8,"2","1",493
"94","01mwl",94,"HC","TP","HC_TP",7,"1","1",382.7
"95","01mwl",95,"HC","TP","HC_TP",3,"1","1",236.3
"96","01mwl",96,"HC","TP","HC_TP",6,"2","1",445.7
"97","01mwl",97,"HC","JL","HC_JL",6,"2","1",343.9
"98","01mwl",98,"HC","JL","HC_JL",5,"2","1",356.9
"99","01mwl",99,"HC","JL","HC_JL",3,"1","1",272.8
"100","01mwl",100,"HC","JL","HC_JL",3,"2","1",274
"101","01mwl",101,"HC","JL","HC_JL",2,"1","1",215.4
"102","01mwl",102,"HC","JL","HC_JL",6,"2","1",306.8
"103","01mwl",103,"HC","JL","HC_JL",10,"1","1",452.1
"104","01mwl",104,"HC","JL","HC_JL",5,"1","1",427.7
"105","01mwl",105,"HC","JL","HC_JL",4,"1","1",237.6
"106","01mwl",106,"HC","JL","HC_JL",7,"1","1",285.2
"107","01mwl",107,"HC","JL","HC_JL",5,"2","1",384.1
"108","01mwl",108,"HC","JL","HC_JL",6,"1","1",297.2
"109","01mwl",109,"HC","JL","HC_JL",8,"1","1",470.7
"110","01mwl",110,"HC","JL","HC_JL",6,"1","1",440.9
"111","01mwl",111,"HC","JL","HC_JL",7,"2","1",419.4
"112","01mwl",112,"HC","JL","HC_JL",4,"1","1",267.5
"113","01mwl",113,"HC","JH","HC_JH",3,"2","1",244.8
"114","01mwl",114,"HC","JH","HC_JH",4,"1","1",359.4
"115","01mwl",115,"HC","JH","HC_JH",4,"1","1",286.8
"116","01mwl",116,"HC","JH","HC_JH",5,"1","1",405.6
"117","01mwl",117,"HC","JH","HC_JH",6,"1","1",422.8
"118","01mwl",118,"HC","JH","HC_JH",4,"1","1",303.4
"119","01mwl",119,"HC","JH","HC_JH",5,"2","1",363.2
"120","01mwl",120,"HC","JH","HC_JH",2,"2","1",243.1
"121","01mwl",121,"HC","JH","HC_JH",6,"1","1",401.1
"122","01mwl",122,"HC","JH","HC_JH",8,"2","1",496
"123","01mwl",123,"HC","JH","HC_JH",7,"2","1",449.3
"124","01mwl",124,"HC","JH","HC_JH",5,"2","1",307.6
"125","01mwl",125,"HC","JH","HC_JH",4,"2","1",312.1
"126","01mwl",126,"HC","JH","HC_JH",3,"1","1",348.7
"127","01mwl",127,"HC","JH","HC_JH",3,"2","1",232.8
"128","01mwl",128,"HC","JH","0",5,"1","1",328.6
"129","03lx",1,"LC","ID","LC_ID",3,"1","1",358.1
"210","03lx",2,"LC","ID","LC_ID",8,"2","1",428.8
"310","03lx",3,"LC","ID","LC_ID",7,"2","1",451.2
"410","03lx",4,"LC","ID","LC_ID",5,"2","1",367.4
"510","03lx",5,"LC","ID","LC_ID",3,"2","1",316.4
"610","03lx",6,"LC","ID","LC_ID",4,"2","1",251
"710","03lx",7,"LC","ID","LC_ID",6,"2","1",444.8
"810","03lx",8,"LC","ID","LC_ID",11,"2","1",537.1
"910","03lx",9,"LC","ID","LC_ID",6,"1","1",342.6
"1010","03lx",10,"LC","ID","LC_ID",8,"2","1",414.3
"1110","03lx",11,"LC","ID","LC_ID",7,"1","1",496.8
"1210","03lx",12,"LC","ID","LC_ID",4,"1","1",299.1
"131","03lx",13,"LC","ID","LC_ID",8,"2","1",374.7
"141","03lx",14,"LC","ID","LC_ID",5,"1","1",372.7
"151","03lx",15,"LC","ID","LC_ID",5,"1","1",288.6
"161","03lx",16,"LC","ID","LC_ID",3,"2","1",291.3
"171","03lx",17,"LC","TP","LC_TP",6,"2","1",315.5
"181","03lx",18,"LC","TP","LC_TP",7,"2","1",392.5
"191","03lx",19,"LC","TP","LC_TP",8,"2","1",504.9
"201","03lx",20,"LC","TP","LC_TP",4,"2","1",302.9
"211","03lx",21,"LC","TP","LC_TP",4,"1","1",298.1
"221","03lx",22,"LC","TP","LC_TP",3,"2","1",309.8
"231","03lx",23,"LC","TP","LC_TP",3,"2","1",309.9
"241","03lx",24,"LC","TP","LC_TP",6,"1","1",308.2
"251","03lx",25,"LC","TP","LC_TP",3,"1","1",268
"261","03lx",26,"LC","TP","LC_TP",6,"2","1",384.1
"271","03lx",27,"LC","TP","LC_TP",4,"2","1",283
"281","03lx",28,"LC","TP","LC_TP",6,"2","1",214.7
"291","03lx",29,"LC","TP","LC_TP",7,"1","1",369
"301","03lx",30,"LC","TP","LC_TP",5,"2","1",322.8
"311","03lx",31,"LC","TP","LC_TP",6,"2","1",333.2
"321","03lx",32,"LC","TP","LC_TP",6,"2","1",381.6
"331","03lx",33,"LC","JL","LC_JL",6,"2","1",345.6
"341","03lx",34,"LC","JL","LC_JL",6,"2","1",363.4
"351","03lx",35,"LC","JL","LC_JL",5,"2","1",418
"361","03lx",36,"LC","JL","LC_JL",7,"2","1",410.3
"371","03lx",37,"LC","JL","LC_JL",4,"1","1",273.7
"381","03lx",38,"LC","JL","LC_JL",8,"2","1",444.6
"391","03lx",39,"LC","JL","LC_JL",6,"2","1",278.5
"401","03lx",40,"LC","JL","LC_JL",8,"2","1",409.8
"411","03lx",41,"LC","JL","LC_JL",6,"1","1",391.4
"421","03lx",42,"LC","JL","LC_JL",5,"2","1",268.7
"431","03lx",43,"LC","JL","LC_JL",4,"2","1",265.9
"441","03lx",44,"LC","JL","LC_JL",6,"2","1",437.1
"451","03lx",45,"LC","JL","LC_JL",3,"2","1",308.7
"461","03lx",46,"LC","JL","LC_JL",10,"2","1",489.1
"471","03lx",47,"LC","JL","LC_JL",4,"1","1",331.9
"481","03lx",48,"LC","JL","LC_JL",5,"2","1",444.5
"491","03lx",49,"LC","JH","LC_JH",7,"1","1",430.2
"501","03lx",50,"LC","JH","LC_JH",4,"2","1",332.2
"511","03lx",51,"LC","JH","LC_JH",8,"2","1",472.1
"521","03lx",52,"LC","JH","LC_JH",5,"1","1",395
"531","03lx",53,"LC","JH","LC_JH",9,"2","1",431.7
"541","03lx",54,"LC","JH","LC_JH",7,"2","1",316.6
"551","03lx",55,"LC","JH","LC_JH",5,"2","1",310.4
"561","03lx",56,"LC","JH","LC_JH",8,"1","1",346.1
"571","03lx",57,"LC","JH","LC_JH",6,"2","1",356.5
"581","03lx",58,"LC","JH","LC_JH",6,"2","1",353.4
"591","03lx",59,"LC","JH","LC_JH",6,"2","1",404.8
"601","03lx",60,"LC","JH","LC_JH",7,"1","1",390.8
"611","03lx",61,"LC","JH","LC_JH",11,"2","1",439.4
"621","03lx",62,"LC","JH","LC_JH",4,"1","1",405
"631","03lx",63,"LC","JH","LC_JH",7,"1","1",354.7
"641","03lx",64,"LC","JH","LC_JH",5,"2","1",355.9
"651","03lx",65,"HC","ID","HC_ID",7,"2","1",529.2
"661","03lx",66,"HC","ID","HC_ID",4,"1","1",232.8
"671","03lx",67,"HC","ID","HC_ID",4,"1","1",319.4
"681","03lx",68,"HC","ID","HC_ID",7,"1","1",434.4
"691","03lx",69,"HC","ID","HC_ID",5,"2","1",327.2
"701","03lx",70,"HC","ID","HC_ID",3,"1","1",266.9
"711","03lx",71,"HC","ID","HC_ID",8,"2","1",447.1
"721","03lx",72,"HC","ID","HC_ID",3,"2","1",293.8
"731","03lx",73,"HC","ID","HC_ID",5,"1","1",393.9
"741","03lx",74,"HC","ID","HC_ID",7,"2","1",503.7
"751","03lx",75,"HC","ID","HC_ID",4,"1","1",263.3
"761","03lx",76,"HC","ID","HC_ID",4,"2","1",287.7
"771","03lx",77,"HC","ID","HC_ID",7,"1","1",366.1
"781","03lx",78,"HC","ID","HC_ID",10,"2","1",335.3
"791","03lx",79,"HC","ID","HC_ID",2,"1","1",224.9
"801","03lx",80,"HC","ID","HC_ID",8,"1","1",328.2
"811","03lx",81,"HC","TP","HC_TP",6,"1","1",369.2
"821","03lx",82,"HC","TP","HC_TP",3,"1","1",322.5
"831","03lx",83,"HC","TP","HC_TP",9,"1","1",462.5
"841","03lx",84,"HC","TP","HC_TP",4,"2","1",286.6
"851","03lx",85,"HC","TP","HC_TP",4,"2","1",372.5
"861","03lx",86,"HC","TP","HC_TP",8,"2","1",479.4
"871","03lx",87,"HC","TP","HC_TP",5,"1","1",350.1
"881","03lx",88,"HC","TP","HC_TP",5,"2","1",438.4
"891","03lx",89,"HC","TP","HC_TP",6,"2","1",432.6
"901","03lx",90,"HC","TP","HC_TP",6,"2","1",390
"911","03lx",91,"HC","TP","HC_TP",8,"2","1",475.1
"921","03lx",92,"HC","TP","HC_TP",4,"1","1",294.5
"931","03lx",93,"HC","TP","HC_TP",6,"2","1",498.4
"941","03lx",94,"HC","TP","HC_TP",9,"2","1",419.9
"951","03lx",95,"HC","TP","HC_TP",4,"1","1",270.3
"961","03lx",96,"HC","TP","HC_TP",8,"1","1",418.8
"971","03lx",97,"HC","JL","HC_JL",5,"2","1",357.6
"981","03lx",98,"HC","JL","HC_JL",6,"2","1",353.1
"991","03lx",99,"HC","JL","HC_JL",3,"1","1",262
"1001","03lx",100,"HC","JL","HC_JL",4,"2","1",298.5
"1011","03lx",101,"HC","JL","HC_JL",3,"1","1",272.7
"1021","03lx",102,"HC","JL","HC_JL",4,"2","1",304.1
"1031","03lx",103,"HC","JL","HC_JL",9,"2","1",484.6
"1041","03lx",104,"HC","JL","HC_JL",6,"2","1",456.9
"1051","03lx",105,"HC","JL","HC_JL",6,"2","1",263.6
"1061","03lx",106,"HC","JL","HC_JL",7,"2","1",337.1
"1071","03lx",107,"HC","JL","HC_JL",7,"2","1",396.4
"1081","03lx",108,"HC","JL","HC_JL",3,"2","1",307.1
"1091","03lx",109,"HC","JL","HC_JL",4,"1","1",450.7
"1101","03lx",110,"HC","JL","HC_JL",9,"1","1",421.2
"1111","03lx",111,"HC","JL","HC_JL",10,"2","1",434.6
"1121","03lx",112,"HC","JL","HC_JL",4,"2","1",314.5
"1131","03lx",113,"HC","JH","HC_JH",3,"2","1",268.6
"1141","03lx",114,"HC","JH","HC_JH",4,"1","1",404.6
"1151","03lx",115,"HC","JH","HC_JH",7,"2","1",331.3
"1161","03lx",116,"HC","JH","HC_JH",7,"2","1",436.3
"1171","03lx",117,"HC","JH","HC_JH",9,"1","1",434.9
"1181","03lx",118,"HC","JH","HC_JH",5,"2","1",320.2
"1191","03lx",119,"HC","JH","HC_JH",6,"2","1",361.3
"1201","03lx",120,"HC","JH","HC_JH",3,"2","1",264.4
"1211","03lx",121,"HC","JH","HC_JH",7,"2","1",417.5
"1221","03lx",122,"HC","JH","HC_JH",11,"2","1",506
"1231","03lx",123,"HC","JH","HC_JH",9,"2","1",451.2
"1241","03lx",124,"HC","JH","HC_JH",3,"1","1",260.9
"1251","03lx",125,"HC","JH","HC_JH",4,"2","1",327.6
"1261","03lx",126,"HC","JH","HC_JH",8,"1","1",436.9
"1271","03lx",127,"HC","JH","HC_JH",2,"2","1",209.5
"1281","03lx",128,"HC","JH","0",4,"2","1",345.5
"130","04jn",1,"LC","ID","LC_ID",10,"2","1",405.5
"212","04jn",2,"LC","ID","LC_ID",4,"2","1",430.8
"312","04jn",3,"LC","ID","LC_ID",7,"2","1",464.7
"412","04jn",4,"LC","ID","LC_ID",3,"1","1",254.5
"512","04jn",5,"LC","ID","LC_ID",3,"1","1",267.6
"612","04jn",6,"LC","ID","LC_ID",4,"2","1",270.9
"812","04jn",8,"LC","ID","LC_ID",7,"1","1",477.2
"912","04jn",9,"LC","ID","LC_ID",5,"1","1",393.8
"1012","04jn",10,"LC","ID","LC_ID",5,"2","1",436.7
"1112","04jn",11,"LC","ID","LC_ID",9,"2","1",539.9
"1212","04jn",12,"LC","ID","LC_ID",7,"1","1",164.3
"132","04jn",13,"LC","ID","LC_ID",4,"1","1",358.9
"142","04jn",14,"LC","ID","LC_ID",6,"1","1",340.1
"152","04jn",15,"LC","ID","LC_ID",4,"2","1",320.6
"162","04jn",16,"LC","ID","LC_ID",2,"1","1",218.8
"172","04jn",17,"LC","TP","LC_TP",3,"1","1",261.7
"182","04jn",18,"LC","TP","LC_TP",4,"2","1",376.1
"192","04jn",19,"LC","TP","LC_TP",4,"1","1",436.4
"202","04jn",20,"LC","TP","LC_TP",3,"2","1",290.1
"213","04jn",21,"LC","TP","LC_TP",3,"1","1",304.3
"222","04jn",22,"LC","TP","LC_TP",3,"1","1",299.1
"232","04jn",23,"LC","TP","LC_TP",3,"1","1",290.6
"242","04jn",24,"LC","TP","LC_TP",4,"1","1",339.3
"252","04jn",25,"LC","TP","LC_TP",5,"1","1",257.6
"262","04jn",26,"LC","TP","LC_TP",4,"2","1",406.3
"272","04jn",27,"LC","TP","LC_TP",3,"2","1",292.4
"282","04jn",28,"LC","TP","LC_TP",1,"1","1",124
"292","04jn",29,"LC","TP","LC_TP",4,"1","1",353.4
"302","04jn",30,"LC","TP","LC_TP",1,"1","1",138.5
"313","04jn",31,"LC","TP","LC_TP",4,"2","1",323.7
"322","04jn",32,"LC","TP","LC_TP",4,"2","1",404.6
"332","04jn",33,"LC","JL","LC_JL",3,"1","1",288.5
"342","04jn",34,"LC","JL","LC_JL",3,"1","1",267.5
"352","04jn",35,"LC","JL","LC_JL",4,"1","1",369.5
"362","04jn",36,"LC","JL","LC_JL",5,"2","1",419.3
"372","04jn",37,"LC","JL","LC_JL",3,"2","1",282
"382","04jn",38,"LC","JL","LC_JL",3,"1","1",352.8
"392","04jn",39,"LC","JL","LC_JL",3,"2","1",286.5
"402","04jn",40,"LC","JL","LC_JL",4,"2","1",439
"413","04jn",41,"LC","JL","LC_JL",5,"2","1",430.5
"422","04jn",42,"LC","JL","LC_JL",7,"2","1",254.6
"432","04jn",43,"LC","JL","LC_JL",2,"1","1",189.2
"442","04jn",44,"LC","JL","LC_JL",6,"2","1",421.8
"452","04jn",45,"LC","JL","LC_JL",3,"2","1",333.7
"462","04jn",46,"LC","JL","LC_JL",8,"2","1",507.6
"472","04jn",47,"LC","JL","LC_JL",4,"2","1",376.1
"482","04jn",48,"LC","JL","LC_JL",4,"1","1",366.6
"492","04jn",49,"LC","JH","LC_JH",4,"2","1",451.2
"502","04jn",50,"LC","JH","LC_JH",3,"1","1",265.4
"513","04jn",51,"LC","JH","LC_JH",8,"2","1",448.9
"522","04jn",52,"LC","JH","LC_JH",4,"1","1",378
"532","04jn",53,"LC","JH","LC_JH",3,"1","1",303.1
"542","04jn",54,"LC","JH","LC_JH",3,"1","1",245
"552","04jn",55,"LC","JH","LC_JH",3,"1","1",291
"562","04jn",56,"LC","JH","LC_JH",4,"1","1",350.2
"572","04jn",57,"LC","JH","LC_JH",4,"2","1",365
"582","04jn",58,"LC","JH","LC_JH",4,"2","1",372.2
"592","04jn",59,"LC","JH","LC_JH",4,"2","1",387.4
"602","04jn",60,"LC","JH","LC_JH",7,"2","1",434.8
"613","04jn",61,"LC","JH","LC_JH",16,"2","1",434.9
"622","04jn",62,"LC","JH","LC_JH",4,"1","1",406.5
"632","04jn",63,"LC","JH","LC_JH",3,"1","1",323.7
"642","04jn",64,"LC","JH","LC_JH",6,"2","1",344.1
"652","04jn",65,"HC","ID","HC_ID",6,"1","1",505.3
"662","04jn",66,"HC","ID","HC_ID",2,"1","1",214.2
"672","04jn",67,"HC","ID","HC_ID",3,"1","1",307
"682","04jn",68,"HC","ID","HC_ID",7,"1","1",395.8
"692","04jn",69,"HC","ID","HC_ID",4,"1","1",307.6
"702","04jn",70,"HC","ID","HC_ID",5,"2","1",295.1
"712","04jn",71,"HC","ID","HC_ID",4,"1","1",376.3
"722","04jn",72,"HC","ID","HC_ID",3,"1","1",265.1
"732","04jn",73,"HC","ID","HC_ID",5,"1","1",393.8
"742","04jn",74,"HC","ID","HC_ID",8,"2","1",503.3
"752","04jn",75,"HC","ID","HC_ID",3,"2","1",296.3
"762","04jn",76,"HC","ID","HC_ID",4,"1","1",221
"772","04jn",77,"HC","ID","HC_ID",4,"2","1",402
"782","04jn",78,"HC","ID","HC_ID",3,"1","1",289.8
"792","04jn",79,"HC","ID","HC_ID",2,"2","1",240.7
"802","04jn",80,"HC","ID","HC_ID",4,"1","1",347.1
"813","04jn",81,"HC","TP","HC_TP",6,"2","1",402.5
"822","04jn",82,"HC","TP","HC_TP",3,"1","1",283.2
"832","04jn",83,"HC","TP","HC_TP",7,"1","1",456.2
"842","04jn",84,"HC","TP","HC_TP",3,"2","1",277.3
"852","04jn",85,"HC","TP","HC_TP",4,"2","1",346
"862","04jn",86,"HC","TP","HC_TP",7,"1","1",469.7
"872","04jn",87,"HC","TP","HC_TP",4,"2","1",387.9
"882","04jn",88,"HC","TP","HC_TP",4,"1","1",382.1
"892","04jn",89,"HC","TP","HC_TP",7,"1","1",353.1
"902","04jn",90,"HC","TP","HC_TP",5,"1","1",340.3
"913","04jn",91,"HC","TP","HC_TP",5,"2","1",498.9
"922","04jn",92,"HC","TP","HC_TP",4,"1","1",257
"932","04jn",93,"HC","TP","HC_TP",8,"2","1",499.4
"942","04jn",94,"HC","TP","HC_TP",4,"1","1",390.5
"952","04jn",95,"HC","TP","HC_TP",3,"1","1",269.9
"962","04jn",96,"HC","TP","HC_TP",5,"2","1",446.7
"972","04jn",97,"HC","JL","HC_JL",5,"1","1",303
"982","04jn",98,"HC","JL","HC_JL",3,"1","1",297.6
"992","04jn",99,"HC","JL","HC_JL",2,"1","1",197.5
"1002","04jn",100,"HC","JL","HC_JL",2,"1","1",210.2
"1013","04jn",101,"HC","JL","HC_JL",2,"1","1",233.6
"1022","04jn",102,"HC","JL","HC_JL",4,"2","1",292.8
"1032","04jn",103,"HC","JL","HC_JL",4,"1","1",462.9
"1042","04jn",104,"HC","JL","HC_JL",4,"2","1",463.5
"1052","04jn",105,"HC","JL","HC_JL",2,"1","1",194.7
"1062","04jn",106,"HC","JL","HC_JL",2,"1","1",241.9
"1072","04jn",107,"HC","JL","HC_JL",3,"1","1",331.1
"1082","04jn",108,"HC","JL","HC_JL",3,"1","1",288.3
"1092","04jn",109,"HC","JL","HC_JL",9,"2","1",493.7
"1102","04jn",110,"HC","JL","HC_JL",5,"2","1",448.4
"1113","04jn",111,"HC","JL","HC_JL",4,"1","1",396.1
"1122","04jn",112,"HC","JL","HC_JL",3,"1","1",301.9
"1132","04jn",113,"HC","JH","HC_JH",3,"2","1",260.7
"1142","04jn",114,"HC","JH","HC_JH",8,"2","1",417.7
"1152","04jn",115,"HC","JH","HC_JH",3,"1","1",272.1
"1162","04jn",116,"HC","JH","HC_JH",4,"1","1",370.3
"1172","04jn",117,"HC","JH","HC_JH",8,"2","1",462.5
"1182","04jn",118,"HC","JH","HC_JH",3,"1","1",293.4
"1192","04jn",119,"HC","JH","HC_JH",3,"1","1",269.9
"1202","04jn",120,"HC","JH","HC_JH",2,"1","1",196.1
"1213","04jn",121,"HC","JH","HC_JH",6,"2","1",420.6
"1222","04jn",122,"HC","JH","HC_JH",5,"1","1",436.7
"1232","04jn",123,"HC","JH","HC_JH",10,"1","1",402.9
"1242","04jn",124,"HC","JH","HC_JH",3,"2","1",300.6
"1252","04jn",125,"HC","JH","HC_JH",4,"2","1",338.6
"1262","04jn",126,"HC","JH","HC_JH",4,"1","1",368.1
"1272","04jn",127,"HC","JH","HC_JH",2,"1","1",204.3
"1282","04jn",128,"HC","JH","0",4,"2","1",369.2
"133","05wyh",1,"LC","ID","LC_ID",5,"1","1",358.1
"214","05wyh",2,"LC","ID","LC_ID",5,"1","1",365.5
"314","05wyh",3,"LC","ID","LC_ID",5,"2","1",450.5
"414","05wyh",4,"LC","ID","LC_ID",4,"2","1",368
"514","05wyh",5,"LC","ID","LC_ID",4,"1","1",266.7
"614","05wyh",6,"LC","ID","LC_ID",2,"2","1",251.7
"713","05wyh",7,"LC","ID","LC_ID",4,"1","1",436.5
"814","05wyh",8,"LC","ID","LC_ID",5,"1","1",460.9
"914","05wyh",9,"LC","ID","LC_ID",4,"2","1",436
"1014","05wyh",10,"LC","ID","LC_ID",4,"2","1",414.1
"1114","05wyh",11,"LC","ID","LC_ID",5,"1","1",482.4
"1214","05wyh",12,"LC","ID","LC_ID",4,"1","1",340.2
"134","05wyh",13,"LC","ID","LC_ID",2,"1","1",240.3
"143","05wyh",14,"LC","ID","LC_ID",8,"1","1",320.5
"153","05wyh",15,"LC","ID","LC_ID",5,"2","1",339
"163","05wyh",16,"LC","ID","LC_ID",3,"2","1",283.7
"173","05wyh",17,"LC","TP","LC_TP",4,"2","1",339.2
"183","05wyh",18,"LC","TP","LC_TP",4,"1","1",345.5
"193","05wyh",19,"LC","TP","LC_TP",5,"1","1",452.9
"203","05wyh",20,"LC","TP","LC_TP",4,"1","1",263.1
"215","05wyh",21,"LC","TP","LC_TP",3,"2","1",311.7
"223","05wyh",22,"LC","TP","LC_TP",3,"2","1",325
"233","05wyh",23,"LC","TP","LC_TP",6,"2","1",335.6
"243","05wyh",24,"LC","TP","LC_TP",3,"1","1",286.5
"253","05wyh",25,"LC","TP","LC_TP",4,"1","1",268
"263","05wyh",26,"LC","TP","LC_TP",4,"2","1",380.8
"273","05wyh",27,"LC","TP","LC_TP",2,"1","1",220.5
"283","05wyh",28,"LC","TP","LC_TP",2,"2","1",216.9
"293","05wyh",29,"LC","TP","LC_TP",5,"2","1",406.9
"303","05wyh",30,"LC","TP","LC_TP",3,"1","1",292.1
"315","05wyh",31,"LC","TP","LC_TP",4,"1","1",250.4
"323","05wyh",32,"LC","TP","LC_TP",4,"1","1",355
"333","05wyh",33,"LC","JL","LC_JL",3,"1","1",317.9
