"","RECORDING_SESSION_LABEL","sentence","word_complex","preview","condition","CURRENT_FIX_INDEX","CURRENT_FIX_INTEREST_AREA_ID","CURRENT_FIX_INTEREST_AREA_RUN_ID","CURRENT_FIX_X"
"6155","41zbj",61,"HC","ID","HC_ID",7,"1","1",379.8
"6240","41zbj",62,"HC","ID","HC_ID",5,"2","1",422.8
"6338","41zbj",63,"HC","ID","HC_ID",4,"1","1",352
"6438","41zbj",64,"HC","ID","HC_ID",5,"1","1",326.5
"6537","41zbj",65,"HC","TP","HC_TP",6,"2","1",511.4
"6638","41zbj",66,"HC","TP","HC_TP",2,"2","1",244.1
"6738","41zbj",67,"HC","TP","HC_TP",4,"1","1",334.4
"6838","41zbj",68,"HC","TP","HC_TP",7,"1","1",399.7
"6938","41zbj",69,"HC","TP","HC_TP",5,"1","1",292.8
"7038","41zbj",70,"HC","TP","HC_TP",4,"1","1",266.3
"7155","41zbj",71,"HC","TP","HC_TP",5,"1","1",418
"7239","41zbj",72,"HC","TP","HC_TP",5,"2","1",303.7
"7338","41zbj",73,"HC","TP","HC_TP",6,"2","1",412.1
"7437","41zbj",74,"HC","TP","HC_TP",6,"1","1",451.1
"7538","41zbj",75,"HC","TP","HC_TP",3,"2","1",301.3
"7638","41zbj",76,"HC","TP","HC_TP",3,"1","1",252.1
"7738","41zbj",77,"HC","TP","HC_TP",4,"1","1",353.8
"7838","41zbj",78,"HC","TP","HC_TP",4,"1","1",254.5
"7938","41zbj",79,"HC","TP","HC_TP",3,"2","1",263.4
"8038","41zbj",80,"HC","TP","HC_TP",4,"1","1",330.2
"8155","41zbj",81,"HC","JL","HC_JL",5,"1","1",366.7
"8240","41zbj",82,"HC","JL","HC_JL",2,"1","1",216.6
"8338","41zbj",83,"HC","JL","HC_JL",5,"2","1",507.9
"8438","41zbj",84,"HC","JL","HC_JL",4,"1","1",257.6
"8538","41zbj",85,"HC","JL","HC_JL",5,"1","1",322.7
"8637","41zbj",86,"HC","JL","HC_JL",7,"2","1",495.4
"8738","41zbj",87,"HC","JL","HC_JL",1,"1","1",130.4
"8837","41zbj",88,"HC","JL","HC_JL",5,"2","1",424.6
"8938","41zbj",89,"HC","JL","HC_JL",5,"1","1",360
"9038","41zbj",90,"HC","JL","HC_JL",5,"1","1",362.7
"9155","41zbj",91,"HC","JL","HC_JL",5,"1","1",421.3
"9240","41zbj",92,"HC","JL","HC_JL",5,"2","1",327.2
"9338","41zbj",93,"HC","JL","HC_JL",7,"1","1",436.5
"9438","41zbj",94,"HC","JL","HC_JL",6,"2","1",430.6
"9538","41zbj",95,"HC","JL","HC_JL",5,"2","1",300.7
"9638","41zbj",96,"HC","JL","HC_JL",7,"2","1",449.2
"9738","41zbj",97,"HC","JH","HC_JH",6,"2","1",341.1
"9838","41zbj",98,"HC","JH","HC_JH",1,"1","1",120
"9938","41zbj",99,"HC","JH","HC_JH",10,"1","1",218.3
"10038","41zbj",100,"HC","JH","HC_JH",3,"2","1",302.8
"10154","41zbj",101,"HC","JH","HC_JH",3,"1","1",269.5
"10240","41zbj",102,"HC","JH","HC_JH",4,"2","1",274.9
"10338","41zbj",103,"HC","JH","HC_JH",5,"1","1",428.4
"10438","41zbj",104,"HC","JH","HC_JH",7,"2","1",451.9
"10538","41zbj",105,"HC","JH","HC_JH",1,"1","1",126.9
"10638","41zbj",106,"HC","JH","HC_JH",3,"2","1",337.8
"10738","41zbj",107,"HC","JH","HC_JH",4,"1","1",370.7
"10838","41zbj",108,"HC","JH","HC_JH",4,"2","1",336.3
"10938","41zbj",109,"HC","JH","HC_JH",4,"1","1",458.5
"11038","41zbj",110,"HC","JH","HC_JH",7,"1","1",382.6
"11156","41zbj",111,"HC","JH","HC_JH",10,"1","1",392.9
"11240","41zbj",112,"HC","JH","HC_JH",5,"2","1",329.9
"11338","41zbj",113,"LC","ID","LC_ID",2,"1","1",209.5
"11438","41zbj",114,"LC","ID","LC_ID",4,"1","1",378.3
"11538","41zbj",115,"LC","ID","LC_ID",4,"1","1",291.4
"11638","41zbj",116,"LC","ID","LC_ID",5,"1","1",393.5
"11738","41zbj",117,"LC","ID","LC_ID",6,"1","1",421.7
"11838","41zbj",118,"LC","ID","LC_ID",4,"2","1",337.6
"11938","41zbj",119,"LC","ID","LC_ID",4,"1","1",271.5
"12038","41zbj",120,"LC","ID","LC_ID",3,"2","1",242.5
"12150","41zbj",121,"LC","ID","LC_ID",4,"1","1",407.3
"12240","41zbj",122,"LC","ID","LC_ID",7,"1","1",458.3
"12337","41zbj",123,"LC","ID","LC_ID",7,"1","1",425.8
"12438","41zbj",124,"LC","ID","LC_ID",3,"1","1",271.3
"12538","41zbj",125,"LC","ID","LC_ID",6,"2","1",327.1
"12638","41zbj",126,"LC","ID","LC_ID",7,"1","1",425.4
"12738","41zbj",127,"LC","ID","LC_ID",2,"2","1",211
"12838","41zbj",128,"LC","ID","LC_ID",4,"2","1",369.9
"1351","43hzy",1,"LC","TP","LC_TP",3,"1","1",301.8
"2156","43hzy",2,"LC","TP","LC_TP",4,"1","1",389.8
"3156","43hzy",3,"LC","TP","LC_TP",5,"1","1",397.8
"4155","43hzy",4,"LC","TP","LC_TP",2,"1","1",253.3
"5155","43hzy",5,"LC","TP","LC_TP",3,"2","1",326.2
"6156","43hzy",6,"LC","TP","LC_TP",6,"2","1",271.5
"7156","43hzy",7,"LC","TP","LC_TP",4,"2","1",449.3
"8156","43hzy",8,"LC","TP","LC_TP",5,"2","1",539.5
"9156","43hzy",9,"LC","TP","LC_TP",4,"1","1",399.6
"10155","43hzy",10,"LC","TP","LC_TP",4,"1","1",398.6
"11157","43hzy",11,"LC","TP","LC_TP",5,"1","1",491
"12151","43hzy",12,"LC","TP","LC_TP",3,"1","1",276.9
"1352","43hzy",13,"LC","TP","LC_TP",3,"1","1",352.8
"1440","43hzy",14,"LC","TP","LC_TP",4,"2","1",406.3
"1539","43hzy",15,"LC","TP","LC_TP",4,"1","1",251.3
"1639","43hzy",16,"LC","TP","LC_TP",5,"2","1",287.5
"1739","43hzy",17,"LC","JL","LC_JL",3,"2","1",338.2
"1839","43hzy",18,"LC","JL","LC_JL",3,"1","1",319.4
"1939","43hzy",19,"LC","JL","LC_JL",5,"1","1",463.8
"2039","43hzy",20,"LC","JL","LC_JL",2,"1","1",239.5
"2157","43hzy",21,"LC","JL","LC_JL",5,"1","1",299.2
"2241","43hzy",22,"LC","JL","LC_JL",3,"1","1",289
"2339","43hzy",23,"LC","JL","LC_JL",13,"2","1",340.8
"2439","43hzy",24,"LC","JL","LC_JL",2,"1","1",264.8
"2539","43hzy",25,"LC","JL","LC_JL",3,"1","1",257.7
"2639","43hzy",26,"LC","JL","LC_JL",3,"1","1",345.6
"2739","43hzy",27,"LC","JL","LC_JL",3,"1","1",251.3
"2839","43hzy",28,"LC","JL","LC_JL",2,"2","1",217.6
"2939","43hzy",29,"LC","JL","LC_JL",4,"1","1",367.8
"3039","43hzy",30,"LC","JL","LC_JL",3,"2","1",309.2
"3157","43hzy",31,"LC","JL","LC_JL",4,"2","1",324.1
"3241","43hzy",32,"LC","JL","LC_JL",4,"2","1",402.9
"3339","43hzy",33,"LC","JH","LC_JH",3,"1","1",303.4
"3439","43hzy",34,"LC","JH","LC_JH",3,"1","1",269.5
"3538","43hzy",35,"LC","JH","LC_JH",4,"2","1",408
"3639","43hzy",36,"LC","JH","LC_JH",3,"1","1",266.7
"3739","43hzy",37,"LC","JH","LC_JH",4,"2","1",301.1
"3839","43hzy",38,"LC","JH","LC_JH",4,"1","1",421
"3939","43hzy",39,"LC","JH","LC_JH",3,"2","1",288.9
"4039","43hzy",40,"LC","JH","LC_JH",3,"1","1",350.2
"4156","43hzy",41,"LC","JH","LC_JH",4,"2","1",440.2
"4241","43hzy",42,"LC","JH","LC_JH",3,"1","1",227.1
"4339","43hzy",43,"LC","JH","LC_JH",2,"1","1",223.4
"4439","43hzy",44,"LC","JH","LC_JH",2,"1","1",295.9
"4539","43hzy",45,"LC","JH","LC_JH",2,"1","1",192.6
"4639","43hzy",46,"LC","JH","LC_JH",9,"2","1",494
"4738","43hzy",47,"LC","JH","LC_JH",3,"1","1",335.3
"4839","43hzy",48,"LC","JH","LC_JH",4,"1","1",399.2
"4938","43hzy",49,"HC","ID","HC_ID",4,"2","1",469
"5039","43hzy",50,"HC","ID","HC_ID",2,"1","1",225.5
"5156","43hzy",51,"HC","ID","HC_ID",4,"1","1",355.2
"5241","43hzy",52,"HC","ID","HC_ID",3,"1","1",337.7
"5339","43hzy",53,"HC","ID","HC_ID",3,"1","1",343.9
"5439","43hzy",54,"HC","ID","HC_ID",5,"1","1",192.3
"5539","43hzy",55,"HC","ID","HC_ID",3,"1","1",272.3
"5739","43hzy",57,"HC","ID","HC_ID",4,"2","1",349.6
"5839","43hzy",58,"HC","ID","HC_ID",3,"1","1",292.6
"5939","43hzy",59,"HC","ID","HC_ID",4,"1","1",307
"6039","43hzy",60,"HC","ID","HC_ID",6,"2","1",426
"6157","43hzy",61,"HC","ID","HC_ID",4,"1","1",369.5
"6241","43hzy",62,"HC","ID","HC_ID",5,"2","1",411.6
"6339","43hzy",63,"HC","ID","HC_ID",3,"1","1",340.8
"6439","43hzy",64,"HC","ID","HC_ID",5,"2","1",364.7
"6538","43hzy",65,"HC","TP","HC_TP",5,"2","1",534.8
"6639","43hzy",66,"HC","TP","HC_TP",3,"2","1",259.5
"6739","43hzy",67,"HC","TP","HC_TP",5,"1","1",332.9
"6839","43hzy",68,"HC","TP","HC_TP",3,"1","1",420.7
"6939","43hzy",69,"HC","TP","HC_TP",3,"1","1",279.2
"7039","43hzy",70,"HC","TP","HC_TP",3,"2","1",299
"7157","43hzy",71,"HC","TP","HC_TP",4,"1","1",428.4
"7240","43hzy",72,"HC","TP","HC_TP",3,"1","1",262.8
"7339","43hzy",73,"HC","TP","HC_TP",4,"2","1",417.9
"7438","43hzy",74,"HC","TP","HC_TP",5,"2","1",487.5
"7539","43hzy",75,"HC","TP","HC_TP",2,"1","1",258.7
"7639","43hzy",76,"HC","TP","HC_TP",2,"1","1",217.9
"7739","43hzy",77,"HC","TP","HC_TP",5,"1","1",234.3
"7839","43hzy",78,"HC","TP","HC_TP",4,"1","1",291.5
"7939","43hzy",79,"HC","TP","HC_TP",2,"1","1",209.5
"8039","43hzy",80,"HC","TP","HC_TP",3,"1","1",305.7
"8157","43hzy",81,"HC","JL","HC_JL",4,"1","1",373.4
"8241","43hzy",82,"HC","JL","HC_JL",2,"1","1",274.8
"8339","43hzy",83,"HC","JL","HC_JL",5,"1","1",429.4
"8439","43hzy",84,"HC","JL","HC_JL",3,"1","1",260.4
"8539","43hzy",85,"HC","JL","HC_JL",4,"2","1",365.6
"8638","43hzy",86,"HC","JL","HC_JL",4,"1","1",359.9
"8739","43hzy",87,"HC","JL","HC_JL",3,"1","1",301.2
"8838","43hzy",88,"HC","JL","HC_JL",4,"1","1",402.2
"8939","43hzy",89,"HC","JL","HC_JL",4,"1","1",364.4
"9039","43hzy",90,"HC","JL","HC_JL",9,"2","1",387.3
"9157","43hzy",91,"HC","JL","HC_JL",6,"2","1",502.4
"9241","43hzy",92,"HC","JL","HC_JL",2,"1","1",214
"9339","43hzy",93,"HC","JL","HC_JL",4,"1","1",438
"9439","43hzy",94,"HC","JL","HC_JL",5,"2","1",438.9
"9539","43hzy",95,"HC","JL","HC_JL",6,"2","1",299.3
"9639","43hzy",96,"HC","JL","HC_JL",4,"1","1",426.5
"9739","43hzy",97,"HC","JH","HC_JH",4,"1","1",302.4
"9839","43hzy",98,"HC","JH","HC_JH",3,"1","1",315.3
"9939","43hzy",99,"HC","JH","HC_JH",2,"1","1",176.8
"10039","43hzy",100,"HC","JH","HC_JH",3,"1","1",228.3
"10156","43hzy",101,"HC","JH","HC_JH",2,"1","1",193.2
"10241","43hzy",102,"HC","JH","HC_JH",3,"2","1",302.4
"10339","43hzy",103,"HC","JH","HC_JH",4,"1","1",420.9
"10439","43hzy",104,"HC","JH","HC_JH",4,"1","1",383.8
"10539","43hzy",105,"HC","JH","HC_JH",2,"1","1",178.8
"10639","43hzy",106,"HC","JH","HC_JH",4,"1","1",286.4
"10739","43hzy",107,"HC","JH","HC_JH",4,"2","1",404.6
"10839","43hzy",108,"HC","JH","HC_JH",3,"1","1",251.2
"10939","43hzy",109,"HC","JH","HC_JH",5,"2","1",487.4
"11039","43hzy",110,"HC","JH","HC_JH",5,"1","1",398.8
"11158","43hzy",111,"HC","JH","HC_JH",5,"2","1",416
"11241","43hzy",112,"HC","JH","HC_JH",3,"2","1",321
"11339","43hzy",113,"LC","ID","LC_ID",3,"2","1",250.4
"11439","43hzy",114,"LC","ID","LC_ID",3,"1","1",328.3
"11539","43hzy",115,"LC","ID","LC_ID",4,"2","1",325
"11639","43hzy",116,"LC","ID","LC_ID",4,"2","1",435.9
"11739","43hzy",117,"LC","ID","LC_ID",4,"1","1",366.7
"11839","43hzy",118,"LC","ID","LC_ID",3,"2","1",327.8
"11939","43hzy",119,"LC","ID","LC_ID",3,"2","1",357.3
"12039","43hzy",120,"LC","ID","LC_ID",3,"2","1",269.2
"12152","43hzy",121,"LC","ID","LC_ID",5,"1","1",403.8
"12241","43hzy",122,"LC","ID","LC_ID",4,"1","1",425.2
"12338","43hzy",123,"LC","ID","LC_ID",5,"1","1",353.4
"12439","43hzy",124,"LC","ID","LC_ID",3,"1","1",224.1
"12539","43hzy",125,"LC","ID","LC_ID",2,"1","1",231.2
"12639","43hzy",126,"LC","ID","LC_ID",4,"2","1",449.6
"12739","43hzy",127,"LC","ID","LC_ID",2,"2","1",221.5
"12839","43hzy",128,"LC","ID","LC_ID",3,"2","1",346.2
"1353","45zsx",1,"LC","TP","LC_TP",1,"1","1",135.1
"2158","45zsx",2,"LC","TP","LC_TP",3,"2","1",428.3
"3158","45zsx",3,"LC","TP","LC_TP",3,"2","1",465.6
"4157","45zsx",4,"LC","TP","LC_TP",2,"1","1",212.2
"5157","45zsx",5,"LC","TP","LC_TP",2,"1","1",299.4
"6158","45zsx",6,"LC","TP","LC_TP",2,"1","1",213
"7158","45zsx",7,"LC","TP","LC_TP",4,"2","1",470.2
"8158","45zsx",8,"LC","TP","LC_TP",5,"1","1",478.2
"9158","45zsx",9,"LC","TP","LC_TP",3,"1","1",393.1
"10157","45zsx",10,"LC","TP","LC_TP",2,"1","1",372.6
"11159","45zsx",11,"LC","TP","LC_TP",4,"2","1",537.6
"12153","45zsx",12,"LC","TP","LC_TP",2,"2","1",342.4
"1354","45zsx",13,"LC","TP","LC_TP",3,"2","1",404.9
"1441","45zsx",14,"LC","TP","LC_TP",2,"1","1",199.1
"1540","45zsx",15,"LC","TP","LC_TP",4,"2","1",338.3
"1640","45zsx",16,"LC","TP","LC_TP",2,"2","1",305.9
"1740","45zsx",17,"LC","JL","LC_JL",1,"1","1",129.8
"1840","45zsx",18,"LC","JL","LC_JL",4,"2","1",407.3
"1940","45zsx",19,"LC","JL","LC_JL",3,"1","1",325.6
"2040","45zsx",20,"LC","JL","LC_JL",2,"1","1",256.7
"2159","45zsx",21,"LC","JL","LC_JL",3,"2","1",326.3
"2242","45zsx",22,"LC","JL","LC_JL",2,"1","1",220.8
"2340","45zsx",23,"LC","JL","LC_JL",3,"2","1",322.1
"2440","45zsx",24,"LC","JL","LC_JL",2,"1","1",186.5
"2540","45zsx",25,"LC","JL","LC_JL",2,"1","1",198.7
"2640","45zsx",26,"LC","JL","LC_JL",2,"1","1",350.9
"2740","45zsx",27,"LC","JL","LC_JL",1,"1","1",130.3
"2840","45zsx",28,"LC","JL","LC_JL",1,"1","1",122.4
"2940","45zsx",29,"LC","JL","LC_JL",6,"2","1",388.8
"3040","45zsx",30,"LC","JL","LC_JL",3,"1","1",287.1
"3159","45zsx",31,"LC","JL","LC_JL",3,"2","1",309.9
"3242","45zsx",32,"LC","JL","LC_JL",2,"1","1",317.6
"3340","45zsx",33,"LC","JH","LC_JH",4,"1","1",329.3
"3440","45zsx",34,"LC","JH","LC_JH",2,"2","1",369.7
"3539","45zsx",35,"LC","JH","LC_JH",2,"1","1",375.9
"3640","45zsx",36,"LC","JH","LC_JH",2,"1","1",327
"3740","45zsx",37,"LC","JH","LC_JH",1,"1","1",123.4
"3840","45zsx",38,"LC","JH","LC_JH",2,"1","1",321.6
"3940","45zsx",39,"LC","JH","LC_JH",2,"2","1",294.5
"4040","45zsx",40,"LC","JH","LC_JH",2,"1","1",290.7
"4158","45zsx",41,"LC","JH","LC_JH",2,"1","1",351.1
"4242","45zsx",42,"LC","JH","LC_JH",1,"1","1",130.8
"4340","45zsx",43,"LC","JH","LC_JH",1,"1","1",138.3
"4440","45zsx",44,"LC","JH","LC_JH",3,"2","1",425.7
"4540","45zsx",45,"LC","JH","LC_JH",2,"2","1",328.8
"4640","45zsx",46,"LC","JH","LC_JH",5,"2","1",500.7
"4739","45zsx",47,"LC","JH","LC_JH",1,"1","1",128
"4840","45zsx",48,"LC","JH","LC_JH",2,"1","1",399.5
"4939","45zsx",49,"HC","ID","HC_ID",2,"1","1",297.7
"5040","45zsx",50,"HC","ID","HC_ID",2,"2","1",339.1
"5158","45zsx",51,"HC","ID","HC_ID",2,"1","1",304.8
"5242","45zsx",52,"HC","ID","HC_ID",2,"1","1",350.6
"5340","45zsx",53,"HC","ID","HC_ID",3,"1","1",399.8
"5440","45zsx",54,"HC","ID","HC_ID",7,"2","1",307.6
"5540","45zsx",55,"HC","ID","HC_ID",1,"1","1",134
"5639","45zsx",56,"HC","ID","HC_ID",2,"1","1",330.3
"5740","45zsx",57,"HC","ID","HC_ID",2,"1","1",325.3
"5840","45zsx",58,"HC","ID","HC_ID",2,"1","1",319.2
"5940","45zsx",59,"HC","ID","HC_ID",2,"1","1",208.3
"6040","45zsx",60,"HC","ID","HC_ID",2,"1","1",337.6
"6159","45zsx",61,"HC","ID","HC_ID",2,"2","1",420
"6242","45zsx",62,"HC","ID","HC_ID",3,"1","1",386.4
"6340","45zsx",63,"HC","ID","HC_ID",2,"1","1",335.2
"6440","45zsx",64,"HC","ID","HC_ID",1,"1","1",132.4
"6539","45zsx",65,"HC","TP","HC_TP",4,"1","1",466
"6640","45zsx",66,"HC","TP","HC_TP",2,"1","1",218
"6740","45zsx",67,"HC","TP","HC_TP",3,"1","1",335.9
"6840","45zsx",68,"HC","TP","HC_TP",5,"2","1",469.5
"6940","45zsx",69,"HC","TP","HC_TP",2,"2","1",314.2
"7040","45zsx",70,"HC","TP","HC_TP",3,"1","1",254.4
"7159","45zsx",71,"HC","TP","HC_TP",3,"1","1",367.1
"7241","45zsx",72,"HC","TP","HC_TP",3,"2","1",300.2
"7340","45zsx",73,"HC","TP","HC_TP",2,"1","1",267.9
"7439","45zsx",74,"HC","TP","HC_TP",6,"2","1",474.6
"7540","45zsx",75,"HC","TP","HC_TP",2,"1","1",238.5
"7640","45zsx",76,"HC","TP","HC_TP",1,"1","1",130.8
"7740","45zsx",77,"HC","TP","HC_TP",6,"1","1",343.5
"7840","45zsx",78,"HC","TP","HC_TP",2,"2","1",316
"7940","45zsx",79,"HC","TP","HC_TP",3,"2","1",269.4
"8040","45zsx",80,"HC","TP","HC_TP",3,"2","1",376.3
"8159","45zsx",81,"HC","JL","HC_JL",2,"1","1",334.8
"8242","45zsx",82,"HC","JL","HC_JL",2,"1","1",205.4
"8340","45zsx",83,"HC","JL","HC_JL",2,"1","1",338.5
"8440","45zsx",84,"HC","JL","HC_JL",3,"2","1",306.7
"8540","45zsx",85,"HC","JL","HC_JL",2,"2","1",358.7
"8639","45zsx",86,"HC","JL","HC_JL",2,"1","1",305.3
"8740","45zsx",87,"HC","JL","HC_JL",2,"1","1",317.7
"8839","45zsx",88,"HC","JL","HC_JL",3,"1","1",371.2
"8940","45zsx",89,"HC","JL","HC_JL",5,"2","1",424.4
"9040","45zsx",90,"HC","JL","HC_JL",5,"2","1",386.8
"9159","45zsx",91,"HC","JL","HC_JL",2,"1","1",354.5
"9242","45zsx",92,"HC","JL","HC_JL",3,"1","1",238
"9340","45zsx",93,"HC","JL","HC_JL",3,"1","1",448.7
"9440","45zsx",94,"HC","JL","HC_JL",4,"1","1",296.1
"9540","45zsx",95,"HC","JL","HC_JL",1,"1","1",117.1
"9640","45zsx",96,"HC","JL","HC_JL",5,"2","1",445.9
"9740","45zsx",97,"HC","JH","HC_JH",3,"2","1",368.8
"9840","45zsx",98,"HC","JH","HC_JH",2,"1","1",323.9
"9940","45zsx",99,"HC","JH","HC_JH",2,"2","1",295.1
"10040","45zsx",100,"HC","JH","HC_JH",2,"2","1",297.9
"10158","45zsx",101,"HC","JH","HC_JH",2,"2","1",276.1
"10242","45zsx",102,"HC","JH","HC_JH",2,"1","1",216.7
"10340","45zsx",103,"HC","JH","HC_JH",3,"1","1",448.6
"10440","45zsx",104,"HC","JH","HC_JH",2,"1","1",311.7
"10540","45zsx",105,"HC","JH","HC_JH",1,"1","1",141.9
"10640","45zsx",106,"HC","JH","HC_JH",3,"2","1",318.7
"10740","45zsx",107,"HC","JH","HC_JH",5,"2","1",393.1
"10840","45zsx",108,"HC","JH","HC_JH",2,"1","1",294.5
"10940","45zsx",109,"HC","JH","HC_JH",4,"2","1",489
"11040","45zsx",110,"HC","JH","HC_JH",3,"2","1",467.4
"11160","45zsx",111,"HC","JH","HC_JH",4,"2","1",426.9
"11242","45zsx",112,"HC","JH","HC_JH",3,"2","1",309.4
"11340","45zsx",113,"LC","ID","LC_ID",2,"1","1",201
"11440","45zsx",114,"LC","ID","LC_ID",2,"1","1",376.6
"11540","45zsx",115,"LC","ID","LC_ID",1,"1","1",126.2
"11640","45zsx",116,"LC","ID","LC_ID",3,"1","1",332.3
"11740","45zsx",117,"LC","ID","LC_ID",2,"1","1",314.9
"11840","45zsx",118,"LC","ID","LC_ID",1,"1","1",142.1
"11940","45zsx",119,"LC","ID","LC_ID",3,"1","1",252.8
"12040","45zsx",120,"LC","ID","LC_ID",1,"1","1",135.2
"12154","45zsx",121,"LC","ID","LC_ID",6,"2","1",423.4
"12242","45zsx",122,"LC","ID","LC_ID",2,"1","1",326.1
"12339","45zsx",123,"LC","ID","LC_ID",3,"1","1",320.1
"12440","45zsx",124,"LC","ID","LC_ID",2,"2","1",283.6
"12540","45zsx",125,"LC","ID","LC_ID",2,"1","1",294.4
"12640","45zsx",126,"LC","ID","LC_ID",3,"1","1",397.3
"12740","45zsx",127,"LC","ID","LC_ID",1,"1","1",148.5
"12840","45zsx",128,"LC","ID","LC_ID",2,"1","1",336.4
"1355","46wbn",1,"LC","TP","LC_TP",5,"1","1",373.8
"2160","46wbn",2,"LC","TP","LC_TP",5,"1","1",388.5
"3160","46wbn",3,"LC","TP","LC_TP",7,"2","1",447.1
"4159","46wbn",4,"LC","TP","LC_TP",4,"2","1",354.2
"5159","46wbn",5,"LC","TP","LC_TP",5,"2","1",329.2
"6160","46wbn",6,"LC","TP","LC_TP",6,"1","1",180.6
"7160","46wbn",7,"LC","TP","LC_TP",7,"2","1",446.7
"8160","46wbn",8,"LC","TP","LC_TP",7,"1","1",507.3
"9160","46wbn",9,"LC","TP","LC_TP",8,"2","1",440.6
"10159","46wbn",10,"LC","TP","LC_TP",6,"2","1",416.2
"11161","46wbn",11,"LC","TP","LC_TP",6,"2","1",518.4
"12155","46wbn",12,"LC","TP","LC_TP",7,"1","1",226.6
"1356","46wbn",13,"LC","TP","LC_TP",5,"1","1",347.4
"1442","46wbn",14,"LC","TP","LC_TP",6,"2","1",399.4
"1541","46wbn",15,"LC","TP","LC_TP",4,"1","1",283.7
"1641","46wbn",16,"LC","TP","LC_TP",4,"2","1",280.7
"1741","46wbn",17,"LC","JL","LC_JL",4,"1","1",302.3
"1841","46wbn",18,"LC","JL","LC_JL",6,"2","1",383.3
"1941","46wbn",19,"LC","JL","LC_JL",7,"1","1",451.2
"2041","46wbn",20,"LC","JL","LC_JL",5,"2","1",303.2
"2161","46wbn",21,"LC","JL","LC_JL",5,"2","1",307.8
"2243","46wbn",22,"LC","JL","LC_JL",4,"1","1",274.7
"2341","46wbn",23,"LC","JL","LC_JL",6,"2","1",315.9
"2441","46wbn",24,"LC","JL","LC_JL",6,"2","1",370.4
"2541","46wbn",25,"LC","JL","LC_JL",5,"2","1",304.5
"2641","46wbn",26,"LC","JL","LC_JL",6,"2","1",387.3
"2741","46wbn",27,"LC","JL","LC_JL",3,"1","1",235.7
"2841","46wbn",28,"LC","JL","LC_JL",3,"2","1",234.7
"2941","46wbn",29,"LC","JL","LC_JL",5,"1","1",357.8
"3041","46wbn",30,"LC","JL","LC_JL",4,"1","1",292.5
"3161","46wbn",31,"LC","JL","LC_JL",5,"1","1",303
"3243","46wbn",32,"LC","JL","LC_JL",5,"1","1",355.9
"3341","46wbn",33,"LC","JH","LC_JH",5,"2","1",351.7
"3441","46wbn",34,"LC","JH","LC_JH",4,"1","1",328.1
"3540","46wbn",35,"LC","JH","LC_JH",6,"1","1",385.6
"3641","46wbn",36,"LC","JH","LC_JH",5,"1","1",378.2
"3741","46wbn",37,"LC","JH","LC_JH",5,"2","1",290.4
"3841","46wbn",38,"LC","JH","LC_JH",6,"2","1",454.8
"3941","46wbn",39,"LC","JH","LC_JH",4,"2","1",280.1
"4041","46wbn",40,"LC","JH","LC_JH",6,"2","1",429.5
"4160","46wbn",41,"LC","JH","LC_JH",6,"2","1",408
"4243","46wbn",42,"LC","JH","LC_JH",3,"1","1",227.8
"4341","46wbn",43,"LC","JH","LC_JH",3,"2","1",267.9
"4441","46wbn",44,"LC","JH","LC_JH",5,"2","1",435.6
"4541","46wbn",45,"LC","JH","LC_JH",4,"1","1",292.9
"4641","46wbn",46,"LC","JH","LC_JH",7,"1","1",461.7
"4740","46wbn",47,"LC","JH","LC_JH",5,"1","1",370
"4841","46wbn",48,"LC","JH","LC_JH",6,"1","1",409.2
"4940","46wbn",49,"HC","ID","HC_ID",6,"1","1",410.1
"5041","46wbn",50,"HC","ID","HC_ID",4,"1","1",306.4
"5160","46wbn",51,"HC","ID","HC_ID",7,"2","1",471.1
"5243","46wbn",52,"HC","ID","HC_ID",6,"2","1",410.6
"5341","46wbn",53,"HC","ID","HC_ID",5,"1","1",386
"5441","46wbn",54,"HC","ID","HC_ID",8,"2","1",313.6
"5541","46wbn",55,"HC","ID","HC_ID",4,"1","1",285.1
"5640","46wbn",56,"HC","ID","HC_ID",5,"2","1",379.6
"5741","46wbn",57,"HC","ID","HC_ID",5,"1","1",336.1
"5841","46wbn",58,"HC","ID","HC_ID",4,"1","1",328.2
"5941","46wbn",59,"HC","ID","HC_ID",6,"1","1",368.9
"6041","46wbn",60,"HC","ID","HC_ID",5,"1","1",403.5
"6161","46wbn",61,"HC","ID","HC_ID",8,"2","1",440.7
"6243","46wbn",62,"HC","ID","HC_ID",7,"1","1",393.7
"6341","46wbn",63,"HC","ID","HC_ID",5,"1","1",371.4
"6441","46wbn",64,"HC","ID","HC_ID",5,"1","1",314.3
"6540","46wbn",65,"HC","TP","HC_TP",8,"2","1",516.9
"6641","46wbn",66,"HC","TP","HC_TP",4,"2","1",271
"6741","46wbn",67,"HC","TP","HC_TP",5,"2","1",364.5
"6841","46wbn",68,"HC","TP","HC_TP",9,"2","1",448.6
"6941","46wbn",69,"HC","TP","HC_TP",4,"1","1",298.7
"7041","46wbn",70,"HC","TP","HC_TP",5,"2","1",300.8
"7161","46wbn",71,"HC","TP","HC_TP",6,"2","1",465.5
"7242","46wbn",72,"HC","TP","HC_TP",4,"1","1",236.2
"7341","46wbn",73,"HC","TP","HC_TP",6,"1","1",388.5
"7440","46wbn",74,"HC","TP","HC_TP",8,"2","1",500
"7541","46wbn",75,"HC","TP","HC_TP",4,"2","1",293.4
